"UnitInitials","PageTitleDisplay","Score"
LGB,Köppen climate classification,0.486866
LGB,Analytics,1.19002
LGB,Area studies,1.10797
LGB,Georeferencing,1.50315
LGB,Socioeconomics,2.4908
LGB,Climate change,3.59452
LGB,Cryoconservation of animal genetic resources,2.88038
LGB,Geographic data and information,1.34848
LGB,Nazi concentration camps,0.622709
LGB,Geostatistics,0.828271
LGB,Animal genetic resources for food and agriculture,2.68393
LGB,Ecosystem diversity,1.78595
LGB,Biodiversity loss,1.82548
LGB,Computer science,1.10019
LGB,Species distribution,2.50918
LGB,Genomics,2.59286
LGB,Region,1.89189
LGB,Natural environment,2.29088
LGB,Human behavior,0.516206
LGB,Biodiversity hotspot,0.416483
LGB,Community,0.76502
LGB,Altitude,0.745642
LGB,Climate,1.97174
LGB,Land-use planning,0.565967
LGB,East,0.659014
LGB,Amphibian,1.05054
LGB,Agriculture,1.06993
LGB,Epidemiology,0.538968
LGB,Pattern,0.500651
LGB,Infant mortality,0.952387
LGB,Path dependence,0.431936
LGB,Urban area,5.15393
LGB,Digital elevation model,5.17651
LGB,Developing country,3.73215
LGB,Ecosystem model,0.491955
LGB,Health,2.56239
LGB,Biological dispersal,1.29921
LGB,System,0.624922
LGB,Database,1.1674
LGB,Dimension,0.619974
LGB,Design,1.02057
LGB,Present,0.827007
LGB,Coral reef,3.74743
LGB,Historical geographic information system,1.43774
LGB,Economics,0.638248
LGB,Evolution,3.12359
LGB,European Union,0.441084
LGB,Population growth,0.451203
LGB,Adaptation,9.59611
LGB,Evolutionary psychology,1.16962
ECEO,Change detection,1.03273
ECEO,Artificial intelligence,0.654345
ECEO,Satellite imagery,3.71742
ECEO,Human rights,0.590685
ECEO,Nonlinear system,1.13407
ECEO,Wildlife conservation,1.4916
ECEO,Sentinel-2,0.665447
ECEO,Learning,1.83603
ECEO,Ecosystem service,2.12768
ECEO,K-means clustering,0.950766
ECEO,Multispectral imaging,0.422615
ECEO,Data,1.2364
ECEO,Information,2.60263
ECEO,Result,0.324543
ECEO,Landscape,0.861147
ECEO,Earth science,1.85198
ECEO,Manifold,2.04463
ECEO,Supervised learning,0.356895
ECEO,Aesthetics,1.0504
ECEO,Natural language processing,0.535553
ECEO,Remote sensing,13.5628
ECEO,Machine learning,4.57221
ECEO,Unsupervised learning,0.801636
ECEO,Pixel,1.11306
ECEO,Scientific method,1.44799
ECEO,Survey,0.573387
ECEO,Precipitation,0.805377
ECEO,Simple Features,0.460216
ECEO,Spatial analysis,1.10093
ECEO,Aerial photography,1.72734
ECEO,Data science,0.801297
ECEO,Sustainable Development Goals,0.791526
ECEO,Hyperspectral imaging,2.3269
ECEO,Accuracy and precision,1.23985
ECEO,Earth observation,1.09611
ECEO,Earth observation satellite,1.03262
ECEO,Hierarchical clustering,0.85453
ECEO,Köppen climate classification,1.94895
ECEO,Geographic data and information,0.56713
ECEO,Unmanned aerial vehicle,0.969876
ECEO,Social media,0.693173
ECEO,Experiment,1.05235
ECEO,Surveying,0.497229
ECEO,Synthetic-aperture radar,0.445342
ECEO,Support vector machine,2.05502
ECEO,Urban area,0.911069
ECEO,Algorithm,1.55248
ECEO,Digital elevation model,0.939254
ECEO,Topography,1.04785
ECEO,System,1.28657
ECEO,Ecology,1.20444
GR-LUD,Chemical reactor,0.524847
GR-LUD,Particle-size distribution,1.30271
GR-LUD,Small-angle X-ray scattering,1.2789
GR-LUD,Nanoparticle,2.88507
GR-LUD,Particle size,1.71118
GR-LUD,Magnetic nanoparticles,0.627345
GR-LUD,Metal,0.633951
GR-LUD,Materials science,0.798838
GR-LUD,Amorphous calcium carbonate,0.499751
GR-LUD,Absorption spectroscopy,0.796532
GR-LUD,Catalysis,1.82883
GR-LUD,Experiment,0.919055
GR-LUD,Colloidal gold,0.670797
LASIG,Change detection,1.05876
LASIG,K-means clustering,0.746922
LASIG,Information,1.19922
LASIG,Remote sensing,1.96565
LASIG,Unsupervised learning,0.744187
LASIG,Edge detection,0.835739
LASIG,Hyperspectral imaging,0.995332
LASIG,Sparse dictionary learning,0.383905
LASIG,Support vector machine,1.76561
LASIG,Cluster analysis,0.471375
LASIG,Algorithm,1.02813
CRYOS,Renewable energy commercialization,1.43505
CRYOS,Precipitation types,0.763867
CRYOS,Fluid dynamics,5.72074
CRYOS,Friction,0.884489
CRYOS,Snowpack,12.881
CRYOS,Surface tension,3.69755
CRYOS,Analysis,2.12152
CRYOS,Mass flux,3.15103
CRYOS,Feedback,1.41662
CRYOS,Antarctic ice sheet,1.82862
CRYOS,Large eddy simulation,6.68812
CRYOS,Area,4.75289
CRYOS,Geographic information system,0.485252
CRYOS,Glacier,2.00134
CRYOS,Climate change denial,3.05975
CRYOS,Population density,0.547689
CRYOS,Storm,1.98122
CRYOS,Steady state,1.63011
CRYOS,Hydrology,5.8374
CRYOS,Hydropower,1.58123
CRYOS,Alkalinity,0.597013
CRYOS,Indian Ocean,0.449643
CRYOS,Heat flux,5.13372
CRYOS,Numerical weather prediction,1.02192
CRYOS,Futures studies,0.900722
CRYOS,Heat flux sensor,2.03275
CRYOS,Snow leopard,0.432544
CRYOS,System dynamics,0.514502
CRYOS,Heat exchanger,2.03821
CRYOS,Identical particles,0.744051
CRYOS,Wind,3.27969
CRYOS,Shortwave radiation,0.827585
CRYOS,Turbulence,12.0355
CRYOS,Permafrost,3.70218
CRYOS,Future,2.67061
CRYOS,Wind speed,7.72998
CRYOS,Advection,0.817441
CRYOS,Process modeling,0.851488
CRYOS,Extreme environment,1.31814
CRYOS,Role,0.726964
CRYOS,Solar irradiance,3.78876
CRYOS,Elevation,1.85206
CRYOS,Heart rate variability,0.718112
CRYOS,Finite element method,0.709969
CRYOS,Heat transfer,1.3344
CRYOS,Transport,5.59235
CRYOS,Water resources,1.38366
CRYOS,Water content,0.712339
CRYOS,Stream,2.09325
CRYOS,Soil moisture sensor,0.848218
CRYOS,Antarctica,3.28199
CRYOS,Data,2.01763
CRYOS,Information,1.33523
CRYOS,Liquid,0.991344
CRYOS,Rain,1.42159
CRYOS,Measurement,19.3777
CRYOS,Mass,3.48904
CRYOS,Heat,1.0835
CRYOS,Aquatic ecosystem,0.68671
CRYOS,Plant,2.57445
CRYOS,Meteorology,6.80114
CRYOS,Chemical equation,0.904196
CRYOS,Pressure measurement,0.505085
CRYOS,Water cycle,1.1861
CRYOS,Atmosphere of Earth,0.837585
CRYOS,Alpine tundra,5.20766
CRYOS,Electrical grid,0.771463
CRYOS,Month,0.649388
CRYOS,Momentum,1.51596
CRYOS,Velocity,1.61801
CRYOS,Weather station,1.48066
CRYOS,Southern Ocean,1.33645
CRYOS,Temperature,11.3066
CRYOS,Nuclear power plant,1.36674
CRYOS,Sea level rise,1.31809
CRYOS,Subatomic particle,0.8502
CRYOS,Normal distribution,0.661155
CRYOS,Numerical analysis,2.4743
CRYOS,Number,1.35496
CRYOS,Detailed balance,0.735608
CRYOS,Nuclear power,1.78078
CRYOS,Atmospheric electricity,0.605383
CRYOS,Boundary layer,5.17975
CRYOS,Modeling and simulation,1.3178
CRYOS,Observation,2.43345
CRYOS,Ecosystem management,0.655729
CRYOS,Remote sensing,2.62029
CRYOS,Logarithmic mean temperature difference,1.04028
CRYOS,Particle physics,1.39586
CRYOS,Energy in Switzerland,0.589716
CRYOS,Physicalism,1.12833
CRYOS,Sensor,2.55828
CRYOS,Hydraulic fluid,0.507085
CRYOS,Mass balance,3.2674
CRYOS,Knowledge,0.906855
CRYOS,Prediction,5.34567
CRYOS,Season,1.20007
CRYOS,Water resource management,1.71894
CRYOS,Parameter,2.36191
CRYOS,Research,1.69213
CRYOS,Radar,2.05702
CRYOS,Renewable energy,8.2708
CRYOS,Radiation,1.75023
CRYOS,Air mass,0.634085
CRYOS,Thermodynamic equilibrium,1.37343
CRYOS,Statistics,0.906933
CRYOS,Science,0.888395
CRYOS,Switzerland,3.81414
CRYOS,Scientific method,0.76778
CRYOS,Sub-Saharan Africa,0.802306
CRYOS,Data analysis,0.921153
CRYOS,Climate change scenario,3.82601
CRYOS,Statistical model,2.18326
CRYOS,Measuring instrument,0.490032
CRYOS,Wind power,4.90799
CRYOS,Solar energy,1.02305
CRYOS,East Antarctica,2.22525
CRYOS,Strong interaction,1.32749
CRYOS,Snow,58.6234
CRYOS,Statistical mechanics,1.10141
CRYOS,Precipitation,23.4217
CRYOS,Energy balance,2.70295
CRYOS,Slope,1.60483
CRYOS,Summer,1.42088
CRYOS,Anemometer,1.26374
CRYOS,Measurement uncertainty,1.01235
CRYOS,Theory,1.20432
CRYOS,Particle,1.42923
CRYOS,Atmospheric temperature,3.1586
CRYOS,Homogeneity and heterogeneity,0.833154
CRYOS,Uncertainty principle,2.46507
CRYOS,Spatial analysis,3.29255
CRYOS,Volume,1.61326
CRYOS,Vapor,0.636295
CRYOS,Cauchy stress tensor,0.589589
CRYOS,Water,6.94285
CRYOS,Weather,0.907411
CRYOS,Winter,2.00478
CRYOS,Sea ice,4.08439
CRYOS,Solar panel,2.58182
CRYOS,Eddy covariance,1.2953
CRYOS,Information technology,0.435733
CRYOS,Capability approach,1.48999
CRYOS,Arctic,2.37947
CRYOS,Computer simulation,7.58908
CRYOS,Soil,1.81105
CRYOS,Mountain,2.74688
CRYOS,Escape velocity,0.721195
CRYOS,Wind tunnel,8.13495
CRYOS,Quantitative research,1.07384
CRYOS,Albedo,3.30715
CRYOS,Wet-bulb temperature,1.15628
CRYOS,Melting point,1.88448
CRYOS,Time series,0.704295
CRYOS,Value (ethics and social sciences),0.569755
CRYOS,Error,2.91404
CRYOS,Glacier mass balance,2.39483
CRYOS,Accuracy and precision,1.24375
CRYOS,Fender Wide Range,1.36355
CRYOS,Simulation,12.4548
CRYOS,Flux,1.01081
CRYOS,Radiation pressure,0.610847
CRYOS,Shear stress,2.13865
CRYOS,Surface runoff,1.68609
CRYOS,Snowmelt,3.88589
CRYOS,Polar regions of Earth,3.09798
CRYOS,Radiative forcing,0.947226
CRYOS,Streamflow,0.6805
CRYOS,Atmospheric pressure,1.20573
CRYOS,Calibration,1.46944
CRYOS,Climate model,2.50132
CRYOS,Cloud,2.25999
CRYOS,Convection,1.83107
CRYOS,Stochastic process,1.44349
CRYOS,Alpine climate,3.63698
CRYOS,Surface,3.66081
CRYOS,Climate change,6.77878
CRYOS,Rights,1.35199
CRYOS,Humidity,1.85223
CRYOS,Ablation,2.25933
CRYOS,Atmospheric model,0.984573
CRYOS,Swiss Alps,8.89383
CRYOS,Region,0.880749
CRYOS,Natural environment,1.23565
CRYOS,Terrain,10.0105
CRYOS,Soil erosion,3.38132
CRYOS,Thermal conductivity,2.0431
CRYOS,Experiment,3.23781
CRYOS,Climate,1.59993
CRYOS,Sediment,1.16284
CRYOS,Mosaic,1.07023
CRYOS,Sensitivity analysis,1.11313
CRYOS,Evaluation,0.843866
CRYOS,Uncertainty,4.68785
CRYOS,Atmosphere of Venus,0.582645
CRYOS,Impact crater,0.656089
CRYOS,Environmental science,2.19006
CRYOS,Photovoltaics,1.22088
CRYOS,Material derivative,0.723953
CRYOS,Pattern,1.56565
CRYOS,Outgoing longwave radiation,0.71838
CRYOS,Wind wave,0.429324
CRYOS,Color temperature,1.33431
CRYOS,Weather forecasting,1.07954
CRYOS,Avalanche,13.7579
CRYOS,Digital elevation model,0.597766
CRYOS,Geomorphology,1.47613
CRYOS,Prevailing winds,0.713068
CRYOS,Topography,4.14508
CRYOS,Sediment transport,1.26199
CRYOS,Dimensional analysis,0.831955
CRYOS,Dynamics,1.04773
CRYOS,Specific surface area,0.608518
CRYOS,Density,2.9345
CRYOS,Data set,2.65659
CRYOS,Double-slit experiment,1.08
CRYOS,Hydrograph,0.950926
CRYOS,Water vapor,2.93668
CRYOS,Sea surface temperature,4.58199
CRYOS,Dynamical system,0.710617
CRYOS,Evolution,1.20188
CRYOS,Planetary boundary layer,3.12047
CRYOS,Snow line,3.43735
CRYOS,Electromagnetic radiation,0.845809
CRYOS,Electricity generation,3.50858
CRYOS,Electricity,1.55929
CRYOS,Convection (heat transfer),1.0397
CRYOS,Erosion,3.50613
CRYOS,Alps,1.82016
CRYOS,Energy efficiency in transport,0.888607
GR-CEL,Wetland,1.81317
GR-CEL,Microbial ecology,1.08692
GR-CEL,Impact,0.675995
GR-CEL,Development studies,0.666953
GR-CEL,Analysis,2.02542
GR-CEL,DNA sequencing,2.78553
GR-CEL,Acidithiobacillus,0.49642
GR-CEL,Heavy water,0.350927
GR-CEL,Sulfate-reducing microorganism,0.787719
GR-CEL,Land degradation,1.03292
GR-CEL,Phylogenetic tree,0.7297
GR-CEL,Intensive farming,0.688001
GR-CEL,Hydrogen sulfide,0.879775
GR-CEL,Habitat,1.60763
GR-CEL,Sewage treatment,1.24083
GR-CEL,Ion exchange,0.640834
GR-CEL,Aquaculture,0.855298
GR-CEL,Abiotic component,0.522213
GR-CEL,River delta,1.03876
GR-CEL,Molecular ecology,1.28764
GR-CEL,Human impact on the environment,0.742814
GR-CEL,Groundwater remediation,0.717158
GR-CEL,Antibiotic,0.73862
GR-CEL,Competition,0.946826
GR-CEL,Metal,0.8079
GR-CEL,Manganese,0.871297
GR-CEL,Antimicrobial resistance,2.09029
GR-CEL,Molecular biology,0.704209
GR-CEL,Multivariate statistics,0.771625
GR-CEL,Organism,1.44102
GR-CEL,Drinking water,0.848087
GR-CEL,Water cycle,0.349386
GR-CEL,Vietnam,1.13119
GR-CEL,Microorganism,1.82056
GR-CEL,Pearson correlation coefficient,0.530537
GR-CEL,Operating system,1.05978
GR-CEL,Phosphorus,1.39567
GR-CEL,Phylogenetics,1.22758
GR-CEL,PH,0.946112
GR-CEL,Sulfur cycle,0.51688
GR-CEL,Types of concrete,0.321553
GR-CEL,Groundwater,2.54517
GR-CEL,Statistics,2.61315
GR-CEL,Scientific method,0.48225
GR-CEL,Sulfur-reducing bacteria,1.15243
GR-CEL,Statistical inference,0.61545
GR-CEL,Sequence,0.501575
GR-CEL,Microbial consortium,3.22533
GR-CEL,Sustainable development,0.625636
GR-CEL,Water quality,1.25448
GR-CEL,Electron donor,1.21604
GR-CEL,Uranium,1.80474
GR-CEL,Homogeneity and heterogeneity,0.389894
GR-CEL,Water,1.91254
GR-CEL,Weak interaction,0.442535
GR-CEL,Geochemical modeling,0.605343
GR-CEL,"20th century",0.767085
GR-CEL,Depleted uranium,0.311904
GR-CEL,Environmental Performance Index,0.428047
GR-CEL,Contamination,0.844209
GR-CEL,Environmental remediation,0.477092
GR-CEL,Attenuation,2.80241
GR-CEL,European Communities,0.927814
GR-CEL,Bacteriophage,0.961835
GR-CEL,Bacterial cell structure,0.692447
GR-CEL,Bioinformatics,1.78783
GR-CEL,Soil contamination,0.729152
GR-CEL,Gene,1.35219
GR-CEL,Bioremediation,6.10537
GR-CEL,Anaerobic respiration,0.92581
GR-CEL,Groundwater pollution,2.56402
GR-CEL,Aquifer,8.73429
GR-CEL,Biodegradation,0.59837
GR-CEL,Energy conservation,1.01622
GR-CEL,Reductionism,1.15488
GR-CEL,Czech Republic,1.3948
GR-CEL,Computational linguistics,0.542246
GR-CEL,Basal metabolic rate,0.490924
GR-CEL,Chlorine,0.591373
GR-CEL,Community,4.12062
GR-CEL,Wastewater treatment,0.843622
GR-CEL,Experiment,1.32952
GR-CEL,Groundwater recharge,0.716367
GR-CEL,Sediment,1.35755
GR-CEL,Impact crater,0.342995
GR-CEL,Acid,0.683172
GR-CEL,Conservation of energy,0.31563
GR-CEL,Acid mine drainage,0.670484
GR-CEL,Complexity,1.19764
GR-CEL,Polyethylene,1.66016
GR-CEL,System,1.02956
GR-CEL,Environmental degradation,0.853842
GR-CEL,High-throughput screening,1.23317
GR-CEL,Bacteria,9.70901
GR-CEL,Phosphorus cycle,0.632541
GR-CEL,Electron transport chain,1.12212
GR-CEL,Structure,1.09905
GR-CEL,Ecology,1.23488
GR-CEL,Ecosystem,3.34373
GR-CEL,Reductive dechlorination,4.75926
GR-CEL,Ethylene,6.68569
CRYOS,Fluid dynamics,0.845171
CRYOS,Development studies,0.639724
CRYOS,Snowpack,1.1644
CRYOS,Surface tension,1.46349
CRYOS,Large eddy simulation,2.71871
CRYOS,Flow velocity,0.684374
CRYOS,Climate change denial,1.5215
CRYOS,Field experiment,0.90747
CRYOS,Hydrology,4.56516
CRYOS,Hydropower,0.455637
CRYOS,Heat flux,1.99214
CRYOS,Futures studies,0.388974
CRYOS,Heat flux sensor,1.02737
CRYOS,Heat exchanger,1.12834
CRYOS,Turbulence,4.89569
CRYOS,Future,0.898584
CRYOS,Wind speed,1.36596
CRYOS,Extreme environment,0.960609
CRYOS,Transport,2.16625
CRYOS,Stream,1.39489
CRYOS,Lake,2.23781
CRYOS,"21st century",0.575314
CRYOS,Antarctica,1.8973
CRYOS,Information,1.18317
CRYOS,Measurement,7.57919
CRYOS,Mass,1.01894
CRYOS,Aquatic ecosystem,0.802926
CRYOS,Meteorology,0.569678
CRYOS,Pressure measurement,0.896345
CRYOS,Water cycle,0.768044
CRYOS,Alpine tundra,0.735312
CRYOS,Weather station,1.12548
CRYOS,Temperature,2.29968
CRYOS,Citizen science,1.50986
CRYOS,Flow measurement,1.96096
CRYOS,Boundary layer,1.09142
CRYOS,Remote sensing,0.71309
CRYOS,Temperature measurement,0.602166
CRYOS,Sensor,1.36109
CRYOS,Mass balance,0.635796
CRYOS,Prediction,1.16403
CRYOS,Water resource management,1.3391
CRYOS,Switzerland,1.18605
CRYOS,Climate change scenario,2.30881
CRYOS,East Antarctica,1.26935
CRYOS,Snow,5.19811
CRYOS,Precipitation,2.09134
CRYOS,Energy balance,0.579204
CRYOS,Balloon,0.645113
CRYOS,Anemometer,0.748637
CRYOS,Water quality,0.902446
CRYOS,Atmospheric temperature,1.01336
CRYOS,Spatial analysis,0.504305
CRYOS,Water,2.24791
CRYOS,Eddy covariance,0.723229
CRYOS,Information technology,0.336754
CRYOS,Capability approach,0.505558
CRYOS,Computer simulation,0.861782
CRYOS,Thermohaline circulation,0.353073
CRYOS,River ecosystem,0.467713
CRYOS,Fender Wide Range,0.51133
CRYOS,Monin–Obukhov similarity theory,0.523575
CRYOS,Atmospheric circulation,1.52385
CRYOS,Simulation,1.62866
CRYOS,Flux,1.16996
CRYOS,Regional Scale Nodes,0.532378
CRYOS,Snowmelt,1.02
CRYOS,Self-actualization,0.387779
CRYOS,Fish,0.443611
CRYOS,Convection,0.614928
CRYOS,Surface,1.19615
CRYOS,Climate change,3.85338
CRYOS,Flood,0.462326
CRYOS,Turbulence kinetic energy,1.01338
CRYOS,Swiss Alps,1.28706
CRYOS,Oceanic climate,0.339847
CRYOS,Terrain,1.08297
CRYOS,Experiment,1.81244
CRYOS,Distributed temperature sensing,0.447873
CRYOS,Citizenship,0.753384
CRYOS,Color temperature,1.46229
CRYOS,Dynamics,0.541155
CRYOS,Water vapor,0.705022
CRYOS,Sea surface temperature,3.73971
CRYOS,Planetary boundary layer,2.27007
CRYOS,Earth's energy budget,0.355301
CRYOS,Alps,0.34064
DISAL,Experiment,0.660955
ECOL,Volatile organic compound,1.09325
ECOL,Wetland,3.61637
ECOL,Total petroleum hydrocarbon,0.976483
ECOL,Morphology (biology),1.07
ECOL,Fluid dynamics,9.29081
ECOL,Development studies,2.11869
ECOL,Surface tension,1.62937
ECOL,Analysis,3.67395
ECOL,Groundwater model,1.16574
ECOL,Surface water,2.69539
ECOL,Shingle beach,1.81666
ECOL,Satellite imagery,3.83604
ECOL,Silicate mineral,3.69699
ECOL,Image resolution,1.26869
ECOL,Great Lakes,5.78339
ECOL,Constructed wetland,1.26398
ECOL,Organic matter,6.2741
ECOL,Climate change denial,1.27146
ECOL,Saltwater intrusion,9.84354
ECOL,Geologic time scale,4.0976
ECOL,Soil organic matter,5.03054
ECOL,Hydrocarbon,1.45655
ECOL,Steady state,6.66293
ECOL,Hydrology,5.46367
ECOL,Persistent organic pollutant,2.14255
ECOL,Differential equation,1.92989
ECOL,Heavy water,2.33951
ECOL,Land degradation,2.69296
ECOL,Natural landscape,0.660149
ECOL,Active transport,0.85233
ECOL,Free surface,2.08098
ECOL,Nonlinear system,4.57463
ECOL,Hysteresis,2.35479
ECOL,Numerical weather prediction,4.07224
ECOL,Aquatic plant,0.944491
ECOL,Soil horizon,1.88225
ECOL,Heat exchanger,2.69061
ECOL,Wind,1.9076
ECOL,Turbulence,4.04495
ECOL,Industrial wastewater treatment,1.63425
ECOL,Leachate,1.02984
ECOL,Sewage treatment,5.29379
ECOL,Ion exchange,3.51987
ECOL,Dissipation,1.74503
ECOL,Wind speed,2.37923
ECOL,Advection,1.74242
ECOL,Lake Geneva,5.41985
ECOL,Organic acid anhydride,0.787568
ECOL,Human impact on the environment,1.01224
ECOL,Kinetic energy,1.80781
ECOL,Laboratory,6.29255
ECOL,High frequency,1.59348
ECOL,Finite element method,0.809059
ECOL,Vadose zone,0.971719
ECOL,Heat transfer,2.31537
ECOL,Hydraulic conductivity,10.6868
ECOL,Ecosystem service,3.14728
ECOL,Transport,12.5095
ECOL,Water resources,5.21108
ECOL,Water content,6.50929
ECOL,Lake,11.6329
ECOL,Decomposition,4.12437
ECOL,Sand,3.09876
ECOL,Rain,5.5612
ECOL,Measurement,5.72063
ECOL,Mass,1.67038
ECOL,Mineral,7.89051
ECOL,Drainage basin,2.7545
ECOL,Porosity,2.98845
ECOL,Aquatic ecosystem,4.73159
ECOL,Meteorology,4.94588
ECOL,Water cycle,2.99182
ECOL,Interaction (disambiguation),4.172
ECOL,Microorganism,2.77862
ECOL,Mass transfer,2.05395
ECOL,Sewerage,1.41032
ECOL,Mathematical model,6.3311
ECOL,Temperature,4.03832
ECOL,Nitrogen,3.75312
ECOL,Normal distribution,2.56229
ECOL,Numerical analysis,10.7998
ECOL,Vegetation,3.9519
ECOL,Wastewater,4.22076
ECOL,Species,1.5141
ECOL,Nature,2.07892
ECOL,Nitrogen fixation,1.62292
ECOL,Bulk density,1.35199
ECOL,Natural gas,1.03758
ECOL,Boundary layer,1.61121
ECOL,Modeling and simulation,1.49355
ECOL,Observation,1.45291
ECOL,Remote sensing,2.07166
ECOL,Environmental issues,2.66745
ECOL,Light-year,0.945596
ECOL,Water treatment,1.44862
ECOL,Analytical chemistry,2.30702
ECOL,Power law,1.49751
ECOL,PH,5.50237
ECOL,Pollutant,2.6319
ECOL,Prediction,5.65581
ECOL,Research,1.48406
ECOL,Seawater,2.77987
ECOL,Terminal velocity,1.16146
ECOL,Groundwater,15.4902
ECOL,Salt marsh,3.35279
ECOL,Scientific method,3.77368
ECOL,Ocean acidification,1.10331
ECOL,Precipitation,8.74475
ECOL,Solution (chemistry),5.43044
ECOL,Stochastic,2.31783
ECOL,Technology,2.33342
ECOL,Time,5.2775
ECOL,Water quality,3.01962
ECOL,Tide,8.91881
ECOL,Tidal force,1.35468
ECOL,Particle,3.10154
ECOL,Water pollution,3.35827
ECOL,Electron donor,2.44597
ECOL,Electron acceptor,1.65389
ECOL,Swash,1.95984
ECOL,Infiltration (hydrology),6.01167
ECOL,Homogeneity and heterogeneity,2.44106
ECOL,Spatial analysis,1.13389
ECOL,Nutrient cycle,2.6848
ECOL,Scientific modelling,0.947333
ECOL,Water,12.2065
ECOL,Riparian zone,5.56311
ECOL,Wave,5.43579
ECOL,Western Europe,3.19142
ECOL,Geotechnical centrifuge modeling,2.70013
ECOL,Geochemical modeling,4.79912
ECOL,Chemical kinetics,1.11931
ECOL,Reactive transport modeling in porous media,3.55431
ECOL,Solvent,7.66306
ECOL,Atmospheric dispersion modeling,3.00593
ECOL,Computer simulation,21.0423
ECOL,Ocean current,3.523
ECOL,Soil,46.8532
ECOL,Escape velocity,1.40071
ECOL,Contamination,4.92405
ECOL,Thermohaline circulation,3.18349
ECOL,Bay,1.47826
ECOL,Activated carbon,2.27584
ECOL,Geochemistry,2.17175
ECOL,Biogeochemical cycle,10.3884
ECOL,Genetic algorithm,1.65703
ECOL,Environmental remediation,4.83355
ECOL,Deposition (geology),0.899494
ECOL,Continuity equation,1.30132
ECOL,Photic zone,1.16373
ECOL,Polarization (physics),0.858043
ECOL,Soil compaction,0.980055
ECOL,Restoration,1.26723
ECOL,Soil contamination,4.67428
ECOL,Atmospheric circulation,2.72043
ECOL,Bioremediation,8.69693
ECOL,Simulation,20.9214
ECOL,Anaerobic respiration,0.977074
ECOL,Surface runoff,9.22951
ECOL,Sedimentary rock,3.97143
ECOL,Groundwater pollution,8.66115
ECOL,Agricultural soil science,1.88761
ECOL,Drainage,1.58651
ECOL,Radiative forcing,1.34196
ECOL,Non-equilibrium thermodynamics,3.82574
ECOL,Aquifer,21.5959
ECOL,Biodegradation,4.4645
ECOL,Carbon cycle,1.28807
ECOL,Shore,1.42142
ECOL,Stochastic process,2.04192
ECOL,Behavior,0.787626
ECOL,Navier–Stokes equations,5.64779
ECOL,Territorial waters,0.880676
ECOL,Residence time,1.75995
ECOL,Climate change,2.41257
ECOL,Governing equation,1.84972
ECOL,Hydraulic engineering,3.11278
ECOL,Coast,1.6315
ECOL,In situ bioremediation,1.42965
ECOL,Carbon,4.1998
ECOL,Numerical modeling (geology),2.41923
ECOL,Natural environment,2.02098
ECOL,Hydrological transport model,2.83866
ECOL,Field research,1.47654
ECOL,Laboratory experiments of speciation,3.06949
ECOL,Breaking wave,3.11544
ECOL,Wastewater treatment,2.20037
ECOL,Carbon dioxide,1.41431
ECOL,Nitrogen cycle,5.07241
ECOL,Soil erosion,33.6401
ECOL,Solubility,2.41415
ECOL,Experiment,36.6856
ECOL,Schrödinger equation,1.45242
ECOL,Tidal locking,4.73495
ECOL,Groundwater recharge,1.70764
ECOL,Sediment,27.6049
ECOL,Fermentation,2.19191
ECOL,Sensitivity analysis,2.57272
ECOL,Electric current,2.00881
ECOL,Agriculture,2.38497
ECOL,Chemical reaction,2.94937
ECOL,Environmental science,1.61447
ECOL,Two-phase flow,2.7986
ECOL,Nutrient,3.70192
ECOL,Color temperature,1.46537
ECOL,Urban area,3.83058
ECOL,Polyethylene,0.796071
ECOL,Developing country,1.99431
ECOL,Preferential attachment,0.968197
ECOL,Sediment transport,45.3002
ECOL,System,6.01291
ECOL,Density,1.99084
ECOL,Environmental degradation,1.13522
ECOL,Porous medium,7.59586
ECOL,Body of water,0.89582
ECOL,Sea surface temperature,7.66468
ECOL,Electron transport chain,2.76572
ECOL,Evolution,1.30777
ECOL,Europe,0.806795
ECOL,Equation,3.73262
ECOL,Electromagnetic radiation,1.25752
ECOL,Ecosystem,3.87443
ECOL,Erosion,10.6301
ECOL,Reductive dechlorination,4.9808
ECOL,Chemical substance,2.37929
IIE-GE,Volatile organic compound,1.09325
IIE-GE,Wetland,3.61637
IIE-GE,Total petroleum hydrocarbon,0.976483
IIE-GE,Morphology (biology),1.07
IIE-GE,Fluid dynamics,9.29081
IIE-GE,Development studies,2.11869
IIE-GE,Surface tension,1.62937
IIE-GE,Analysis,3.67395
IIE-GE,Groundwater model,1.16574
IIE-GE,Surface water,2.69539
IIE-GE,Shingle beach,1.81666
IIE-GE,Satellite imagery,3.83604
IIE-GE,Silicate mineral,3.69699
IIE-GE,Image resolution,1.26869
IIE-GE,Great Lakes,5.78339
IIE-GE,Constructed wetland,1.26398
IIE-GE,Organic matter,6.2741
IIE-GE,Climate change denial,1.27146
IIE-GE,Saltwater intrusion,9.84354
IIE-GE,Geologic time scale,4.0976
IIE-GE,Soil organic matter,5.03054
IIE-GE,Hydrocarbon,1.45655
IIE-GE,Steady state,6.66293
IIE-GE,Hydrology,5.46367
IIE-GE,Persistent organic pollutant,2.14255
IIE-GE,Differential equation,1.92989
IIE-GE,Heavy water,2.33951
IIE-GE,Land degradation,2.69296
IIE-GE,Natural landscape,0.660149
IIE-GE,Active transport,0.85233
IIE-GE,Free surface,2.08098
IIE-GE,Nonlinear system,4.57463
