id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCompiledBy,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit,ethz.version.edition
"217195","20.500.11850/3","Block, Sebastián||Meave, Jorge A.",,,"2018-02-01T08:09:18Z","2017-10-06T04:42:42Z||2017-10-10T17:15:01Z||2017-10-10T17:17:50Z||2017-10-10T17:18:52Z||2018-01-15T14:34:14Z||2018-02-01T08:09:18Z","2017","2017-05-31",,,,,,"http://hdl.handle.net/20.500.11850/192197||http://hdl.handle.net/20.500.11850/228825","10.1080/17550874.2017.1330367","http://hdl.handle.net/20.500.11850/237934","en","Taylor & Francis",,,"El Tepozteco National Park||forest composition||forest structure||human disturbance index||landscape complexity||lava fields||Mexico||primary succession||Quercus||vegetation heterogeneity","Landscape-scale effects of geomorphological heterogeneity on variability of oak forest structure and composition in a monogenetic volcanic field","Journal Article","Metadata only",,,"2017-10-06T04:42:48Z",,,,"yes",,,,,,,,,,,,,,"85020115766",,"000413593900009",,"2-3","Plant Ecology and Diversity","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03909","03909",,"174","167","Abingdon","published",,,,,"2018-02-01T08:09:22Z","2021-02-14T22:10:23Z","true",,"SCOPUS||FORM",,
"215826","20.500.11850/14","Loxdale, Hugh D.||Edwards, Owain||Tagu, Denis||Vorburger, Christoph","Van Emden, Helmut F.||Harrington, Richard",,"2018-01-29T13:28:48Z","2018-01-18T13:53:31Z||2018-01-29T13:28:13Z||2018-01-29T13:28:48Z","2017","2017",,,,"9781780647098",,,,"http://hdl.handle.net/20.500.11850/230862","en","CAB International",,,,"Population Genetic Issues: New Insights Using Conventional Molecular Markers and Genomics Tools","Book Chapter","Metadata only","Aphids as Crop Pests",,"2018-01-18T13:53:32Z",,,,"yes",,,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"80","50","Wallingford","published",,,,,"2018-01-29T13:28:16Z","2018-01-29T13:28:51Z","true",,"BATCH",,"2nd Edition"
"234269","20.500.11850/3","Stamm, Christian||Burdon, Frank||Fischer, Stephan||Kienle, Cornelia||Munz, Nicole A.||Tlili, Ahmed||Altermatt, Florian||Behra, Renata||Bürgmann, Helmut||Joss, Adriano||Räsänen, Katja||Eggen, Rik I.L.",,,"2018-05-08T11:58:03Z","2018-01-18T13:54:14Z||2018-05-08T11:57:17Z||2018-05-08T11:58:03Z","2017","2017",,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/230870","de","SVGW",,,,"Einfluss von Mikroverunreinigungen: Lebensgemeinschaften in Fliessgewässern – Ergebnisse aus dem Projekt EcoImpact","Journal Article","Metadata only",,,"2018-01-18T13:54:15Z",,,,"no",,,,,,,,,,,,,,,,,,"6","Aqua & Gas",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"95","90","Zürich","published",,,,,"2018-05-08T11:57:20Z","2018-05-08T11:58:06Z","true",,"BATCH",,
"125347","20.500.11850/3","Paillex, Amael||Schuwirth, Nele||Lorenz, Armin W.||Januschke, Kathrin||Peter, Armin||Reichert, Peter",,,"2017-06-12T18:04:09Z","2017-06-12T18:04:09Z","2017-01",,,,,,"1470-160X||1872-7034",,"10.1016/j.ecolind.2016.07.048","http://hdl.handle.net/20.500.11850/125380","en","Elsevier",,,"Aquatic macroinvertebrates||Aquatic vegetation||Ecological state||Fish||Ground beetles||Multi-criteria decision analysis||Multi-attribute value theory||Thur and Töss rivers||Riparian vegetation||River restoration||Uncertainty","Integrating and extending ecological river assessment: Concept and test with two restoration projects","Journal Article","Metadata only",,,"2017-06-12T18:04:26Z",,"pub:187978",,"yes",,,,,,,,,,"imp5936550f1f47896549","004298305",,,,,,,,"Ecological Indicators","72","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Received 30 July 2015, Revised 16 July 2016, Accepted 26 July 2016, Published online 13 August 2016.","141","131","Amsterdam","published",,,,,"2017-07-15T09:32:12Z","2022-03-28T15:25:03Z","true",,"ECIT",,
"122913","20.500.11850/3","Baumgartner, Simone D.||Robinson, Christopher T.",,,"2017-06-12T16:26:16Z","2017-06-12T16:26:16Z","2017-01",,,,,,"0018-8158||1573-5117",,"10.1007/s10750-016-2886-4","http://hdl.handle.net/20.500.11850/122946","en","Springer",,,"Disturbance||Stream restoration||Dispersal||Diversity||Water quality","Short-term colonization dynamics of macroinvertebrates in restored channelized streams","Journal Article","Metadata only",,,"2017-06-12T16:30:48Z",,"pub:185285",,"yes",,,,,,,,,,"imp593654e42230415777","000047801",,,"84976388710",,"000387484100023","Hydrobiologia","1","Hydrobiologia","784","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"335","321","Dordrecht","published",,,,,"2017-07-18T10:37:15Z","2022-03-28T15:18:06Z","true",,"ECIT",,
"299184","20.500.11850/3","Fingerhuth, Stephanie M.||Low, Nicola||Bonhoeffer, Sebastian||Althaus, Christian L.",,,"2019-06-28T13:45:42Z","2017-10-06T02:06:46Z||2017-12-01T15:00:06Z||2019-06-28T13:45:42Z","2017","2017-07-26","Background Antibiotic resistance is threatening to make gonorrhoea untreatable. Point-of-care (POC) tests that detect resistance promise individually tailored treatment, but might lead to more treatment and higher levels of resistance. We investigate the impact of POC tests on antibiotic-resistant gonorrhoea.  Methods We used data about the prevalence and incidence of gonorrhoea in men who have sex with men (MSM) and heterosexual men and women (HMW) to calibrate a mathematical gonorrhoea transmission model. With this model, we simulated four clinical pathways for the diagnosis and treatment of gonorrhoea: POC test with (POC+R) and without (POC−R) resistance detection, culture and nucleic acid amplification tests (NAATs). We calculated the proportion of resistant infections and cases averted after 5 years, and compared how fast resistant infections spread in the populations.  Results The proportion of resistant infections after 30 years is lowest for POC+R (median MSM: 0.18%, HMW: 0.12%), and increases for culture (MSM: 1.19%, HMW: 0.13%), NAAT (MSM: 100%, HMW: 99.27%), and POC−R (MSM: 100%, HMW: 99.73%). Per 100 000 persons, NAAT leads to 36 366 (median MSM) and 1228 (median HMW) observed cases after 5 years. Compared with NAAT, POC+R averts more cases after 5 years (median MSM: 3353, HMW: 118). POC tests that detect resistance with intermediate sensitivity slow down resistance spread more than NAAT. POC tests with very high sensitivity for the detection of resistance are needed to slow down resistance spread more than by using culture.  Conclusions POC with high sensitivity to detect antibiotic resistance can keep gonorrhoea treatable longer than culture or NAAT. POC tests without reliable resistance detection should not be introduced because they can accelerate the spread of antibiotic-resistant gonorrhoea.","application/pdf","10.3929/ethz-b-000190471",,"1741-7015",,"10.1186/s12916-017-0881-x","http://hdl.handle.net/20.500.11850/190471","en","BioMed Central","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Epidemiology||Mathematical model||Gonorrhoea||Sexually transmitted infection||Bacterial drug resistance||Point-of-care testing","Detection of antibiotic resistance is essential for gonorrhoea point-of-care testing: a mathematical modelling study","Journal Article","Open access",,,"2017-10-06T02:06:50Z",,,,"yes",,,,,,,,,,,,,,"85026289108",,"000406313100001","BMC med.",,"BMC Medicine","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,,"142","London","published",,,,,"2017-12-01T15:00:12Z","2022-03-28T23:10:57Z","true","12 p.","WOS","publishedVersion",
"220545","20.500.11850/8","Roth, M.||Florez-Rueda, Ana M.||Paris, M.||Tsinganis, M.||Griesser, Stephan||Widmer, Alex||Städler, Thomas",,,"2018-02-20T17:46:26Z","2017-12-06T10:14:00Z||2018-02-20T17:38:49Z||2018-02-20T17:46:26Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/218130","en",,,,,"Genomic imprinting and hybrid seed failure in wild tomatoes","Conference Paper","Metadata only",,,"2017-12-06T10:14:01Z",,,,"yes","Annual Meeting of the Society for Molecular Biology and Evolution (SMBE 2017)","July 2-6, 2017","Austin, TX, USA",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Conference lecture on 6 July 2017",,,,"unpublished",,,,,"2018-02-20T17:38:58Z","2022-03-28T19:14:14Z","true",,"FORM",,
"218198","20.500.11850/3","Vasse, Marie||Noble, Robert J.||Akhmetzhanov, Andrei R.||Torres-Barceló, Clara||Gurney, James||Benateau, Simon||Gougat-Barbera, Claire||Kaltz, Oliver||Hochberg, Michael E.",,,"2018-02-08T08:23:36Z","2018-01-17T11:36:33Z||2018-02-08T08:23:36Z","2017-01",,,,,,"0027-8424||1091-6490",,"10.1073/pnas.1612522114","http://hdl.handle.net/20.500.11850/230046","en","National Academy of Sciences",,,"evolution||cooperation||antibiotics||social behavior||resistance","Antibiotic stress selects against cooperation in the pathogenic bacterium Pseudomonas aeruginosa","Journal Article","Metadata only",,,"2018-01-17T11:36:33Z",,,,"yes",,,,,,,,,,,,,,,,,"Proc Natl Acad Sci U S A","3","Proceedings of the National Academy of Sciences of the United States of America","114","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939",,"551","546","Washington, DC","published",,,,,"2018-02-08T08:23:40Z","2022-03-28T19:08:01Z","true",,"FORM",,
"199489","20.500.11850/3","Hartmann, Fanny E.||Sánchez-Vallet, Andrea||McDonald, Bruce A.||Croll, Daniel",,,"2017-12-01T06:57:58Z","2017-11-30T15:10:34Z||2017-12-01T06:57:58Z||2017-06-12T17:33:48Z||2017-08-07T07:17:28Z","2017","2017-01-24",,,,,"1751-7362||1751-7370","http://hdl.handle.net/20.500.11850/215923||http://hdl.handle.net/20.500.11850/124518","10.1038/ismej.2016.196","http://hdl.handle.net/20.500.11850/216146","en","Springer Nature",,,"Comparative genomics||Fungal ecology||Population genetics","A fungal wheat pathogen evolved host specialization by extensive chromosomal rearrangements","Journal Article","Metadata only",,,"2017-06-12T17:33:55Z",,"pub:187026",,"yes",,,,,,,,,,"imp593654ff636bc18602","005502685",,,,,,"ISME J","5","The ISME Journal","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"1204","1189","Basingstoke","published",,,,,"2017-12-01T10:48:38Z","2022-03-28T18:27:55Z","true",,"FORM||ECIT",,
"214407","20.500.11850/3","Aguilar-Trigueros, Carlos A||Rillig, Matthias C.||Crowther, Thomas W.",,,"2018-01-25T13:29:20Z","2018-01-10T09:27:32Z||2018-01-25T13:29:20Z","2017","2017-07-14",,,,,"1751-7362||1751-7370",,"10.1038/ismej.2017.86","http://hdl.handle.net/20.500.11850/227011","en","Nature",,,"Fungal ecology||Microbial ecology","Applying allometric theory to fungi","Journal Article","Metadata only",,,"2018-01-10T09:27:32Z",,,,"yes",,,,,,,,,,,,,,,,,"ISME J","10","The ISME Journal","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"2180","2175","Basingstoke","published",,,,,"2018-01-25T13:29:24Z","2023-02-06T15:07:26Z","true",,"FORM",,
"322844","20.500.11850/3","Scanlan, Pauline D.||Bischofberger, Anna||Hall, Alex",,,"2019-12-05T10:02:11Z","2017-06-12T19:21:26Z||2017-10-10T09:58:17Z||2019-12-05T10:02:11Z","2017-01","2016-12-10","Although experiments indicate that the abiotic environment plays an important role in bacterial interactions with their parasitic viruses (bacteriophages or phages), it is not yet clear how exposure to compounds present in nature alters the impact of phages on bacterial growth and evolution. To address this question, we exposed Escherichia coli K12 MG1655, in combination with three lytic phages, to various substances that natural and clinical microbial populations are likely to encounter: bile salts (present in mammalian gastrointestinal tracts), sodium dodecyl sulfate (SDS, a common surfactant in cleaning and hygiene products) and four antibiotics (present at variable concentrations in natural and clinical environments). Our results show that bile salts and SDS can reduce the detrimental effect of phages on bacterial growth. In some cases these compounds completely mitigated any negative effects of phages on bacterial growth and consequently bacteria did not evolve resistance to phages in these conditions. The proportional effects of phages were unaffected by antibiotics in most combinations, excepting three cases of phage-drug synergy. These results suggest that accounting for interactions between phages and environmental factors such as surfactants and antibiotics will improve understanding of both bacterial growth and resistance evolution to phages in vivo and in nature.","application/pdf","10.3929/ethz-b-000127563",,"0168-6496||1574-6941",,"10.1093/femsec/fiw211","http://hdl.handle.net/20.500.11850/127563","en","Oxford University Press","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Bacteriophage||Antibiotics||Bile salts||Escherichia coli||Phage therapy||Genotype-by-environment interaction","Modification of Escherichia coli-bacteriophage interactions by surfactants and antibiotics in vitro","Journal Article","Open access",,,"2017-06-12T19:22:14Z",,"pub:190419",,"yes",,,,,,,,,,"imp59365531b4a9668565","000887946",,,"85026313679",,"000397429600010","FEMS microbiol. ecol.","1","FEMS Microbiology Ecology","93","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","09497","09497",,,"fiw211","Oxford","published",,,"handle/20.500.11850/185270",,"2017-07-14T16:27:23Z","2023-02-06T17:56:07Z","true","9 p.","ECIT","publishedVersion",
"449595","20.500.11850/10","Oreskes, Naomi||Gruber, Nicolas||Kueffer, Christoph",,,"2022-05-05T11:50:48Z","2018-01-29T10:09:49Z||2018-08-10T11:00:44Z||2022-05-05T11:50:48Z","2017-01",,,,,,,,,"http://hdl.handle.net/20.500.11850/235910","en","ETH Zurich",,,,"A Conversation with Naomi Oreskes","Other Conference Item","Metadata only",,,"2018-01-29T10:09:49Z",,,,"yes","Symposium Scenarios of Collapse: Climate Change Denial and the Responsibility of Science","January 13, 2017","Zurich, Switzerland",,,,,,,,,,,,"https://video.ethz.ch/events/2017/sciphil.html",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731||03706","03731",,,,"Zurich","published",,,,,"2018-08-10T11:00:46Z","2023-02-07T01:46:44Z","true",,"FORM",,
"457831","20.500.11850/3","Ratmann, Oliver||Hodcroft, Emma B.||Pickles, Michael||Cori, Anne||Hall, Matthew||Lycett, Samantha||Colijn, Caroline||Dearlove, Bethany||Didelot, Xavier||Frost, Simon||Hossain, A.S. Md. Mukarram||Joy, Jeffrey B.||Kendall, Michelle||Kühnert, Denise||Leventhal, Gabriel E.||Liang, Richard||Plazzotta, Giacomo||Poon, Art F.Y.||Rasmussen, David A.||Stadler, Tanja||Volz, Erik||Weis, Caroline||Leigh Brown, Andrew J.||Fraser, Christopher",,,"2022-07-06T14:50:10Z","2017-06-12T18:21:47Z||2022-07-06T14:50:10Z","2017-01","2016-10-07","Viral phylogenetic methods contribute to understanding how HIV spreads in populations, and thereby help guide the design of prevention interventions. So far, most analyses have been applied to well-sampled concentrated HIV-1 epidemics in wealthy countries. To direct the use of phylogenetic tools to where the impact of HIV-1 is greatest, the Phylogenetics And Networks for Generalized HIV Epidemics in Africa (PANGEA-HIV) consortium generates full-genome viral sequences from across sub-Saharan Africa. Analyzing these data presents new challenges, since epidemics are principally driven by heterosexual transmission and a smaller fraction of cases is sampled. Here, we show that viral phylogenetic tools can be adapted and used to estimate epidemiological quantities of central importance to HIV-1 prevention in sub-Saharan Africa. We used a community-wide methods comparison exercise on simulated data, where participants were blinded to the true dynamics they were inferring. Two distinct simulations captured generalized HIV-1 epidemics, before and after a large community-level intervention that reduced infection levels. Five research groups participated. Structured coalescent modeling approaches were most successful: phylogenetic estimates of HIV-1 incidence, incidence reductions, and the proportion of transmissions from individuals in their first 3 months of infection correlated with the true values (Pearson correlation > 90%), with small bias. However, on some simulations, true values were markedly outside reported confidence or credibility intervals. The blinded comparison revealed current limits and strengths in using HIV phylogenetics in challenging settings, provided benchmarks for future methods’ development, and supports using the latest generation of phylogenetic tools to advance HIV surveillance and prevention.","application/pdf","10.3929/ethz-b-000126058",,"0737-4038||1537-1719",,"10.1093/molbev/msw217","http://hdl.handle.net/20.500.11850/126058","en","Oxford University Press","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","HIV transmission and prevention||Molecular epidemiology of infectious diseases||Viral phylogenetic methods validation","Phylogenetic Tools for Generalized HIV-1 Epidemics: Findings from the PANGEA-HIV Methods Comparison","Journal Article","Open access",,,"2017-06-12T18:22:07Z",,"pub:188728",,"yes",,,,,,,,,,"imp5936551a1e9e128651","000025306",,,"85014945562",,"000396511400007","Mol Biol Evol","1","Molecular Biology and Evolution","34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02060 - Dep. Biosysteme / Dep. of Biosystems Science and Eng.::09490 - Stadler, Tanja / Stadler, Tanja","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02060 - Dep. Biosysteme / Dep. of Biosystems Science and Eng.::09490 - Stadler, Tanja / Stadler, Tanja","03584||09490","03584||09490","It was possible to publish this article open access thanks to a Swiss National Licence with the publisher.","203","185","Oxford","published",,,,,"2017-07-19T09:05:54Z","2023-02-07T04:04:06Z","true",,"ECIT","publishedVersion",
"203316","20.500.11850/3","Ashcroft, Peter||Manz, Markus G.||Bonhoeffer, Sebastian",,,"2017-12-14T14:38:49Z","2017-11-08T04:35:39Z||2017-12-14T14:38:49Z","2017","2017-10-09","Hematopoietic stem cells in mammals are known to reside mostly in the bone marrow, but also transitively passage in small numbers in the blood. Experimental findings have suggested that they exist in a dynamic equilibrium, continuously migrating between these two compartments. Here we construct an individual-based mathematical model of this process, which is parametrised using existing empirical findings from mice. This approach allows us to quantify the amount of migration between the bone marrow niches and the peripheral blood. We use this model to investigate clonal hematopoiesis, which is a significant risk factor for hematologic cancers. We also analyse the engraftment of donor stem cells into non-conditioned and conditioned hosts, quantifying the impact of different treatment scenarios. The simplicity of the model permits a thorough mathematical analysis, providing deeper insights into the dynamics of both the model and of the real-world system. We predict the time taken for mutant clones to expand within a host, as well as chimerism levels that can be expected following transplantation therapy, and the probability that a preconditioned host is reconstituted by donor cells.","application/pdf","10.3929/ethz-b-000205790",,"1553-734X||1553-7358",,"10.1371/journal.pcbi.1005803","http://hdl.handle.net/20.500.11850/205790","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Clonal dominance and transplantation dynamics in hematopoietic stem cell compartments","Journal Article","Open access",,,"2017-11-08T04:35:45Z",,,,"yes",,,,,,,,,,,,,,"85032452098",,"000414148800051","PLOS comput. biol.","10","PLoS Computational Biology","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,,"e1005803","San Francisco, CA","published",,,,"true","2017-12-14T14:38:54Z","2022-03-28T18:39:15Z","true","20 p.","SCOPUS","publishedVersion",
