id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.rightsHolder,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.internal,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"254732","20.500.11850/21","Fleming, Kevin||Pittore, Massimiliano||Haas, Michael||Petrovic, Bojana||Parolai, Stefano||Abad, Jaime||Baills, Audrey||Marx, Sina||Schueller, Lynn||Booth, Laura||Scolobig, Anna||Cedervall-Lauta, Kristian||Albris, Kristoffer",,,,,"2018-09-24T16:09:38Z","2018-09-24T13:26:44Z||2018-09-24T16:09:38Z","2018",,,,,,,,,"http://hdl.handle.net/20.500.11850/291320","en","Enhancing Synergies for disaster PRevention in the EurOpean Union (ESPREssO); Analisi e Monitoraggio del Rischio Ambientale SCARL (AMRA)",,,,"Report on existing methodologies for scenario development and stakeholders knowledge elicitation, Deliverable 3.2. of the ESPREssO project: Enhancing Synergies for disaster Prevention in the EurOpean Union, H2020 Programme",,"Report","Metadata only",,,,,"2018-09-24T13:26:45Z",,,,,,,,"yes",,,,"Enhancing Synergies for disaster PRevention in the EurOpean Union","700342","10.13039/501100007352","SBFI","H2020",,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.",,"09451",,,,,"Naples","published",,,,,,"false","2018-09-24T16:09:42Z","2018-09-24T16:09:42Z","true","54 p.","FORM",,,
"256022","20.500.11850/3","Krütli, Pius||Pohl, Christian||Stauffacher, Michael",,,,,"2018-10-03T12:57:10Z","2018-10-02T11:40:55Z||2018-10-03T12:57:10Z","2018",,"In the discussion of real-world laboratories, the teaching component is widely lacking. We address this by introducing a prototype of a sustainability learning lab (SLL) in the global South using a case study of the Seychelles as an example. In 2015 the Transdisciplinarity Lab (TdLab) of ETH Zurich initiated a long-term collaboration with the University of Seychelles (UniSey) and the Ministry of Environment, Energy and Climate Change (MEECC). Teaching activities include transdisciplinary case studies (tdCS) for students from UniSey and ETH, alternated with courses for UniSey only. BSc and MSc theses as well as internships complement these. In 2016 the TdLab, UniSey and MEECC jointly decided to focus on solid waste in a tdCS that engaged 18 ETH and 18 UniSey students with diverse backgrounds. This collaborative approach in a real-world setting with students from different cultures and engaging with a broad range of stakeholders is promising. Students managed to bring novel observations and insights to the surface. Thus, students both profit from this learning platform and also contribute substantially to the further development of the SLL.","application/pdf","10.3929/ethz-b-000292870",,"0940-5550",,"10.14512/gaia.27.S1.11","http://hdl.handle.net/20.500.11850/292870","en","Oekom Verlag","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","real-world laboratory||Small Island Developing States||sustainability learning lab||teaching formats||transdisciplinarity","Sustainability Learning Labs in Small Island Developing States: A Case Study of the Seychelles",,"Journal Article","Open access","Labs in the Real World",,,,"2018-10-02T11:40:57Z",,,,,,,,"yes",,,,,,,,,,,,,,,,"Gaia","Supplement 1","GAIA - Ecological Perspectives for Science and Society","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"51","46","München","published",,,,,,,"2018-10-03T12:57:14Z","2019-02-03T08:11:17Z","true",,"FORM",,"publishedVersion",
"251381","20.500.11850/31","Skelton, Maurice","Skelton, Maurice",,"Skelton, Maurice",,"2018-09-03T05:33:24Z","2018-09-02T17:18:39Z||2018-09-03T05:33:24Z","2018","2018-09-03","A north-south divide in the production of climate knowledge exists. While the north is home to a variety of climate models, data infrastructures and climate experts, the south often lacks these attributes. We use a unique global dataset, the UNFCCC National Communications, to perform a global documentary analysis of scientific submissions from individual countries (n=189). Focusing on the production and use of climate projections, our research both supports, and importantly, challenges such a clear-cut north-south divide. For instance, the global north in general uses more complex climate modelling techniques, yet numerous countries in the global south have a higher scientific capacity than some northern ones. Beyond scientific capacities, the south emphasises mid-term timeframes (before 2060) more relevant for their adaptation decisions whereas the north prefers a long-term view and is generally more optimistic of global mitigation efforts. While the use of Global Climate Model (GCM) ensembles is widespread in the global north and south, the south’s access to climate models is restricted to mobile climate projection tools. Although modelling tools such as PRECIS enable countries with little scientific capacity to produce reliable climate risk assessments, these tools may hide a new divide between the global north and global south. Unable to customise inputs, such as country-specific observations or modelling information, the global south might become dependent upon the climate modelling tools circulated by the global north. Our research calls for a more nuanced and critical use of the north-south divide, and highlights that well-intended modelling and training efforts may unwittingly restrict, rather than foster, scientific capacities in the global south.","text/csv||application/pdf","10.3929/ethz-b-000286411",,,,,"http://hdl.handle.net/20.500.11850/286411","en","ETH Zurich","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/","climate projections||climate scenarios||climate information||adaptation||North-South divide||role and use of climate science","Dataset for ""A new north-south divide for climate knowledge? A case study of climate projections in UNFCCC’s National Communications""",,"Dataset","Open access",,,,"2017","2018-09-02T17:18:40Z",,"10 years","2028-09-03T05:33:26Z","See PDF","Manual coding",,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,,"Zurich",,,,,,,,"2018-09-03T05:33:28Z","2020-02-15T14:41:58Z","true","0.14 MB","FORM",,,
"223467","20.500.11850/7",,,"Ammon, Sabine||Baumberger, Christoph||Neubert, Christine||Petrow, Constanze A.",,,"2018-03-07T09:35:00Z","2017-11-23T19:20:07Z||2018-03-07T09:35:00Z","2018",,,,,"978-3-7983-2940-9||978-3-7983-2941-6",,,,"http://hdl.handle.net/20.500.11850/213287","de","Universitätsverlag TU Berlin",,,,"Architektur im Gebrauch",,"Conference Proceedings","Metadata only",,,,,"2017-11-23T19:20:08Z",,,,,,,,"yes","2. Forum Architekturwissenschaft zum Thema Architektur im Gebrauch","November 25-27, 2015","Darmstadt, Germany",,,,,,,,,,,"https://depositonce.tu-berlin.de/handle/11303/6511",,,,,"2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,,,"Berlin","published",,,,,,,"2018-03-07T09:35:03Z","2018-03-07T09:35:03Z","true","338 p.","FORM","Gebaute Umwelt als Lebenswelt",,
"255942","20.500.11850/14","Pearce, BinBin||Adler, Carolina||Senn, Lisette||Krütli, Pius||Stauffacher, Michael||Pohl, Christian",,"Fam, Dena||Neuhauser, Linda||Gibbs, Paul",,,"2018-10-02T16:00:19Z","2018-10-02T11:43:57Z||2018-10-02T15:46:19Z||2018-10-02T15:47:28Z||2018-10-02T16:00:19Z","2018","2018-08-28",,,,"978-3-319-93742-7||978-3-319-93743-4",,,"10.1007/978-3-319-93743-4_12","http://hdl.handle.net/20.500.11850/292871","en","Springer International Publishing",,,,"Making the Link Between Transdisciplinary Learning and Research",,"Book Chapter","Metadata only","Transdisciplinary Theory, Practice and Education: The Art of Collaborative Research and Collective Learning",,,,"2018-10-02T11:43:58Z",,,,,,,,"yes",,,,,,,,,,,,,"85063461286",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"183","167","Cham","published",,,,,,,"2018-10-02T15:46:22Z","2020-02-15T15:15:08Z","true",,"FORM",,,
"265316","20.500.11850/16","Rashidi, Kaveh",,,,"Patt, Anthony||Stadelmann, Martin||Schmidt, Tobias","2018-11-22T09:41:54Z","2018-11-21T15:28:04Z||2018-11-22T09:41:54Z","2018",,,"application/pdf","10.3929/ethz-b-000305438",,,,,"http://hdl.handle.net/20.500.11850/305438","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Determinants and Co-Benefits of Urban Climate Policies",,"Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment",,,"2018-11-21T15:28:05Z",,,,,,,,"yes",,,,,,,,,"25209",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.",,"09451",,,,,"Zurich","published",,,,,,"false","2018-11-22T09:41:58Z","2018-11-22T09:41:58Z","true","159 p.","FORM",,,
"256852","20.500.11850/14","Hertzog, Alice",,"Davis, Kathy||Ghorashi, Halleh||Smets, Peer",,,"2018-10-09T08:20:32Z","2018-10-04T13:11:17Z||2018-10-09T08:20:32Z","2018",,,,,"978-1-78743-207-9||978-1-78743-206-2",,,"10.1108/978-1-78743-206-220181009","http://hdl.handle.net/20.500.11850/293526","en","Emerald Publishing",,,"Migration||Paris||Religion","Bartering for Belongings: Ethnic Trade in Belleville, Paris",,"Book Chapter","Metadata only","Contested Belonging. Spaces, Practices, Biographies",,,,"2018-10-04T13:11:23Z",,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"208","183","Bingley, UK","published",,,,,,,"2018-10-09T08:20:34Z","2018-10-09T08:20:34Z","true",,"FORM",,,"1 Ed."
"289707","20.500.11850/21","Baerlocher, Bianca||Dirac Ramohavelo, Clémence||Finger-Stich, Andrea||Wilkes-Allemann, Jerylee",,,,,"2019-04-10T07:40:20Z","2019-01-25T11:43:08Z||2019-04-10T07:40:20Z","2018",,,,,,,,,"http://hdl.handle.net/20.500.11850/319801","en",,,,,"Trees at risk? A Swiss debate on the liability of Urban Trees",,"Report","Metadata only",,,,,"2019-01-25T11:43:15Z",,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"unpublished",,,,,,,"2019-04-10T07:41:21Z","2019-04-10T07:41:21Z","true",,"FORM",,,
"265985","20.500.11850/4","Pohl, Christian",,,,,"2018-11-27T14:46:01Z","2018-11-09T04:44:36Z||2018-11-27T14:42:43Z||2018-11-27T14:46:01Z","2018-01-01",,,,,,"0940-5550",,"10.14512/gaia.27.3.6","http://hdl.handle.net/20.500.11850/302084","de","Oekom",,,"methodology||theory||transdiciplinary research","Ich fürchte, ich bin ein  transdisziplinärer Methodologe","I Am Afraid I Am a Transdisciplinary Methodologist","Review Article","Metadata only",,,,,"2018-11-09T04:44:42Z",,,,,,,,"yes",,,,,,,,,,,,,,,"000447812100004","Gaia","3","GAIA - Ecological Perspectives for Science and Society","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"283","281","München","published",,,,,,,"2018-11-27T14:46:06Z","2022-03-28T21:48:34Z","true",,"WOS",,,
"285143","20.500.11850/3","Hansson, Sven O.||Hirsch Hadorn, Gertrude",,,,,"2019-03-12T14:01:22Z","2017-11-23T19:14:53Z||2018-01-12T08:33:51Z||2018-08-31T13:26:20Z||2018-10-31T16:01:03Z||2018-12-20T16:10:00Z||2019-03-12T14:01:22Z","2018","2017-05-02",,,,,"1366-9877||1466-4461",,"10.1080/13669877.2017.1313767","http://hdl.handle.net/20.500.11850/213283","en","Routledge",,,"Argument-based tools||Uncertainty||Problem structuring||Evaluation||Choice","Argument-based Decision Support for Risk Analysis",,"Journal Article","Metadata only",,,,,"2017-11-23T19:14:54Z",,,,,,,,"yes",,,,,,,,,,,,,"85018443682",,"000458376100001","J. Risk Res.","12","Journal of Risk Research","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00030 - Bereich Rektorat / Domain Rectorate::02890 - Inst. of Science, Technology, and Policy / Inst. of Science, Technology, and Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804||02890","08804",,"1464","1449","London","published",,,,,,,"2019-03-12T14:01:33Z","2022-03-28T22:31:21Z","true",,"FORM",,,
"236905","20.500.11850/3","Sword-Daniels, Victoria||Eriksen, Christine||Hudson-Doyle, Emma E.||Alaniz, Ryan||Adler, Carolina||Schenk, Todd||Vallance, Suzanne",,,,,"2018-05-31T06:14:01Z","2017-06-14T05:23:07Z||2017-07-12T11:43:48Z||2017-06-12T08:21:18Z||2017-09-06T09:36:44Z||2017-09-06T12:19:47Z||2018-05-31T06:14:01Z","2018","2016-07-08","In this paper, we examine the concept of embodied uncertainty by exploring multiple dimensions of uncertainty in the context of risks associated with extreme natural hazards. We highlight a need for greater recognition, particularly by disaster management and response agencies, of uncertainty as a subjective experience for those living at risk. Embodied uncertainty is distinguished from objective uncertainty by the nature of its internalisation at the individual level, where it is subjective, felt and directly experienced. This approach provides a conceptual pathway that sharpens knowledge of the processes that shape how individuals and communities interpret and contextualise risk. The ways in which individual characteristics, social identities and lived experiences shape interpretations of risk are explored by considering embodied uncertainty in four contexts: social identities and trauma, the co-production of knowledge, institutional structures and policy and long-term lived experiences. We conclude by outlining the opportunities that this approach presents, and provide recommendations for further research on how the concept of embodied uncertainty can aid decision-making and the management of risks in the context of extreme natural hazards.","application/pdf","10.3929/ethz-a-010677852",,"1366-9877||1466-4461","http://hdl.handle.net/20.500.11850/155749||http://hdl.handle.net/20.500.11850/117903","10.1080/13669877.2016.1200659","http://hdl.handle.net/20.500.11850/183216","en","Routledge","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Disaster||Embodied uncertainty||Emergency management||Knowledge co-production||Risk interpretation","Embodied uncertainty: living with complexity and natural hazards",,"Journal Article","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::5 - Science::550 - Earth sciences",,,"2017-06-12T08:21:57Z",,,,,,"pub:179833","eth:49347","yes",,,,,,,,,,"imp59366b944625439394||imp593654827734b31368",,,"84978087258",,"000427729500002","J. Risk Res.","3","Journal of Risk Research","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","02723||02351||08804","02351||08804",,"307","290","London","published",,,,,,,"2017-09-06T09:18:36Z","2022-03-28T20:19:23Z","true",,"ECOL||ECIT",,"publishedVersion",
"269398","20.500.11850/3","Trutnevyte, Evelina||Ejderyan, Olivier",,,,,"2018-12-14T14:36:14Z","2018-12-14T14:36:14Z","2018","2017-03-27",,,,,"1366-9877||1466-4461","http://hdl.handle.net/20.500.11850/220508||http://hdl.handle.net/20.500.11850/130080||http://hdl.handle.net/20.500.11850/232036||http://hdl.handle.net/20.500.11850/310760","10.1080/13669877.2017.1304979","http://hdl.handle.net/20.500.11850/310980","en","Routledge",,,"induced seismicity||geothermal||carbon capture and storage||unconventional gas||wastewater injection||risk communication","Managing geoenergy-induced seismicity with society",,"Journal Article","Metadata only",,,,,"2017-06-12T20:40:34Z",,,,,,"pub:193081",,"yes",,,,"Risk governance of electricity portfolios (RIGOROuS): Cross-technology and spatial tradeoffs of multiple risks","160563","10.13039/501100001711","SNF","Ambizione Energie",,"imp593655615da6d44632",,"010847534","85016121736",,"000451527600008","J. Risk Res.","10","Journal of Risk Research","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"1294","1287","London","published",,,,,,,"2018-12-14T14:36:34Z","2022-03-28T21:55:57Z","true",,"ECIT||FORM||WOS",,,
"267940","20.500.11850/3","Ifejika Speranza, Chinwe||Kiteme, Boniface||Wiesmann, Urs||Jörin, Jonas",,,,,"2018-12-06T10:57:15Z","2017-11-21T15:41:53Z||2018-04-24T14:45:17Z||2018-12-06T10:57:15Z","2018","2016-12-23",,,,,,,"10.1080/19376812.2016.1253485","http://hdl.handle.net/20.500.11850/211706","en","Taylor & Francis",,,"community-based water projects||Effectiveness||Participation||Collective action||Sustainability||Kenya||Sustainable water management||Governance","Community-based water development projects, and options for improvement: lessons from Laikipia, Kenya",,"Journal Article","Metadata only",,,,,"2017-11-21T15:41:58Z",,,,,,,,"yes",,,,,,,,,,,,,"85007240251",,,,"3","African Geographical Review","37","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"208","192","Abingdon","published",,,,,,,"2018-12-06T10:57:23Z","2022-03-28T21:53:43Z","true",,"FORM",,,
"408539","20.500.11850/16","Arnold, Theresa Anne Klara",,,,"Stauffacher, Michael||Patt, Anthony||Renn, Ortwin||Trutnevyte, Evelina","2021-07-05T08:17:44Z","2018-07-04T20:06:22Z||2018-07-05T16:46:30Z||2018-07-06T07:32:54Z||2021-07-05T08:17:44Z","2018","2018-07-06","All energy technologies bear risks to society, and deep geothermal energy is no exception, as past projects have induced seismicity. The risk of induced seismicity includes extreme events as well as uncertainty. Risk appraisal is a method to enhance information for decisions that involve negative impacts. It combines both the technical dimensions of risk as well as the societal response to it, where risk communication plays a central role. By including benefits, the present thesis expands such risk appraisal at first. It then investigates communication of extreme events and uncertainty to facilitate future appraisal.  Discussion emerges about where to ideally site deep geothermal energy projects: rural areas minimize potential damage due to induced seismicity but residual heat cannot be purposefully used in many cases; whereas urban areas with many residential buildings and infrastructure imply high potential damage due to induced seismicity but effective use of residual heat. The first study monetizes 12 deep geothermal energy siting scenarios using cost-benefit analysis from the private and social perspective. The scenarios that are different in siting and capacity are coupled to purposefully modelled induced seismicity risk. Monte Carlo and sensitivity analyses account for uncertainties. The second study appraises societal response to such siting scenarios and explores how well the public accepts four different deep geothermal energy siting scenarios within an online survey (N = 814). The study contrasts acceptance ratings of the four different scenarios (within-subjects design) with ratings between Switzerland and Germany (between-subject design). Results from the technical appraisal suggest to site deep geothermal energy where considerable heat can be sold but damage due to IS remains limited but not necessarily zero thus towns. In contrast, the societal appraisal suggests that the public prefers projects sited in remote areas while ideally, using residual heat. The results in Switzerland and Germany were rather similar, but the Swiss public was generally more positive. Importantly, induced seismic risks affected acceptance ratings most. Thus, policies to reduce the risk of induced seismicity must be given the highest priority to gain public acceptance. In face of extreme events and uncertainty, the third study tests three incrementally different risk communication formats (qualitative, qualitative and quantitative, qualitative and quantitative with risk comparisons) for low-probability high-consequence seismic events. It also tests how the public reacts to disclosing uncertainty and whether reactions are different for identical induced seismicity risks from deep geothermal energy and shale gas. Respondents found formats with quantitative information the most exact and liked them the most. Disclosing uncertainty made the risk communication less clear, less easy to understand and increased concern but did not affect trust in scientists. Above all, the technology for which risks are communicated and its acceptance mattered strongly: respondents in the shale gas condition found the identical risk communication less trustworthy and more concerning than in the DGE conditions. They also liked the risk communication overall less.  The present thesis’ results add to timely discussion about the emerging technology of deep geothermal energy in research and science. Within the thesis’ conclusion, their implications are discussed and suggestions for further scientific investigations are derived.","application/pdf","10.3929/ethz-b-000273923",,,,,"http://hdl.handle.net/20.500.11850/273923","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Appraisal of deep geothermal energy siting options and related risk communication",,"Doctoral Thesis","Open access",,"DDC - DDC::0 - Computer science, information & general works::0 - Computer science, information & general works||DDC - DDC::5 - Science::550 - Earth sciences",,,"2018-07-04T20:06:23Z","2021-07-05",,,,,,,"yes",,,,"Risk Governance of Deep Geothermal and Hydro Energy","153931","10.13039/501100001711","SNF","NFP 70: Gesuch","25098",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","02351||09451","02351||09451",,,,"Zurich","published",,,,,,,"2018-07-06T07:33:00Z","2022-03-29T10:15:07Z","true","184 p.","FORM",,,
