id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isIdenticalTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"267131","20.500.11850/8","Berndt, Reinhard","Blanz, Paul",,"2018-12-03T10:16:13Z","2018-12-03T07:52:35Z||2018-12-03T10:16:13Z","2018",,"This review summarizes the present taxonomic knowledge of the polyphyletic family Pucciniosiraceae (Uredinales) and its genera. It shows that the genera are often imprecisely or arbitrarily delimited from each other. The situation is exemplified by the genus Cionothrix for which the presence of intercalary cells is reported for the first time. The members of Pucciniosiraceae descended most likely from heteroecious species of the Puccinia-Uromyces complex (PUc) but the relationships are still largely unknown. Molecular analyses have not helped so far to remedy this situation because a reasonably complete phylogeny of the PUc to which the members of the Pucciniosiraceae could be linked is unavailable. It is attempted, therefore, to relate members of Pucciniosiraceae with possible heteroecious progenitors by analysing host relationships, especially by the application of ‘Tranzschel’s rule’. The power and restrictions of this approach are discussed mainly by examples from the genus Endophyllum. It is concluded that the analysis of host relationships is an effective method to identify possible heteroecious relatives of endocyclic rust fungi. Molecular studies that include such wisely selected candidate species may produce more reliable phylogenies even if only a restricted number of species are analysed.",,,"978-3-7001-8219-1||978-3-7001-8310-5",,,,"http://hdl.handle.net/20.500.11850/308021","en","Österreichische Akademie der Wissenschaften",,,"Mycology||rust fungi||taxonomy","The Pucciniosiraceae: Taxonomy of a polyphyletic family of the rust fungi (Uredinales)","Conference Paper","Metadata only","Biodiversity and Ecology of Fungi, Lichens, and Mosses",,"2018-12-03T07:52:44Z",,,"yes","Biodiversity and ecology of fungi, lichens, and mosses : Kerner von Marilaun workshop 2015 in memory of Josef Poelt","June 3, 2015","Graz, Austria",,,,,,,,,,,,,,,,,"34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","08670","08670",,"269","245","Wien","published",,,,,,,"false","2018-12-03T10:16:16Z","2018-12-03T10:16:16Z","true",,"FORM",,
"220954","20.500.11850/3","Vorburger, Christoph",,,"2018-02-21T14:48:10Z","2017-06-12T20:08:17Z||2017-08-17T07:37:16Z||2018-02-21T14:46:55Z||2018-01-23T13:40:44Z||2018-02-21T14:48:10Z","2018-01","2017-02-13",,,,,"1049-9644||1090-2112","http://hdl.handle.net/20.500.11850/233137||http://hdl.handle.net/20.500.11850/129051","10.1016/j.biocontrol.2017.02.004","http://hdl.handle.net/20.500.11850/243116","en","Academic Press",,,"Aphids||Bacterial endosymbionts||Biological control||Defensive symbiosis||Greenhouses||Hamiltonella defensa||Parasitoids","Symbiont-conferred resistance to parasitoids in aphids - Challenges for biological control","Journal Article","Metadata only",,,"2017-06-12T20:09:34Z",,"pub:191997","yes",,,,"Symbiont-mediated coevolution in an insect host-parasitoid system","146341","10.13039/501100001711","SNF","SNF-Förderungsprofessuren: Fortsetzungsgesuche",,"imp5936554dcf3a180100","010842880",,,"85013074876",,"000417035100004",,,"Biological Control","116","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"26","17","San Diego, CA","published",,,,,,,,"2018-02-22T08:04:11Z","2018-11-06T11:18:41Z","true",,"ECIT||BATCH",,
"378278","20.500.11850/3","Hassold, Sonja||Crameri, Simon||Ravaomanalina, Harisoa||Lowry II, Porter P.||Widmer, Alex",,,"2020-12-02T12:17:37Z","2020-12-02T12:01:06Z||2020-12-02T12:17:37Z","2018",,"Scientists have established a reference collection for valuable timber species in Madagascar and a protocol for building such collections worldwide","application/pdf","10.3929/ethz-b-000454212",,,,,"http://hdl.handle.net/20.500.11850/454212","en","International Tropical Timber Organization","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","DALBERGIA (BOTANY)||Sampling protocol||Reference collection","Creating a base for rosewood identification","Journal Article","Open access",,,"2020-12-02T12:01:16Z",,,"yes",,,,,,,,,,,,,,,,,,"3","ITTO Tropical Forest Update","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander",,"03706",,,"30","4","Yokohama","published",,,,,,,,"2020-12-02T12:17:50Z","2021-02-15T21:23:45Z","true","32 p.","FORM",,
"249474","20.500.11850/3","Arias-Sánchez, Flor I.||Allen, Richard C.||Hall, Alex",,,"2018-08-22T12:02:02Z","2018-08-21T14:37:42Z||2018-08-22T12:02:02Z","2018","2018-01-02","Understanding adaptation to complex environments requires information about how exposure to one selection pressure affects adaptation to others. For bacteria, antibiotics and viral parasites (phages) are two of the most common selection pressures and are both relevant for treatment of bacterial infections: increasing antibiotic resistance is generating significant interest in using phages in addition or as an alternative to antibiotics. However, we lack knowledge of how exposure to antibiotics affects bacterial responses to phages. Specifically, it is unclear how the negative effects of antibiotics on bacterial population growth combine with any possible mutagenic effects or physiological responses to influence adaptation to other stressors such as phages, and how this net effect varies with antibiotic concentration. Here, we experimentally addressed the effect of pre‐exposure to a wide range of antibiotic concentrations on bacterial responses to phages. Across 10 antibiotics, we found a strong association between their effects on bacterial population size and subsequent population growth in the presence of phages (which in these conditions indicates phage‐resistance evolution). We detected some evidence of mutagenesis among populations treated with fluoroquinolones and β‐lactams at sublethal doses, but these effects were small and not consistent across phage treatments. These results show that, although stressors such as antibiotics can boost adaptation to other stressors at low concentrations, these effects are weak compared to the effect of reduced population growth at inhibitory concentrations, which in our experiments strongly reduced the likelihood of subsequent phage‐resistance evolution.","application/pdf","10.3929/ethz-b-000283698",,"1010-061X||1420-9101",,"10.1111/jeb.13220","http://hdl.handle.net/20.500.11850/283698","en","Wiley-Blackwell","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","antibiotic dosage||bacterial adaptation||bacteriophages||mutagenesis","Effects of prior exposure to antibiotics on bacterial adaptation to phages","Journal Article","Open access",,,"2018-08-21T14:37:42Z",,,"yes",,,,"Ecology of Antibiotic Resistance: Effect of Environment on Bacterial Adaptation to Antibiotics||The role of bacteria-virus interactions in antimicrobial resistance","148255||165803","10.13039/501100001711||10.13039/501100001711","SNF||SNF","Ambizione||Projekte Lebenswissenschaften",,,,,,,,"000424255500009","J. evol. biol.","2","Journal of Evolutionary Biology","31","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","09497","09497",,"286","277","Oxford","published",,,,,,,,"2018-08-22T12:02:11Z","2022-03-28T21:04:27Z","true",,"FORM",,"publishedVersion"
"209655","20.500.11850/3","Sánchez-Vallet, Andrea||Hartmann, Fanny E.||Marcel, Thierry C.||Croll, Daniel",,,"2018-01-15T16:22:40Z","2017-12-20T14:58:29Z||2018-01-15T16:22:40Z","2018-01","2017-12-11",,,,,"1464-6722||1364-3703",,"10.1111/mpp.12592","http://hdl.handle.net/20.500.11850/223664","en","Wiley-Blackwell",,,,"Nature's genetic screens: using genome-wide association studies for effector discovery","Journal Article","Metadata only",,,"2017-12-20T14:58:30Z",,,"yes",,,,,,,,,,,,,,,,"000417763700001","Mol. plant pathol.","1","Molecular Plant Pathology","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516||03516","03516||03516",,"6","3","Oxford","published",,,,,,,,"2018-01-15T16:22:43Z","2022-03-28T18:52:56Z","true",,"FORM",,
"206617","20.500.11850/3","Stewart, Ethan I.||Croll, Daniel||Lendenmann, Mark H.||Sánchez-Vallet, Andrea||Hartmann, Fanny E.||Palma-Guerrero, Javier||Ma, Xin||McDonald, Bruce A.",,,"2018-01-04T11:06:20Z","2017-11-30T16:24:07Z||2017-11-30T12:36:39Z||2017-06-26T15:31:26Z||2017-06-19T16:19:36Z||2017-08-16T10:23:38Z||2017-08-16T10:22:44Z||2017-06-12T17:33:28Z||2017-12-01T09:38:54Z||2018-01-04T11:06:20Z","2018-01","2017-02-05",,,,,"1464-6722||1364-3703","http://hdl.handle.net/20.500.11850/124482||http://hdl.handle.net/20.500.11850/181296||http://hdl.handle.net/20.500.11850/215749||http://hdl.handle.net/20.500.11850/164678","10.1111/mpp.12515","http://hdl.handle.net/20.500.11850/216100","en","Wiley-Blackwell",,,"Image analysis||Mycosphaerella graminicola||QTL mapping||Quantitative virulence||Zymoseptoria tritici","Quantitative trait locus mapping reveals complex genetic architecture of quantitative virulence in the wheat pathogen Zymoseptoria tritici","Journal Article","Metadata only",,,"2017-06-12T17:33:54Z",,"pub:186988||pub:191984","yes",,,,"QTL mapping of virulence and other quantitative traits in the model plant pathogenic fungus Mycosphaerella graminicola","134755","10.13039/501100001711","SNF","Projektförderung in Biologie und Medizin (Abteilung III)",,"imp593654feb368369054||imp5936554d7fa4f14509",,,,"85013128250",,"000417763700017","Mol. plant pathol.","1","Molecular Plant Pathology","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516||03516","03516||03516",,"216","201","Oxford","published",,,,,,,,"2018-01-04T11:06:22Z","2022-03-28T18:46:52Z","true",,"ECIT||FORM",,
"229107","20.500.11850/3","Slik, J. W. Ferry||Franklin, Janet||Arroyo-Rodríquez, Victor||Bastin, Jean-François||et al.",,,"2018-04-05T13:30:14Z","2018-03-08T03:03:36Z||2018-04-05T13:30:14Z","2018","2018-02-05","Knowledge about the biogeographic affinities of the world’s tropical forests helps to better understand regional differences in forest structure, diversity, composition, and dynamics. Such understanding will enable anticipation of region-specific responses to global environmental change. Modern phylogenies, in combination with broad coverage of species inventory data, now allow for global biogeographic analyses that take species evolutionary distance into account. Here we present a classification of the world’s tropical forests based on their phylogenetic similarity. We identify five principal floristic regions and their floristic relationships: (i) Indo-Pacific, (ii) Subtropical, (iii) African, (iv) American, and (v) Dry forests. Our results do not support the traditional neo- versus paleotropical forest division but instead separate the combined American and African forests from their Indo-Pacific counterparts. We also find indications for the existence of a global dry forest region, with representatives in America, Africa, Madagascar, and India. Additionally, a northern-hemisphere Subtropical forest region was identified with representatives in Asia and America, providing support for a link between Asian and American northern-hemisphere forests.","application/pdf","10.3929/ethz-b-000247422",,"0027-8424||1091-6490",,"10.1073/pnas.1714977115","http://hdl.handle.net/20.500.11850/247422","en","National Academy of Sciences","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","biogeographic legacies||forest classification||forest functional similarity||phylogenetic community distance||tropical forests","Phylogenetic classification of the world's tropical forests","Journal Article","Open access",,,"2018-03-08T03:03:51Z",,,"yes",,,,,,,,,,,,,,"85042624090",,"000425495000062","Proc Natl Acad Sci U S A","8","Proceedings of the National Academy of Sciences of the United States of America","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625||09625","09625||09625",,"1842","1837","Washington, DC","published",,,,,,,,"2018-04-05T13:30:17Z","2022-03-28T19:38:51Z","true",,"WOS",,"publishedVersion"
"250607","20.500.11850/3","Piślewska-Bednarek, Mariola||Nakano, Ryohei T.||Hiruma, Kei||Pastorczyk, Marta||Sánchez-Vallet, Andrea||Singkaravanit-Ogawa, Suthitar||Ciesiołka, Danuta||Takano, Yoshitaka||Molina, Antonio||Schulze-Lefert, Paul||Bednarek, Paweł",,,"2018-08-29T10:54:40Z","2017-12-05T09:07:20Z||2018-01-09T09:23:34Z||2018-08-29T10:54:40Z","2018-01","2018-01-09",,,,,"0032-0889||1532-2548",,"10.1104/pp.17.01455","http://hdl.handle.net/20.500.11850/217244","en","American Society of Plant Physiologists",,,,"Glutathione transferase U13 functions in pathogen-triggered glucosinolate metabolism","Journal Article","Metadata only",,,"2017-12-05T09:07:21Z",,,"yes",,,,,,,,,,,,,"29122987","85040646054",,"000419675300044","Plant physiol.",,"Plant Physiology","176","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"551","538","Rockville, MD","published",,,,,,,,"2018-08-29T10:54:42Z","2022-03-28T21:09:01Z","true",,"FORM",,
"245880","20.500.11850/3","Krishnan, Parvathy||Meile, Lukas||Plissonneau, Clémence||Ma, Xin||Hartmann, Fanny E.||Croll, Daniel||McDonald, Bruce A.||Sánchez-Vallet, Andrea",,,"2018-07-27T10:30:20Z","2018-07-27T06:56:05Z||2018-07-27T10:30:20Z","2018","2018-07-16","Background Fungal plant pathogens pose major threats to crop yield and sustainable food production if they are highly adapted to their host and the local environment. Variation in gene expression contributes to phenotypic diversity within fungal species and affects adaptation. However, very few cases of adaptive regulatory changes have been reported in fungi and the underlying mechanisms remain largely unexplored. Fungal pathogen genomes are highly plastic and harbor numerous insertions of transposable elements, which can potentially contribute to gene expression regulation. In this work, we elucidated how transposable elements contribute to variation in melanin accumulation, a quantitative trait in fungi that affects survival under stressful conditions.  Results We demonstrated that differential transcriptional regulation of the gene encoding the transcription factor Zmr1, which controls expression of the genes in the melanin biosynthetic gene cluster, is responsible for variation in melanin accumulation in the fungal plant pathogen Zymoseptoria tritici. We show that differences in melanin levels between two strains of Z. tritici are due to two levels of transcriptional regulation: (1) variation in the promoter sequence of Zmr1 and (2) an insertion of transposable elements upstream of the Zmr1 promoter. Remarkably, independent insertions of transposable elements upstream of Zmr1 occurred in 9% of Z. tritici strains from around the world and negatively regulated Zmr1 expression, contributing to variation in melanin accumulation.  Conclusions Our studies identified two levels of transcriptional control that regulate the synthesis of melanin. We propose that these regulatory mechanisms evolved to balance the fitness costs associated with melanin production against its positive contribution to survival in stressful environments.","application/pdf","10.3929/ethz-b-000278722",,"1741-7007",,"10.1186/s12915-018-0543-2","http://hdl.handle.net/20.500.11850/278722","en","BioMed Central","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Epiallele||Gene expression variation||Quantitative trait||Melanization||Fungal plant pathogen||Transposable element||Wheat","Transposable element insertions shape gene regulation and melanin production in a fungal pathogen of wheat","Journal Article","Open access",,,"2018-07-27T06:56:18Z",,,"yes",,,,"Genomics of quantitative traits and chromosome instability in Zymoseptoria tritici","155955","10.13039/501100001711","SNF","Projekte Lebenswissenschaften",,,,,,"85050098219",,"000438789500001","BMC Biol","1","BMC Biology","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","02350||03516","03516",,,"78","London","published",,,,,,,,"2018-07-27T10:30:26Z","2022-03-28T20:46:25Z","true","18 p.","SCOPUS",,"publishedVersion"
"258353","20.500.11850/3","Hussain, Ashiq||Pooryasin, Atefeh||Zhang, Mo||Loschek, Laura F.||La Fortezza, Marco||Friedrich, Anja B.||Blais, Catherine-Marie||Üçpunar, Habibe||Yépez, Vicente A.||Lehmann, Martin||Gompel, Nicolas||Gagneur, Julien||Sigrist, Stephan J.||Grunwald Kadow, Ilona C.",,,"2018-10-16T09:29:46Z","2018-01-19T11:21:00Z||2018-03-19T09:50:47Z||2018-10-16T09:29:46Z","2018","2018-01-18","Loss of the sense of smell is among the first signs of natural aging and neurodegenerative diseases such as Alzheimer’s and Parkinson’s. Cellular and molecular mechanisms promoting this smell loss are not understood. Here, we show that Drosophila melanogaster also loses olfaction before vision with age. Within the olfactory circuit, cholinergic projection neurons show a reduced odor response accompanied by a defect in axonal integrity and reduction in synaptic marker proteins. Using behavioral functional screening, we pinpoint that expression of the mitochondrial reactive oxygen scavenger SOD2 in cholinergic projection neurons is necessary and sufficient to prevent smell degeneration in aging flies. Together, our data suggest that oxidative stress induced axonal degeneration in a single class of neurons drives the functional decline of an entire neural network and the behavior it controls. Given the important role of the cholinergic system in neurodegeneration, the fly olfactory system could be a useful model for the identification of drug targets.","application/pdf","10.3929/ethz-b-000231329",,"2050-084X",,"10.7554/eLife.32018","http://hdl.handle.net/20.500.11850/231329","en","eLife Sciences Publications","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Inhibition of oxidative stress in cholinergic projection neurons fully rescues aging associated olfactory circuit degeneration in Drosophila","Journal Article","Open access",,,"2018-01-19T11:21:01Z",,,"yes",,,,,,,,,,,,,,,,,,,"eLife","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.",,"03939",,,,"e32018","Cambridge","published",,,,,,,,"2018-08-03T05:28:13Z","2022-03-28T21:28:02Z","true","20 p.","FORM",,"publishedVersion"
"274511","20.500.11850/3","Siqueira, Auberto||Ricaurte, Luisa F.||Borges, Guilherme A.||Nunes, Gustavo M.||Wantzen, Karl M.",,,"2019-01-17T14:51:58Z","2019-01-17T14:51:58Z","2018-01","2015-08-06",,,,,"1436-3798||1436-378X","http://hdl.handle.net/20.500.11850/110939||http://hdl.handle.net/20.500.11850/316086","10.1007/s10113-015-0824-z","http://hdl.handle.net/20.500.11850/316937","en","Springer",,,"Amazonia||Biome||Conservation||Deforestation||Legal Reserves","The role of private rural properties for conserving native vegetation in Brazilian Southern Amazonia","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172247","yes",,,,,,,,,,"imp593653fd6711e98993",,,,"84938703240",,"000419157400003","Reg Environ Change","1","Regional Environmental Change","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"32","21","Heidelberg","published",,,,,,,,"2019-01-17T14:52:09Z","2022-03-28T22:05:18Z","true",,"ECIT||BATCH",,
"395048","20.500.11850/14","Torres, Carmen||Alonso, Carla A.||Ruiz-Ripa, Laura||Leon-Sampedro, Ricardo||del Campo, Rosa||Coque, Teresa M.","Schwarz, Stefan||Cavaco, Lina M.||Shen, Jianzhong",,"2021-03-17T14:20:36Z","2021-03-08T16:01:17Z||2021-03-17T14:20:36Z","2018",,,,,"978-1-55581-979-8||978-1-55581-980-4",,,"10.1128/microbiolspec.arba-0032-2018","http://hdl.handle.net/20.500.11850/473474","en","American Society for Microbiology",,,,"Antimicrobial Resistance in Enterococcus spp. of animal origin","Book Chapter","Metadata only","Antimicrobial Resistance in Bacteria from Livestock and Companion Animals",,"2021-03-08T16:01:27Z",,,"no",,,,,,,,,,,,"54557578",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","09497","09497",,"227","185","Washington, DC","published",,,,,,,,"2021-03-17T14:20:59Z","2022-03-29T05:50:21Z","true",,"FORM",,
"331727","20.500.11850/3","Stähly, Severin||Gostner, Walter||Franca, Mário J.||Robinson, Christopher T.||Schleiss, Anton J.",,,"2020-01-24T09:41:47Z","2020-01-22T10:58:00Z||2020-01-24T09:41:47Z","2018","2019",,,,,"2470-5357",,"10.1080/24705357.2019.1576021","http://hdl.handle.net/20.500.11850/392999","en","Taylor & Francis",,,"Field data acquisition||Ecohydraulics||River restoration||Geomorphology||Hydro-morphological index of diversity","Sampling sufficiency for determining hydraulic habitat diversity","Journal Article","Metadata only",,,"2020-01-22T10:58:07Z",,,"yes",,,,,,,,,,,,,,,,,,"2","Journal of Ecohydraulics","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"144","130","Abingdon","published",,,,,,,,"2020-01-24T09:41:57Z","2022-03-29T00:49:58Z","true",,"BATCH",,
