id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.documents,ethz.relation.hasPart,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"124255","20.500.11850/3","DelSontro, Tonya||Perez, Karina K.||Sollberger, Sébastien||Wehrli, Bernhard",,,"2017-06-12T17:22:58Z","2017-06-12T17:22:58Z","2016-11",,,,,,"0024-3590||1939-5590",,"10.1002/lno.10387","http://hdl.handle.net/20.500.11850/124288","en","American Society of Limnology and Oceanography",,,,,"Methane dynamics downstream of a temperate run-of-the-river reservoir","Journal Article","Metadata only",,,"2017-06-12T17:23:24Z",,"pub:186762",,"yes",,,,,,,,,,"imp593654fadc5d389653","000004529",,,"000388560900015","Limnol. oceanogr.","S1","Limnology and Oceanography","61","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","03328","03328","Published online 17 October 2016. Published online by Wiley-Blackwell.","S203","S188","Waco, TX","published",,,,,,,,,,,"2017-07-19T08:11:30Z","2023-02-06T13:36:46Z","true",,"ECIT",,,
"103576","20.500.11850/3","von Ruette, Jonas||Lehmann, Peter||Or, Dani",,,"2017-06-11T19:03:36Z","2017-06-11T19:03:36Z","2016-10",,,,,,"1612-510X",,"10.1007/s10346-015-0621-2","http://hdl.handle.net/20.500.11850/103609","en","Springer",,,,"Rainfall induced landslide||Debris flow||Landslide triggering||Runout distance","Linking rainfall-induced landslides with predictions of debris flow runout distances","Journal Article","Metadata only",,,"2017-06-11T19:04:10Z",,"pub:161871",,"yes",,,,,,,,,,"imp5936536ba2d7335338","004694505","84939231071",,"000385174600018",,"5","Landslides","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Received 31 December 2014, Accepted 30 July 2015, Published online 16 August 2015.","1107","1097","Heidelberg","published",,,,,,,,,,,"2017-07-20T15:04:07Z","2021-02-14T13:13:45Z","true",,"ECIT",,,
"121581","20.500.11850/3","Yang, Simon||Gruber, Nicolas",,,"2017-06-12T14:22:42Z","2017-06-12T14:22:42Z","2016-10",,,,,,"0886-6236||1944-9224",,"10.1002/2016GB005421","http://hdl.handle.net/20.500.11850/121614","en","American Geophysical Union",,,,"15N||Anthropocene||Biogeochemistry||Deposition||Feedbacks||Nitrogen","The anthropogenic perturbation of the marine nitrogen cycle by atmospheric deposition: Nitrogen cycle feedbacks and the 15N Haber-Bosch effect","Journal Article","Metadata only",,,"2017-06-12T14:27:19Z",,"pub:183728",,"yes",,,,,,,,,,"imp593654ca12ee091873","000041178","84991010639",,"000388458000003","Glob. biogeochem. cycles","10","Global Biogeochemical Cycles","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Published online 9 October 2016.","1440","1418","Washington, DC","published",,,,,,,,,,,"2017-07-18T12:48:07Z","2021-02-14T14:38:19Z","true",,"ECIT",,,
"123537","20.500.11850/3","Landschutzer, Peter||Gruber, Nicolas||Bakker, Dorothee C.E.",,,"2017-06-12T17:02:34Z","2017-06-12T17:02:34Z","2016-10",,,,,,"0886-6236||1944-9224",,"10.1002/2015gb005359","http://hdl.handle.net/20.500.11850/123570","en","American Geophysical Union",,,,,"Decadal variations and trends of the global ocean carbon sink","Journal Article","Metadata only",,,"2017-06-12T17:03:12Z",,"pub:185976",,"yes",,,,,,,,,,"imp593654ee43a1983386","000041178",,,"000388458000002","Glob. biogeochem. cycles","10","Global Biogeochemical Cycles","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Published online by Wiley. Published online 5 October 2016.","1417","1396","Washington, DC","published",,,,,,,,,,,"2017-07-15T17:15:37Z","2021-02-14T14:46:40Z","true",,"ECIT",,,
"322707","20.500.11850/3","Brand, Andreas||Bruderer, Hannah||Oswald, Kirsten||Guggenheim, Carole||Schubert, Carsten J.||Wehrli, Bernhard",,,"2019-12-04T14:37:59Z","2017-06-12T00:42:28Z||2019-12-04T14:37:59Z","2016-10","2016-01-25","We present evidence that oxygenic primary production occurs in the virtually anoxic regions (i.e. regions where no oxygen was detected) of the eutrophic, pre-alpine Lake Rot (Switzerland). Chlorophyll-a measurements in combination with phytoplankton densities indicated the presence of oxygenic primary producers throughout the water column. While Chlorophyceae were present as the main class of oxygenic phototrophs above the oxycline, which extended from 8 down to 9.2 m, the phototrophic community in and below the oxycline was dominated by cyanobacteria. In-situ incubation experiments with H14CO3 − conducted in August 2013 revealed an oxygenic primary production rate of 1.0 and 0.5 mg C m−3 h−1 in 9 and 10 m depth, respectively. However, measurements with optical trace oxygen sensors showed that oxygen concentrations were below the detection limit (20 nmol l−1) during the incubation period below 9.2 m. Potential oxygen consumption rates, which were 10–20 times higher than oxygen production rates, explain this absence of free oxygen. Our data show that oxygen production in the virtually anoxic zone corresponded to approximately 8 % of the oxygen flux driven by the concentration gradient in the oxycline. This provided an important source of electron acceptors for biogeochemical processes beyond the conventional redox boundary and in the apparently oxygen depleted zone of Lake Rot. This oxygenic primary production in the virtually anoxic zone could allow growth and activity of aerobic microorganisms adapted to low oxygen supply.","application/pdf","10.3929/ethz-b-000112862",,"1015-1621||1420-9055",,"10.1007/s00027-016-0465-4","http://hdl.handle.net/20.500.11850/112862","en","Springer",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Primary production||Anoxic zone||Redox cycling||Oxygen","Oxygenic primary production below the oxycline and its importance for redox dynamics","Journal Article","Open access",,,"2017-06-12T00:48:07Z",,"pub:174475",,"yes",,,,,,,,,,"imp5936541bbc91336023","000500255","84955289319",,"000382681000009","Aquat. Sci.","4","Aquatic Sciences","78","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","03328","03328",,"741","727","Basel","published",,,,,,,,,,,"2017-07-15T08:29:31Z","2023-02-06T17:55:58Z","true",,"ECIT",,"publishedVersion",
"125895","20.500.11850/28","Frölicher, Thomas L.",,,"2017-06-12T18:19:17Z","2017-06-12T18:19:17Z","2016-09-16",,,,,,,,,"http://hdl.handle.net/20.500.11850/125928","de","ETH Zürich",,,,,"Hitzewellen im Ozean – ein Risiko für Ökosysteme?","Other Publication","Metadata only",,,"2017-06-12T18:19:50Z",,"pub:188580",,"yes",,,,,,,,,,"imp593655180611c54201",,,,,,,"Zukunftsblog der ETH Zürich",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Blog entry.",,,"Zürich","published",,,,,,,,,,,"2017-07-17T09:59:40Z","2018-11-03T01:26:13Z","true",,"ECIT",,,
"123170","20.500.11850/3","Roller, Benjamin R.K.||Stoddard, Steven F.||Schmidt, Thomas M.",,,"2017-06-12T16:44:06Z","2017-06-12T16:44:06Z","2016-09",,,,,,"2058-5276",,"10.1038/nmicrobiol.2016.160","http://hdl.handle.net/20.500.11850/123203","en","Nature Publishing Group",,,,,"Exploiting rRNA operon copy number to investigate bacterial reproductive strategies","Journal Article","Metadata only",,,"2017-06-12T16:45:38Z",,"pub:185584",,"yes",,,,,,,,,,"imp593654e87cfd148310","010598719",,,"000389139500012","Nat Microbiol",,"Nature Microbiology","1","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743","03743","Published online 12 September 2016.",,"16160","London","published",,,,,,,,,,,"2017-07-18T10:04:01Z","2022-03-28T15:18:56Z","true","7 p.","ECIT",,,
"401165","20.500.11850/3","Haumann, Alexander||Gruber, Nicolas||Münnich, Matthias||Frenger, Ivy||Kern, Stefan",,,"2021-05-10T05:12:47Z","2017-06-12T12:04:10Z||2017-06-28T07:56:15Z||2017-06-28T07:58:21Z||2021-05-08T11:56:18Z||2021-05-10T05:12:47Z","2016-09","2016-08-31",,"application/pdf","10.3929/ethz-b-000120143",,"0028-0836||1476-4687",,"10.1038/nature19101","http://hdl.handle.net/20.500.11850/120143","en","Nature Publishing Group",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Climate change||Cryospheric science||Physical oceanography","Sea-ice transport driving Southern Ocean salinity and its recent trends","Journal Article","Open access",,,"2017-06-12T12:07:02Z",,"pub:182195",,"yes",,,,,,,,,,"imp593654af18b4215463","000984850","84984863688",,"000382426900044",,"7618","Nature","537","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"92","89","London","published",,,,,"10.3929/ethz-b-000166276",,,,,,"2017-06-28T07:56:27Z","2022-03-29T07:10:32Z","true","35 p. accepted version","ECIT",,"acceptedVersion",
"120952","20.500.11850/3","Christl, Iso||Ruiz, Mercedes||Schmidt, Jacob R.||Pedersen, Joel A.",,,"2017-06-12T13:19:51Z","2017-06-12T13:19:51Z","2016-09",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.5b04693","http://hdl.handle.net/20.500.11850/120985","en","American Chemical Society",,,,,"Clarithromycin and Tetracycline Binding to Soil Humic Acid in the Absence and Presence of Calcium","Journal Article","Metadata only",,,"2017-06-12T13:27:27Z",,"pub:183068",,"yes",,,,,,,,,,"imp593654be0aeae32706","000033453","84988602809",,"000384037900017","Environ. Sci. Technol.","18","Environmental Science & Technology","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541",,"9942","9933","Washington, D.C","published",,,,,,,,,,,"2017-07-13T06:44:02Z","2023-02-06T13:31:11Z","true",,"ECIT",,,
"120626","20.500.11850/3","Berndt, C.||Hensen, C.||Mortera-Gutierrez, C.||Sarkar, S.||Geilert, S.||Schmidt, M.||Liebetrau, V.||Kipfer, Rolf||Scholz, F.||Doll, M.||Muff, S.||Karstens, J.||Planke, S.||Petersen, S.||Bottner, C.||Chi, W.C.||Moser, M.||Behrendt, R.||Fiskal, A.||Lever, Mark A.||Su, C.C.||Deng, L.||Brennwald, Matthias S.||Lizarralde, D.",,,"2017-06-12T12:44:28Z","2017-06-12T12:44:28Z","2016-09",,,,,,"0091-7613||1943-2682",,"10.1130/g38049.1","http://hdl.handle.net/20.500.11850/120659","en","Geological Society of America",,,,,"Rifting under steam-How rift magmatism triggers methane venting from sedimentary basins","Journal Article","Metadata only",,,"2017-06-12T12:45:48Z",,"pub:182735",,"yes",,,,,,,,,,"imp593654b7d46c574051","000035660","84988038564",,"000382522700020","Geology","9","Geology","44","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02725 - Institut für Geochemie und Petrologie / Institute of Geochemistry and Petrology::03946 - Schönbächler, Maria / Schönbächler, Maria||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02725 - Institut für Geochemie und Petrologie / Institute of Geochemistry and Petrology::03956 - Vance, Derek / Vance, Derek","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02725 - Institut für Geochemie und Petrologie / Institute of Geochemistry and Petrology::03946 - Schönbächler, Maria / Schönbächler, Maria||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02725 - Institut für Geochemie und Petrologie / Institute of Geochemistry and Petrology::03956 - Vance, Derek / Vance, Derek","09496||03946||03956","09496||03946||03956","Published online July 2016.","770","767","Boulder, CO","published",,,,,,,,,,,"2017-07-17T10:04:49Z","2023-02-06T13:30:15Z","true",,"ECIT",,,
"117080","20.500.11850/3","Bopp, Charlotte||Christl, Iso||Schulin, R.||Evangelou, Michael W.H.",,,"2017-06-12T07:01:56Z","2017-06-12T07:01:56Z","2016-09",,,,,,"0944-1344||1614-7499",,"10.1007/s11356-016-6935-3","http://hdl.handle.net/20.500.11850/117113","en","Springer",,,,"Biochar||Immobilisation||Phytostabilisation||Pot experiment||Ryegrass||Soil contamination","Biochar as possible long-term soil amendment for phytostabilisation of TE-contaminated soils","Journal Article","Metadata only",,,"2017-06-12T07:02:10Z",,"pub:179011",,"yes",,,,,,,,,,"imp593654728012614655","000931357","84969909650",,"000382674800052","Environ Sci Pollut Res","17","Environmental Science and Pollution Research","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03299 - Schulin, Rainer (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03299 - Schulin, Rainer (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03299||03541","03299||03541","Published online 26 May 2016.","17458","17449","Landsberg","published",,,,,,,,,,"true","2017-07-15T09:50:33Z","2020-02-14T16:57:08Z","true",,"ECIT",,,
"118975","20.500.11850/3","Koenka, Israel J.||Küng, Nina||Kubáň, Pavel||Chwalek, Thomas||Furrer, Gerhard||Wehrli, Bernhard||Müller, Beat||Hauser, Peter C.",,,"2017-06-12T10:09:55Z","2017-06-12T10:09:55Z","2016-09",,,,,,"0173-0835||1522-2683",,"10.1002/elps.201600235","http://hdl.handle.net/20.500.11850/119008","en","Wiley-Blackwell",,,,"CE||Environmental monitoring||On-site measurements||Portable devices","Thermostatted dual-channel portable capillary electrophoresis instrument","Journal Article","Metadata only",,,"2017-06-12T10:16:52Z",,"pub:180995",,"yes",,,,,,,,,,"imp5936549887c4325461",,"84987642369",,"000383596800012","Electrophoresis","17-18","Electrophoresis","37","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","03328","03328","Published online June 2016.","2375","2368","Weinheim","published",,"handle/20.500.11850/273675",,,,,,,,"true","2017-07-31T16:45:53Z","2023-02-06T13:27:50Z","true",,"ECIT",,,
