id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"191391","20.500.11850/16","Mathis, Roland J.",,"Ackermann, Martin||Barral, Yves","2017-11-02T12:53:31Z","2017-06-12T02:57:30Z||2017-11-02T12:53:31Z","2015","2016",,"application/pdf","10.3929/ethz-a-010612815",,,,,"http://hdl.handle.net/20.500.11850/114361","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","TOLERANZGRENZEN, EXTREME BEDINGUNGEN, STRESS (BIOLOGIE)||ANPASSUNG + ANPASSUNGSFÄHIGKEIT (BIOLOGIE)||CAULOBACTER (MICROBIOLOGY)||MICROBIAL ECOLOGY||LIMITS OF TOLERANCE, EXTREMAL CONDITIONS, STRESS (BIOLOGY)||ÜBERLEBEN (BIOLOGIE)||MIKROBIELLE ÖKOLOGIE||SURVIVAL (BIOLOGY)||CAULOBACTER (MIKROBIOLOGIE)||ADAPTATION + ADAPTABILITY (BIOLOGY)","Investigating Bacterial Memory at the Level of Individual Cells","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences","2017-06-12T03:02:24Z",,"pub:176141","eth:48832","yes",,,,,,,,,"23076","imp59366b8b209e190590||imp5936543d2031c59324","010612815",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743||02350","03743",,,,"Zürich","published",,,,,,,,,"2017-07-13T03:37:43Z","2021-02-14T19:57:00Z","true","1 Band","ECOL||ECIT",,
"103140","20.500.11850/9","Papritz, Andreas Jürg||Ramirez-Lopez, Leo||Baltensweiler, Andri||Walthert, Lorenz",,,"2017-06-11T18:45:08Z","2017-06-11T18:45:08Z","2015",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/103173","en","Copernicus",,,,"Mapping physical properties of Swiss forest soils by robust external-drift kriging from legacy soil data","Conference Poster","Metadata only",,,"2017-06-11T18:46:08Z",,"pub:161373",,"yes","European Geosciences Union General Assembly (EGU 2015)","April 12-17, 2015","Vienna, Austria",,,,,,,"imp59365361aa81842852","004804476",,,,"GRA",,"Geophysical Research Abstracts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"EGU2015-8635","Katlenburg-Lindau","published",,,,,,,,,"2017-07-13T10:33:26Z","2021-02-14T13:11:01Z","true","1 p.","ECIT",,
"103129","20.500.11850/10","Ruiz, Siul||Or, Dani||Schymanski, Stan",,,"2017-06-11T18:42:53Z","2017-06-11T18:42:53Z","2015",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/103162","en","Copernicus",,,,"Experimental study of penetration-cavity expansion soil bioturbation models using miniature cone penetrometers","Other Conference Item","Metadata only",,,"2017-06-11T18:42:59Z",,"pub:161362",,"yes","European Geosciences Union General Assembly 2015","April 12-17, 2015","Vienna, Austria",,,,,,,"imp593653618dc7476302","004804476",,,,"GRA",,"Geophysical Research Abstracts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"EGU2015-6080","Katlenburg-Lindau","published",,,,,,,,,"2017-07-26T19:59:14Z","2021-02-14T13:10:49Z","true","1 p.","ECIT",,
"112482","20.500.11850/10","Frölicher, Thomas L.",,,"2017-06-12T00:13:10Z","2017-06-12T00:13:10Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/112515","en","The University of Bern and The Oeschger Centre for Climate Change Research OCCR",,,,"Volcanic eruptions and the carbon cycle","Other Conference Item","Metadata only",,,"2017-06-12T00:14:44Z",,"pub:174070",,"yes","International Conference on Volcanoes, Climate, and Society: Bicentenary of the great Tambora eruption","April 7-10, 2015","Berne, Switzerland",,,,,,,"imp593654156427220802",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Conference Lecture on 9 April 2015.",,,"Bern","unpublished",,,,,,,,,"2017-07-12T22:46:24Z","2020-02-14T16:26:22Z","true",,"ECIT",,
"94913","20.500.11850/3","Gruber, Nicolas",,,"2017-06-11T14:53:43Z","2017-06-11T14:53:43Z","2015-01",,,,,,"0028-0836||1476-4687",,"10.1038/nature14082","http://hdl.handle.net/20.500.11850/94946","en","Nature Publ. Group",,,,"Ocean biogeochemistry. Carbon at the coastal interface","Journal Article","Metadata only",,,"2017-06-11T14:54:32Z",,"pub:149076",,"yes",,,,,,,,,,"imp593652b569c6615219","000984850","84920019627",,"000347477600020",,"7533","Nature","517","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Published online 10 December 2014.","149","148","London","published",,,,,,,,,"2017-07-12T15:41:36Z","2022-03-28T13:27:43Z","true",,"ECIT",,
"104245","20.500.11850/9","Kleyer, Hannah||Tecon, Robin||Or, Dani",,,"2017-06-11T19:22:49Z","2017-06-11T19:22:49Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104278","en","FEMS - 6th Congress of European Microbiologists",,,,"Selection of a synthetic soil microbial community for quantifying effects of hydration dynamics on community structure and diversity","Conference Poster","Metadata only",,,"2017-06-11T19:23:44Z",,"pub:163116",,"yes","FEMS - 6th Congress of European Microbiologists","June 7-11, 2015","Maastricht, Netherlands",,,,,,,"imp5936537a768e210797",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,,"unpublished",,,,,,,,,"2017-08-01T16:47:20Z","2022-03-28T14:06:12Z","true",,"ECIT",,
"104244","20.500.11850/9","Kleyer, Hannah||Tecon, Robin||Or, Dani",,,"2017-06-11T19:22:48Z","2017-06-11T19:22:48Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104277","en","Eawag",,,,"A synthetic soil microbial assembly to quantify effects of hydration dynamics on community composition and diversity","Conference Poster","Metadata only",,,"2017-06-11T19:23:44Z",,"pub:163115",,"yes","6th Swiss Microbial Ecology Meeting (SME 2015)","September 10-12, 2015","Ascona, Switzerland",,,,,,,"imp5936537a747cb35378",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,,"unpublished",,,,,,,,,"2017-07-26T18:44:47Z","2022-03-28T14:06:11Z","true",,"ECIT",,
"108100","20.500.11850/5","Morrison, Adele K.||Sarmiento, Jorge L.||Frölicher, Thomas L.",,,"2017-06-11T21:47:08Z","2017-06-11T21:47:08Z","2015",,,,,,"0031-9228||1945-0699",,"10.1063/PT.3.2862","http://hdl.handle.net/20.500.11850/108133","en","American Institute of Physics",,,,"Thermal forces in the Southern Ocean upwelling","Other Journal Item","Metadata only",,,"2017-06-11T21:47:54Z",,"pub:168921",,"yes",,,,,,,,,,"imp593653c905f5230605","000052386",,,,"Phys. today","8","Physics Today","68","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"12","11","New York , NY","published",,,,,,,,,"2017-07-18T18:33:07Z","2022-03-28T14:22:09Z","true",,"ECIT",,
"155423","20.500.11850/16","Lilja, Elin Elisabeth",,"Ackermann, Martin||Rainey, Paul B.","2017-06-14T04:02:38Z","2017-06-14T04:02:38Z","2015","2016",,"application/pdf","10.3929/ethz-a-010598764",,,,,"http://hdl.handle.net/20.500.11850/155456","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","PSEUDOMONAS (MIKROBIOLOGIE)||DENITRIFIKATION (MIKROBIOLOGIE)||METABOLISMUS (MIKROORGANISMEN)||MIKROBIELLE METABOLITEN (MIKROBIOLOGIE)||SALPETRIGE SÄURE UND NITRITE (ANORGANISCHE CHEMIE)||REAKTIONSMECHANISMEN + REAKTIVITÄT (CHEMISCHE KINETIK)||AUSWIRKUNG DES PH-WERTES AUF BIOLOGISCHE SYSTEME (BIOLOGIE)||SELEKTION (BIOLOGISCHE EVOLUTION)||KOLONIEN UND GEMEINSCHAFTEN VON MIKROORGANISMEN (MIKROBIOLOGIE)||PSEUDOMONAS (MICROBIOLOGY)||DENITRIFICATION (MICROBIOLOGY)||METABOLISM (MICROORGANISMS)||MICROBIAL METABOLITES (MICROBIOLOGY)||NITROUS ACID AND NITRITES (INORGANIC CHEMISTRY)||REACTION MECHANISMS + REACTIVITY (CHEMICAL KINETICS)||INFLUENCE OF PH VALUE ON BIOLOGICAL SYSTEMS (BIOLOGY)||SELECTION (BIOLOGICAL EVOLUTION)||MICROBIAL COLONIES + MICROBIAL COMMUNITIES (MICROBIOLOGY)","The consequences of nitrite reactivity on the ecology and evolution of denitrifying microorganisms","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences","2017-06-14T04:11:51Z",,,"eth:48689","yes",,,,,,,,,"22822","imp59366b8885fa467869","010598764",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","02350||03743","03743","Dissertation. ETH-Zürich. 2015. Nr. 22822.",,,"Zürich","published",,,,,,,,,"2017-07-26T20:18:21Z","2022-03-28T16:26:38Z","true","1 Band","ECOL",,
"285865","20.500.11850/10","Aminzadeh, Milad||Or, Dani",,,"2019-03-18T08:33:02Z","2017-06-11T22:59:41Z||2019-03-18T08:33:02Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/110123","en","American Geophysical Union",,,,"Experimental and theoretical pore-scale study of thermal field responses to drying of porous surfaces","Other Conference Item","Metadata only",,,"2017-06-11T23:00:17Z",,"pub:171302",,"yes","AGU Fall Meeting 2015","December 14-18, 2015","San Francisco, CA, USA",,,,,,,"imp593653ee2e8f633465",,,"https://agu.confex.com/agu/fm15/meetingapp.cgi/Paper/73828",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Poster abstract. Poster presented on 15 December 2015.",,"H21A-1339","s.l.","published",,,,,,,,,"2019-03-18T08:33:25Z","2022-03-28T22:33:33Z","true","1 p.","ECIT",,
"155201","20.500.11850/16","O’Brien, Colleen Janice",,"Gruber Guyan, Nicolas Patrick||Vogt, M.","2017-06-14T02:38:45Z","2017-06-14T02:38:45Z","2015","2015",,"application/pdf","10.3929/ethz-a-010513482",,,,,"http://hdl.handle.net/20.500.11850/155234","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","PHYTOPLANKTON (PFLANZENÖKOLOGIE)||MEERESPLANKTON (HYDROBIOLOGIE)||HAPTOPHYTA (BOTANIK)||PRIMÄRPRODUKTION, PRIMÄRPRODUKTIVITÄT (AQUATISCHE ÖKOSYSTEME)||CHOROLOGIE (GEOBOTANIK)||DIVERSITÄT (PFLANZENÖKOLOGIE)||ÖKOLOGISCHE MODELLE (ÖKOLOGIE)||KOHLENSTOFFKREISLAUF (GEOCHEMIE)||PHYTOPLANKTON (PLANT ECOLOGY)||MARINE PLANKTON (HYDROBIOLOGY)||HAPTOPHYTA (BOTANY)||PRIMARY PRODUCTION, PRIMARY PRODUCTIVITY (AQUATIC ECOSYSTEMS)||CHOROLOGY (GEOBOTANY)||DIVERSITY (PLANT ECOLOGY)||ECOLOGICAL MODELS (ECOLOGY)||CARBON CYCLE (GEOCHEMISTRY)","Global-scale distributions of marine haptophyte phytoplankton","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::580 - Botanical sciences","2017-06-14T02:49:07Z",,,"eth:48069","yes",,,,,,,,,"22568","imp59366b7cde17551075","010513482",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","02350||03731","03731","Diss., Eidgenössische Technische Hochschule ETH Zürich, Nr. 22568.",,,"Zürich","published",,,,,,,,,"2017-07-26T15:15:45Z","2022-03-28T16:26:08Z","true","1 Band","ECOL",,
"155371","20.500.11850/16","Schiessl, Konstanze T.",,"Ackermann, Martin||Stocker, Roman","2017-06-14T03:41:10Z","2017-06-14T03:41:10Z","2015","2016",,"application/pdf","10.3929/ethz-a-010580839",,,,,"http://hdl.handle.net/20.500.11850/155404","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","EISEN UND EISENHALTIGE SUBSTANZEN (BIOCHEMIE)||MOLEKÜLAUFNAHME + IONENAUFNAHME (BIOCHEMIE)||BIOLOGISCHE VERFÜGBARKEIT (METABOLISMUS)||METABOLISMUS (MIKROORGANISMEN)||MIKROBIELLE SIDEROPHORE (MIKROBIOLOGIE)||PSEUDOMONAS (MIKROBIOLOGIE)||IRON AND IRON CONTAINING COMPOUNDS (BIOCHEMISTRY)||UPTAKE OF MOLECULES + UPTAKE OF IONS (BIOCHEMISTRY)||BIOAVAILIABILITY (METABOLISM)||METABOLISM (MICROORGANISMS)||MICROBIAL SIDEROPHORES (MICROBIOLOGY)||PSEUDOMONAS (MICROBIOLOGY)","Release to Receive","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences","2017-06-14T03:44:21Z",,,"eth:48535","yes",,,,,,,,,"23015","imp59366b857b77a65401","010580839",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","02350||03743","03743","Dissertation. ETH-Zürich. 2015. No. 23015.",,,"Zürich","published",,,,,,,,,"2017-07-14T21:50:57Z","2022-03-28T16:26:37Z","true","1 Band","ECOL","Bacterial iron uptake by siderophore secretion",
"165875","20.500.11850/9","Haumann, Alexander||Notz, Dirk||Schmidt, Haucke",,,"2017-06-28T09:26:30Z","2017-06-12T00:07:32Z||2017-06-28T09:26:30Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/112384","en",,,,,"Anthropogenic influence on recent Antarctic sea-ice changes: Why do models and observations disagree?","Conference Poster","Metadata only",,,"2017-06-12T00:10:41Z",,"pub:173921",,"yes","26th General Assembly of the International Union of Geodesy and Geophysics (IUGG)","June 22 - July 2, 2015","Prague, Czech Republic",,,,,,,"imp593654138cc8e37301",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,"Prag","published",,,,,,,,,"2017-06-28T09:26:37Z","2022-03-28T17:06:03Z","true",,"ECIT",,
"165848","20.500.11850/10","Landschützer, Peter||Gruber, Nicolas||Haumann, Alexander||Rödenbeck, Christian||Bakker, Dorothee C.E.||van Heuven, Steven||Hoppema, Mario||Metzl, Nicolas||Sweeney, Colm||Takahashi, Taro||Tilbrook, Bronte||Wanninkhof, Rik",,,"2017-06-28T08:15:35Z","2017-06-12T00:13:01Z||2017-06-28T08:15:35Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/112509","en",,,,,"The reinvigoration of the Southern Ocean carbon sink","Other Conference Item","Metadata only",,,"2017-06-12T00:14:44Z",,"pub:174063",,"yes","SOLAS Open Science Conference","September 7, 2015","Kiel, Germany",,,,,,,"imp5936541555d3f58751",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Co-chair of the SOCOM part of the SOCAT/SOCOM session.",,,,"unpublished",,,,,,,,,"2017-06-28T08:15:43Z","2022-03-28T17:06:00Z","true",,"ECIT",,
"165863","20.500.11850/10","Haumann, Alexander||Gruber, Nicolas||Münnich, Matthias||Eberenz, Samuel||Nissen, Cara||Landschützer, Peter",,,"2017-06-28T08:43:01Z","2017-06-12T00:07:31Z||2017-06-28T08:43:01Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/112383","en",,,,,"Cryospheric drivers of recent changes in Southern Ocean stratification, circulation, and carbon uptake","Other Conference Item","Metadata only",,,"2017-06-12T00:10:41Z",,"pub:173920",,"yes","26th General Assembly of the International Union of Geodesy and Geophysics (IUGG)","June 22 - July 2, 2015","Prague, Czech Republic",,,,,,,"imp593654138931a60927",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Talk on 30 June 2015.",,,"Prag","unpublished",,,,,,,,,"2017-06-28T08:43:06Z","2022-03-28T17:06:01Z","true",,"ECIT",,
