id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"317479","20.500.11850/10","Komendantova, Nadejda||Patt, Anthony||Lilliestam, Johan||Ahmed, Rasha",,,"2019-11-05T12:49:20Z","2017-06-12T18:16:30Z||2019-11-05T12:49:20Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125819","en",,,,,,"Policy Needs and Options for Concentrated Solar Power (CSP) Deployment",,"Other Conference Item","Metadata only",,,"2017-06-12T18:17:12Z",,"pub:188460",,"yes","Workshop “Policy Needs and Options for Concentrated Solar Power (CSP) Deployment”","October 9, 2016","Abu Dhabi, UAE",,,,,,,"imp593655165cf3794485",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Workshop held October 9, 2016.",,,,"unpublished",,,,,"20.500.11850/256162",,,"false","2019-11-05T12:49:46Z","2019-11-05T12:49:46Z","true",,"ECIT",,,
"227471","20.500.11850/14","Lieberherr, Eva||Truffer, Bernhard||Dominguez, Damian","Finger, Matthias||Jaag, Christian",,"2018-03-26T12:39:54Z","2017-06-12T02:47:31Z||2018-03-26T12:39:54Z","2016",,,,,"9781315768984||9781138782822",,"http://hdl.handle.net/20.500.11850/230396||http://hdl.handle.net/20.500.11850/114248",,"http://hdl.handle.net/20.500.11850/252997","en","Routledge",,,,,"Innovation and public management: Comparing dynamic capabilities in two Swiss wastewater utilities",,"Book Chapter","Metadata only","The Routledge Companion to Network Industries",,"2017-06-12T02:53:50Z",,,,"yes",,,,,,,,,,,,"84960517291",,,,,"Routledge Companions in Business, Management and Accounting",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451||08693","08693||09451",,"402","389","London","published",,,,,,,,,"2018-03-26T12:40:00Z","2020-02-15T12:06:01Z","true",,"FORM||ECIT",,,
"125165","20.500.11850/3","Komendantova, Nadejda||Mochizuki, Junko",,,"2017-06-12T17:59:23Z","2017-06-12T17:59:23Z","2016",,,,,,"2185-8322",,,"http://hdl.handle.net/20.500.11850/125198","en","IDRiM",,,,"Multi-risk disasters||Disaster preparedness||Cognitive biases||Decision-making processes","Impacts of risks perceptions on decision-making on mitigation of losses from natural hazards: case studies of the 1995 Kobe, the 2004 Sumatra-Andaman and the 2011 Tohoku earthquakes",,"Journal Article","Metadata only",,,"2017-06-12T17:59:30Z",,"pub:187779",,"yes",,,,,,,,,,"imp5936550be8b9b43834",,,,,,"1","IDRiM Journal","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Published online 21 September 2016.","46","30",,"published",,,,,,,,,"2017-07-18T07:30:13Z","2018-11-03T01:16:08Z","true",,"ECIT",,,
"124865","20.500.11850/14","Jasso, Guillermina||Törnblom, Kjell Y.||Sabbagh, Clara","Sabbagh, Clara||Schmitt, Manfred",,"2017-06-12T17:49:50Z","2017-06-12T17:49:50Z","2016",,,,,"978-1-4939-3215-3||978-1-4939-3216-0",,,"10.1007/978-1-4939-3216-0_11","http://hdl.handle.net/20.500.11850/124898","en","Springer New York",,,,"Actual reward process||Deductive and nondeductive theory||Just reward process||Justice consequences process||Justice evaluation process||Research designs","Distributive justice",,"Book Chapter","Metadata only","Handbook of Social Justice Theory and Reasearch",,"2017-06-12T17:50:01Z",,"pub:187453",,"yes",,,,,,,,,,"imp59365506a54fa85298","010651375","85006789374",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"218","201","New York, NY","published",,,,,,,,,"2017-07-20T18:13:33Z","2018-11-03T01:11:30Z","true",,"ECIT",,,
"115288","20.500.11850/3","Schweizer, Rémi||Dupuis, Johann||de Buren, Guillaume",,,"2017-06-12T04:25:47Z","2017-06-12T04:25:47Z","2016",,,,,,"0964-4016||1743-8934",,"10.1080/09644016.2016.1175543","http://hdl.handle.net/20.500.11850/115321","en","Routledge",,,,"Environmental policy||Environmental innovation strategies||NGOs||Policy entrepreneurs||Indonesia||Switzerland","Environmental innovation strategies: When and why NGOs go beyond public regulations",,"Journal Article","Metadata only",,,"2017-06-12T04:26:09Z",,"pub:177146",,"yes",,,,,,,,,,"imp5936545141e5e30115","009226997",,,"000383520100007",,"5","Environmental Politics","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"920","899","Abingdon","published",,,,,,,,,"2017-07-12T16:01:55Z","2019-02-02T07:23:12Z","true",,"ECIT",,,
"107166","20.500.11850/14","Adler, Carolina E.||Aldunce, Paulina||Indvik, Katherine||Alegria, Denis||Borquez, Roxana||Galaz, Victor","Bäckstrand, Karin||Lövbrand, Eva",,"2017-06-11T21:19:40Z","2017-06-11T21:19:40Z","2016",,,,,"978-1-78347-059-4||978-1-78347-060-0",,,"10.4337/9781783470600.00056","http://hdl.handle.net/20.500.11850/107199","en","Edward Elgar Publishing",,,,,"Chapter 43: Resilience",,"Book Chapter","Metadata only","Research Handbook on Climate Governance",,"2017-06-11T21:19:57Z",,"pub:167634",,"yes",,,,,,,,,,"imp593653b68ef6f29949",,,,"000375954200044",,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,"502","491","Cheltenham","published",,,,,,,,,"2017-07-18T15:23:05Z","2018-11-02T20:38:35Z","true",,"ECIT",,,
"118692","20.500.11850/3","Berger Gonzalez, Mónica||Vides-Porras, Ana||Strauss, Sarah||Heinrich, Michael||Taquirá, Simeón||Krütli, Pius",,,"2017-06-12T09:39:47Z","2017-06-12T09:39:47Z","2016",,,,,,"0145-9740||1545-5882",,"10.1080/01459740.2016.1141408","http://hdl.handle.net/20.500.11850/118725","en","Routledge",,,,"Guatemala||Holism||Indigenous therapy||Maya medicine||Traditional healing","Relationships that Heal: Beyond the Patient-Healer Dyad in Mayan Therapy",,"Journal Article","Metadata only",,,"2017-06-12T09:45:21Z",,"pub:180691",,"yes",,,,,,,,,,"imp59365492a1bf014841","000979198","84978435121",,"000381016900004",,"4","Medical Anthropology","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351","Published online 21 January 2016.","367","353","Philadelphia, PA","published",,,,,,,,,"2017-07-15T21:12:32Z","2018-11-02T23:48:04Z","true",,"ECIT",,,
"105279","20.500.11850/3","Lilliestam, Johan||Ellenbeck, Saskia||Karakosta, Charikleia||Caldés, Natàlia",,,"2017-06-11T19:54:03Z","2017-06-11T19:54:03Z","2016",,,,,,"1750-6220",,"10.1108/IJESM-10-2014-0002","http://hdl.handle.net/20.500.11850/105312","en","Emerald",,,,,"Understanding the absence of renewable electricity imports to the European Union",,"Journal Article","Metadata only",,,"2017-06-11T19:54:28Z",,"pub:164918",,"yes",,,,,,,,,,"imp5936538f85fed35007","005368936","84986581673",,"000394392700003",,"3","International Journal of Energy Sector Management","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"311","291","Bradford","published",,,,,,,,,"2017-07-20T15:52:23Z","2018-11-02T20:11:29Z","true",,"ECIT",,,
"114785","20.500.11850/3","Packer, Jasmin G.||Delean, Steve||Küffer, Christoph||Prider, Jane||Abley, Kirstin||Facelli, José M.||Carthew, Susan M.",,,"2017-06-12T03:38:27Z","2017-06-12T03:38:27Z","2016",,,,,,"1572-9710||0960-3115",,"10.1007/s10531-016-1059-0","http://hdl.handle.net/20.500.11850/114818","en","Springer",,,,"Analogue||Facilitative||Invasive||Rubus||Small mammals||Southern brown bandicoot","Native faunal communities depend on habitat from non-native plants in novel but not in natural ecosystems",,"Journal Article","Metadata only",,,"2017-06-12T03:39:15Z",,"pub:176624",,"yes",,,,,,,,,,"imp59365446b010434119","001459757",,,"000372298800006",,"3","Biodiversity and Conservation","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","03706||02351","03706||02351","Received 8 October 2015, Revised 5 February 2016, Accepted 12 February 2016, Published online 9 March 2016.","523","503","Dordrecht","published",,,,,,,,,"2017-07-31T16:02:35Z","2021-02-14T14:07:32Z","true",,"ECIT",,,
"255947","20.500.11850/4","Hansmann, Ralph||Whitehead, Ian||Krajter Ostoić, Silvija||Živojinović, Ivana||Stojanovska, Makedonka||Jones, Nerys||Bernasconi, Andreas||Benamar, Samira||Lelieveld, Charlotte||Barstad, Johan",,,"2018-10-03T06:25:15Z","2018-10-02T14:50:01Z||2018-10-03T06:25:15Z","2016",,,"application/pdf","10.3929/ethz-b-000292938",,"1847-6481||1849-0891",,"10.15177/seefor.16-09","http://hdl.handle.net/20.500.11850/292938","en","Croatian Forest Research Institute",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Urban green space||Partnership approach||Urban forestry partnerships||Definition||Coalitions||Co-operation||Sustainability||Governance||Social capital","Partnerships for urban forestry and green infrastructure delivering services to people and the environment: A review on what they are and aim to achieve.",,"Review Article","Open access",,,"2018-10-02T14:50:04Z",,,,"yes",,,,,,,,,,,,,,,"South-east Eur for","1","South-East European Forestry","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"19","9","Jastrebarsko, Croatia","published",,,,,,,,,"2018-10-03T06:25:19Z","2018-12-03T00:39:28Z","true",,"FORM",,,"publishedVersion"
"227929","20.500.11850/14","Komendantova, Nadejda","Komendantova, Nadejda||Kroos, Daniel||Schweitzer, Desiree||et al.",,"2018-03-28T08:28:27Z","2018-01-17T15:28:24Z||2018-03-28T08:28:27Z||2017-06-12T18:16:26Z","2016",,,,,,,"http://hdl.handle.net/20.500.11850/125810||http://hdl.handle.net/20.500.11850/230384",,"http://hdl.handle.net/20.500.11850/253741","en","Organization for Security and Co-operation in Europe (OSCE)",,,,,"Case studies of three blackouts: 2003 in Italy and Switzerland as well as in Sweden and Denmark, and of 2006 in Germany",,"Book Chapter","Metadata only","Protecting Electricity Networks from Natural Hazards",,"2017-06-12T18:17:12Z",,"pub:188450",,"yes",,,,,,,,,,"imp5936551639ac723132",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"62","59",,"published",,,"http://www.osce.org/secretariat/242651",,,,,,"2018-03-28T08:31:08Z","2018-11-06T17:12:13Z","true",,"FORM||ECIT",,,
"287263","20.500.11850/14","Delrieu, Guy||Ruin, Isabelle||Gaume, Eric||Borga, Marco||Anquetin, Sandrine||Boudevillain, Brice||Creutin, Jean Dominique||Lutoff, Céline||Marchi, Lorenzo||Payrastre, Olivier||Scolobig, Anna","French National Alliance for Environmental Research (Allenevi)",,"2019-03-26T09:37:58Z","2017-11-21T15:04:15Z||2018-02-10T11:17:14Z||2018-07-02T08:08:38Z||2019-03-26T09:37:58Z","2016",,,,,"978-2-7099-2219-7",,,,"http://hdl.handle.net/20.500.11850/211594","en","IRD éditions",,,,,"Inter-disciplinary post-event surveys to disentangle hazard and vulnerability in the impacts of flash-flood events in the Mediterranean",,"Book Chapter","Metadata only","The Mediterranean Region under Climate Change. A Scientic Update",,"2017-11-21T15:04:21Z",,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"326","319","Marseille","published",,,,,,,,"false","2018-08-03T20:07:08Z","2019-03-26T09:38:04Z","true",,"FORM",,,
"202699","20.500.11850/14","Seidl, Roman||Kuhn, Silke||Elbers, Michael||Ernst, Andreas||Klemm, Daniel","Mauser, Wolfram||Prasch, Monika",,"2017-12-12T14:56:11Z","2017-06-12T06:46:34Z||2017-12-12T14:56:11Z","2016",,,,,"978-3-319-16750-3||978-3-319-16751-0",,,"10.1007/978-3-319-16751-0_44","http://hdl.handle.net/20.500.11850/116930","en","Springer International Publishing",,,,"Agent-based model||Global change||GLOWA-Danube||Households||Risk perception||Social response||Spatially explicit||Water risks","Modelling risk perception and indicators of psychosocial sustainability in private households: The risk perception module in deephousehold",,"Book Chapter","Metadata only","Regional Assessment of Global Change Impacts",,"2017-06-12T06:51:34Z",,"pub:178823",,"yes",,,,,,,,,,"imp5936546f3321512240","010599937","84956558837",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"353","347","Cham","published",,,,,,,,,"2017-07-15T17:40:18Z","2017-12-12T14:56:15Z","true",,"ECIT",,,
"241819","20.500.11850/14","Lieberherr, Eva||Maarse, Hans||Jeurissen, Paul","Greer, Scott L.||Wismar, Matthias||Figueras, Josep",,"2018-07-02T11:34:11Z","2017-06-11T20:57:43Z||2018-07-02T11:34:11Z","2016",,,,,"978-0-335-26134-5||0-335-26134-5||978-0-335-26135-2",,,,"http://hdl.handle.net/20.500.11850/106744","en","Open University Press",,,,,"The governance of public-private partnerships: lessons from the United Kingdom and Germany",,"Book Chapter","Metadata only","Strengthening health system governance: better policies, stronger performance",,"2017-06-11T20:58:39Z",,"pub:167017",,"yes",,,,,,,,,,"imp593653ad14da526964",,,,,,,"European Observatory on Health Systems and Policies Series",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"158","143","Maidenhead","published",,,,,,,,,"2018-07-02T11:34:14Z","2020-02-15T13:48:33Z","true",,"ECIT",,,
"127382","20.500.11850/10","Lieberherr, Eva||Widmer, Alexander||Ingold, Karin",,,"2017-06-12T19:17:39Z","2017-06-12T19:17:39Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/127415","en",,,,,,"What’s effective and what’s accepted? Identifying and bridging tensions in public sector reforms",,"Other Conference Item","Metadata only",,,"2017-06-12T19:18:06Z",,"pub:190260",,"yes","2016 European Group for Public Administration (EGPA) Annual Conference","August 22-26, 2016","Utrecht, The Netherlands",,,,,,,"imp5936552f8cb1182904",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","Conference lecture on 26 August 2016.",,,,"unpublished",,,,,,,,,"2017-07-13T12:22:43Z","2020-02-14T17:55:41Z","true",,"ECIT",,,
"126708","20.500.11850/14","Stauffacher, Michael||Krütli, Pius",,,"2017-06-12T18:38:11Z","2017-06-12T18:38:11Z","2016",,,,,"978-94-017-7241-9||978-94-017-7242-6",,,"10.1007/978-94-017-7242-6_17","http://hdl.handle.net/20.500.11850/126741","en","Springer",,,,"Functions of landscapes||Landscape services||Urban and rural planning||Socioecological systems||Transdisciplinary research||Resilience","Sustainable Landscape Development",,"Book Chapter","Metadata only","Sustainability Science: An Introduction",,"2017-06-12T18:38:31Z",,"pub:189518",,"yes",,,,,,,,,,"imp593655250ded432256","010565900",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"217","207","Dordrecht","published",,,,,,,,,"2017-07-18T08:28:08Z","2019-02-02T07:35:11Z","true",,"ECIT",,,
"123896","20.500.11850/12","Ingold, Karin||Lieberherr, Eva||Schläpfer, Isabelle||Steinmann, Kathrin||Zimmermann, Willi",,,"2017-06-12T17:13:23Z","2017-06-12T17:13:23Z","2016",,,,,"978-3-03751-795-6",,,,"http://hdl.handle.net/20.500.11850/123929","de","Dike",,,,,"Umweltpolitik der Schweiz - ein Lehrbuch",,"Monograph","Metadata only",,,"2017-06-12T17:14:21Z",,"pub:186368",,"yes",,,,,,,,,,"imp593654f45f8a430863","010685673",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,"Zürich","published",,,,,,,,,"2017-07-15T20:09:46Z","2020-02-14T17:37:08Z","true","337 S.","ECIT",,,
"123897","20.500.11850/3","de Buren, Guillaume||Lieberherr, Eva||Steinmann, Kathrin",,,"2017-06-12T17:13:24Z","2017-06-12T17:13:24Z","2016",,,,,,"0036-7818||2235-1469",,"10.3188/szf.2016.0270","http://hdl.handle.net/20.500.11850/123930","en","Schweizerischer Forstverein",,,,,"Waldspezifische Förderung in der Europäischen Union: Umsetzung in drei Fallbeispielen",,"Journal Article","Metadata only",,,"2017-06-12T17:14:21Z",,"pub:186369",,"yes",,,,,,,,,,"imp593654f4615db69105","000026980",,,,"Schweiz. Z. Forstwes.","5","Schweizerische Zeitschrift für Forstwesen","167","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"277","270","Zürich","published",,,,,,,,,"2017-07-15T20:38:27Z","2022-03-28T15:20:31Z","true",,"ECIT",,,
