id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectMember,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isContinuedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"289152","20.500.11850/10","Nelson, Taylor||Baumgartner, Rebekka||Kohler, Hans-Peter||McNeill, Kristopher||Sander, Michael",,,"Kettunen, Krista||Kiikkilä, Oili",,,,,"2019-04-05T11:12:30Z","2019-01-24T15:48:57Z||2019-04-05T11:12:30Z",,"2018",,,,,"978-952-326-584-4||978-952-326-583-7",,,,"http://hdl.handle.net/20.500.11850/319566","en","Natural Resources Institute Finland",,,,"Biodegradation of synthetic aliphatic polyesters: using stable carbon isotope labeling to track polyester fate in soils","Other Conference Item","Metadata only",,,,"2019-01-24T15:48:58Z",,,,,,"yes","3rd Conference on Ecology of Soil Microorganisms","June 17-21, 2018","Helsinki, Finland",,,,,,,,,,,,,,,"Natural Resources and Bioeconomy Studies","29","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Poster Abstract: P169","160","160","Helsinki","published",,,,,,,,,,,,,,,"2019-04-05T11:12:41Z","2021-02-15T04:16:40Z","true",,"FORM",,,,
"252165","20.500.11850/33","Lovecchio, Elisa","Lovecchio, Elisa",,,"Lovecchio, Elisa","Gruber, Nicolas","Münnich, Matthias",,"2018-09-07T11:33:03Z","2018-07-26T12:35:44Z||2018-09-03T13:55:31Z||2018-09-03T14:58:09Z||2018-09-04T11:26:21Z||2018-09-07T11:21:42Z||2018-09-07T11:33:03Z","2017","2018",,"NetCDF files containing the data produced by the model ROMS+NPZD using the Atlantic telescopic grid. Files contain: the results of the Reynolds decmposition fo the 3D organic carbon fluxes into mean and turbulent fluxes, the results of the structure-based eddy and filament decomposition of the3D organic carbon fluxes, the 2-day mean output of the total organic carbon concentration and its turbulent deviation from the mean and of SST and SSH.","application/netcdf||application/pdf","10.3929/ethz-b-000278536",,,,,"http://hdl.handle.net/20.500.11850/278536","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Ocean modeling||organic carbon||Mesoscale eddies||Upwelling (Oceanography)","ROMS+NPZD model data: turbulent and mesoscale contribution to the transport of organic carbon in the Canary Upwelling System","Model","Open access",,"DDC::5 - Science",,"2018-07-26T12:35:45Z",,"15 years","2033-09-04T11:26:22Z","Model data produced using the Regional Ocean Modeling System (ROMS) coupled to the Nutrient Phytoplankton Zooplankton Detritus (NPZD) model. The coupled model was run on an Atlantic telescopic grid. The data refer to 24 years (years 30-53) of the simulation, while years 1-29 are not included (spinup). Additional details on the simulation and the Reynolds as well as the Eddy and FIlament flux decompositions can be found in the paper: https://www.biogeosciences-discuss.net/bg-2018-54/","Regional Ocean Modeling System (ROMS) + Nutrient Phytoplankton Zooplankton Detritus (NPZD) model","yes",,,,,,,"CALNEX: Quantifying the exchange of carbon and nutrients between the coastal and open seas: A comparative modeling study of the California and Canary Current Systems","149384","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","02350||03731","03731",,,,"Zurich",,,,"20.500.11850/230431","10.3929/ethz-b-000490394",,,,,,"handle/20.500.11850/490394","handle/20.500.11850/490394",,,,"2018-09-07T14:02:38Z","2021-02-15T01:39:33Z","true","10.951 GB","FORM",,,,
"265593","20.500.11850/33","Nissen, Cara",,,,"Nissen, Cara","Gruber, Nicolas","Vogt, Meike||Münnich, Matthias||Haumann, Alexander",,"2018-11-26T08:33:28Z","2018-11-19T09:34:17Z||2018-11-22T13:02:41Z||2018-11-22T13:38:52Z||2018-11-23T08:07:48Z||2018-11-26T07:38:37Z||2018-11-26T08:33:28Z","2018","2018","2018-11-22",,"application/netcdf||application/pdf","10.3929/ethz-b-000304530",,,,,"http://hdl.handle.net/20.500.11850/304530","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"ROMS-BEC model data: Factors controlling coccolithophore biogeography in the Southern Ocean","Model","Open access",,,,"2018-11-19T09:34:20Z",,"indefinite","292278994-08-17T07:12:55Z",,"Regional Ocean Modeling System (ROMS) + Biogeochemical Elemental Cycling (BEC) model","yes",,,,,,,"SOGate: Phytoplankton ecosystem control of the Southern Ocean biogeochemical gate","153452","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,"Zurich",,,,,,,,,,,"10.3929/ethz-b-000304764||10.3929/ethz-b-000307938",,,,,"2018-11-26T14:36:52Z","2022-03-28T21:45:49Z","true","11.96 GB","FORM",,,,
"250393","20.500.11850/31","Tecon, Robin||Ebrahimi, Ali||Kleyer, Hannah||Erev Levi, Shai||Or, Dani",,,,,,,,"2018-08-28T10:42:42Z","2018-08-27T08:40:32Z||2018-08-28T07:42:05Z||2018-08-28T08:57:54Z||2018-08-28T09:46:52Z||2018-08-28T10:42:42Z",,"2018","2018-08-28",,"application/xml||text/plain","10.3929/ethz-b-000284650",,,,,"http://hdl.handle.net/20.500.11850/284650","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Modeling data and code accompanying the article ""Cell-to-cell bacterial interactions promoted by drier conditions on soil surfaces""","Dataset","Open access",,,,"2018-08-27T08:40:33Z",,"indefinite","292278994-08-17T07:12:55Z",,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Zurich",,,,,,,,,,,,,,,,"2018-08-28T10:42:45Z","2022-03-28T21:06:28Z","true","0,49 MB","FORM",,,,
"223945","20.500.11850/3","De Hoe, Guilhem X.||Zumstein, Michael T.||Tiegs, Brandon J.||Brutman, Jacob P.||McNeill, Kristopher||Sander, Michael||Coates, L.||Hillmyer, Marc A.",,,,,,,,"2018-03-08T10:21:02Z","2018-02-06T04:05:54Z||2018-03-08T10:21:02Z",,"2018-01","2018-01-16",,,,,"0002-7863||1520-5126",,"10.1021/jacs.7b10173","http://hdl.handle.net/20.500.11850/238842","en","American Chemical Society",,,,"Sustainable Polyester Elastomers from Lactones: Synthesis, Properties, and Enzymatic Hydrolyzability","Journal Article","Metadata only",,,,"2018-02-06T04:05:56Z",,,,,,"yes",,,,,,,,,,,,,"85041129053",,"000423496700023","J. Am. Chem. Soc.","3","Journal of the American Chemical Society","140","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"973","963","Washington, DC","published",,,,,,,,,,,,,,,"2018-03-08T10:21:18Z","2022-03-28T19:22:44Z","true",,"SCOPUS",,,,
"284591","20.500.11850/10","Nissen, Cara||Vogt, Meike||Münnich, Matthias||Gruber, Nicolas",,,,,,,,"2019-03-08T15:54:27Z","2019-01-29T15:56:34Z||2019-03-08T15:54:27Z",,"2018",,,,,,,,,"http://hdl.handle.net/20.500.11850/321052","en","American Geophysical Union",,,,"Coccolithophore controls on the Southern Ocean biogeochemistry","Other Conference Item","Metadata only",,,,"2019-01-29T15:56:42Z",,,,,,"yes","Ocean Sciences Meeting 2018","February 11-16, 2018","Portland, OR, USA",,,,"SOGate: Phytoplankton ecosystem control of the Southern Ocean biogeochemical gate","153452","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,"https://agu.confex.com/agu/os18/meetingapp.cgi/Paper/317493",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Conference lecture on 16 February 2018",,"PC52A-03","s.l.","published",,,,,,,,,,,,,,,"2019-03-08T15:54:30Z","2022-03-28T22:26:12Z","true","1 p.","FORM",,,,
"233044","20.500.11850/3","Gorter, Florien A.||Aarts, Mark G.M.||Zwaan, Bas J.||de Visser, J. Arjan G.M.",,,,,,,,"2018-04-27T10:55:25Z","2018-01-15T14:17:49Z||2018-02-22T10:26:51Z||2018-01-13T04:01:07Z||2018-02-16T13:57:51Z||2018-04-27T10:55:25Z",,"2018-01","2017-11-15",,,,,"1943-2631","http://hdl.handle.net/20.500.11850/241684||http://hdl.handle.net/20.500.11850/228333||http://hdl.handle.net/20.500.11850/228798","10.1534/genetics.117.300519","http://hdl.handle.net/20.500.11850/243189","en","The Genetics Society of America",,,"fitness landscapes||experimental evolution||Saccharomyces cerevisiae||genotype-environment interaction||predicting evolution","Local Fitness Landscapes Predict Yeast Evolutionary Dynamics in Directionally Changing Environments","Journal Article","Metadata only",,,,"2018-01-13T04:01:10Z",,,,,,"yes",,,,,,,,,,,,,"85040123936",,"000419356300020",,"1","Genetics","208","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743","03743",,"322","307","Bethesda, MD","published",,,,,,,,,,,,,,,"2018-04-27T10:55:27Z","2022-03-28T19:56:18Z","true",,"FORM||SCOPUS||WOS",,,,
"256354","20.500.11850/3","Tecon, Robin||Ebrahimi, Ali||Kleyer, Hannah||Erev Levi, Shai||Or, Dani",,,,,,,,"2018-10-04T12:44:24Z","2018-10-04T03:49:01Z||2018-10-04T12:44:24Z",,"2018","2018-09-12",,,,,"0027-8424||1091-6490",,"10.1073/pnas.1808274115","http://hdl.handle.net/20.500.11850/293171","en","National Academy of Sciences",,,"conjugation||soil physics||vadose zone||Pseudomonas putida||HGT","Cell-to-cell bacterial interactions promoted by drier conditions on soil surfaces","Journal Article","Metadata only",,,,"2018-10-04T03:49:39Z",,,,,,"yes",,,,,,,,,,,,,"85054021434",,"000445545200058","Proc Natl Acad Sci U S A","39","Proceedings of the National Academy of Sciences of the United States of America","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,"9796","9791","Washington, DC","published",,,,,,,,,,,,,,,"2018-10-04T12:44:30Z","2022-03-28T21:25:00Z","true",,"WOS",,,,
"267876","20.500.11850/16","Manjarrez-Casas, Alejandra M.",,,,,,,"Ackermann, Martin||Gunawan, Rudiyanto||Dan I., Andersson||López, Daniel","2018-12-06T08:38:46Z","2018-12-05T20:13:55Z||2018-12-06T08:38:46Z",,"2018","2018-12-06","While antibiotics are a mainstay of contemporary medicine, many basic questions about how they inactivate and kill bacteria are still unresolved. The main goal of this thesis was to address some of these questions. Specifically, we aimed at expanding our understanding of two central themes that are difficult to explore in traditional microbiological approaches. The first theme is about how antibiotics affect the basic components of bacterial growth: cell division and death. We exposed bacterial populations to various concentrations of antibiotics and analyzed how the population growth patterns that we observed emerged from the interplay between cell division and cell death. The second theme is non-genetic factors that contribute to differences in the response and survival to antibiotics, either between individual cells or between environments with plenty or limited resources. We used Escherichia coli and ribosome-binding antibiotics as our model systems and employed microfluidics and time-lapse microscopy to investigate the effects of antibiotics at the level of individual cells. In Chapter 2, we addressed the effect of antibiotic pulses on bacterial cells. We focused on a range of antibiotic doses where, in batch experiments, a net positive or negative population growth rate would mask death or division rates, respectively. Our single-cell approach allowed us to quantify the division events occurring for each cell. This revealed that antibiotics around what is considered the minimal inhibitory concentrations (MIC) in batch experiments or higher sometimes have no discernible effect on the rate of cell division during the pulse. Informed by this finding and in combination with bulk experiments, we explored the role of time, concentration and total dose (the product of time and concentration) on the probability that bacterial cells would survive an antibiotic pulse. One of our main observations was that total dose had the strongest effect on cell survival, but short pulses of high concentrations or long pulses of low concentrations led to slightly higher mortality than equivalent total doses of intermediate duration and concentration. In Chapter 3, we asked whether we would be able to predict that a given bacterial cell would survive a pulse of antibiotic, based on features of this cell that we could measure previous, during and immediately after antibiotic exposure. We did not find evidence that the interdivision time previous to exposure (as a proxy for growth rate) neither the time that had elapsed since the last division before the pulse (as a proxy for cell cycle position at the onset of the stress) predicted cell fate. We found, however, that potential persisters (cells not dividing at all in the time monitored previous to exposure) showed higher chances of survival in conditions with high mortality. We also found that cell division patterns immediately after the pulse can predict survival. In Chapter 4 we investigated how two different ribosome-targeting antibiotics affect bacterial growth in a limited-nutrient environment, particularly disentangling the role of division on the growth dynamics observed at the population level. We further focused on the effect of gentamicin as we found that cells exposed to low concentrations of this drug entered stationary phase earlier. The results of our experiments suggest that bacteria exposed to antibiotics might be depleting resources faster during exponential phase. It is likely that this phenomenon is specifically related to amino acid consumption. In summary, this work highlights the relevance of improving our understanding of how antibiotics affect individual bacterial cells. The questions, results and discussions presented in this thesis suggest that single-cell approaches are key to understand bacterial growth dynamics under stress and to fill important gaps related to non-genetic factors that affect survival and response to antibiotic treatment. Such understanding can potentially help in the development of new antibiotics, and help using existing antibiotics more effectively.","application/pdf","10.3929/ethz-b-000309075",,,,,"http://hdl.handle.net/20.500.11850/309075","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Effects of antibiotics on individual bacterial cells","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::610 - Medical sciences, medicine||DDC - DDC::5 - Science::570 - Life sciences",,"2018-12-05T20:14:07Z",,,,,,"yes",,,,,,,,,,,,"25160",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743","03743",,,,"Zurich","published",,,,,,,,,,,,,,,"2018-12-06T08:38:59Z","2022-03-28T21:53:36Z","true","113 p.","FORM",,,,
"396348","20.500.11850/16","Aeppli, Meret",,,,,,,"Hofstetter, Thomas B.||Sander, Michael||Voegelin, Andreas||McNeill, Kristopher||Peña, Jasquelin","2021-03-29T08:20:08Z","2019-03-27T08:28:04Z||2019-03-27T11:33:52Z||2021-03-29T08:20:08Z",,"2018","2019-03-27",,"application/pdf","10.3929/ethz-b-000334110",,,,,"http://hdl.handle.net/20.500.11850/334110","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Assessing the Control of Reduction Thermodynamics on Electron Transfer to Iron (Oxyhydr-)Oxides","Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment",,"2019-03-27T08:28:09Z","2021-03-27",,,,,"yes",,,,,,,,,,,,"25699",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,,,"Zurich","published",,,,,,,,,,,,,,,"2019-03-27T11:34:24Z","2022-03-29T06:05:18Z","true","238 p.","FORM",,,,
"418578","20.500.11850/10","Lovecchio, Elisa||Gruber, Nicolas||Münnich, Matthias",,,,,,,,"2021-09-20T12:42:25Z","2019-01-29T15:32:56Z||2019-03-20T08:49:43Z||2021-09-20T12:42:25Z",,"2018",,,,,,,,,"http://hdl.handle.net/20.500.11850/321031","en","American Geophysical Union",,,,"Role of Eddies and Filaments in the Offshore Transport of Organic Carbon in the Canary Upwelling System: a Modeling Study","Other Conference Item","Metadata only","Ocean Sciences Meeting Abstract",,,"2019-01-29T15:33:03Z",,,,,,"yes","Ocean Sciences Meeting 2018","February 11-16, 2018","Portland, OR, USA",,,,"CALNEX: Quantifying the exchange of carbon and nutrients between the coastal and open seas: A comparative modeling study of the California and Canary Current Systems","149384","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,"https://agu.confex.com/agu/os18/meetingapp.cgi/Paper/306376",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Conference lecture held on February 14, 2018.",,"EP31A-09","s.l.","published",,,,,,,,,,,,,,,"2019-03-20T08:49:54Z","2022-03-29T12:00:45Z","true","1 p.","FORM",,,,
"394699","20.500.11850/16","Schilling, Iris E.",,,,,,,"Kohler, Hans-Peter||Hofstetter, Thomas B.||McNeill, Kristopher||Edwards, Elizabeth A.","2021-03-15T12:36:42Z","2019-03-11T18:35:33Z||2019-03-12T07:41:51Z||2021-03-15T12:36:42Z",,"2018","2019-03-12",,"application/pdf","10.3929/ethz-b-000330674",,,,,"http://hdl.handle.net/20.500.11850/330674","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Tracking Biotransformation of Hexachlorocyclohexane Isomers by Compound-Specific Isotope Analysis","Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment",,"2019-03-11T18:35:35Z","2021-03-12",,,,,"yes",,,,,,,,,,,,"25511",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,,,"Zurich","published",,,,,,,,,,,,,,,"2019-03-12T07:42:16Z","2022-03-29T05:46:54Z","true","162 p.","FORM",,,,
"289560","20.500.11850/9","Feinberg, Aryeh I.||Stenke, Andrea||Peter, Thomas||Winkel, Lenny H.E.",,,,,,,,"2019-04-09T12:51:10Z","2019-01-29T19:43:08Z||2019-04-09T12:51:10Z",,"2018","2018-03-06",,,,,,,,"http://hdl.handle.net/20.500.11850/321139","en","Royal Society of Chemistry",,,,"Long-range atmospheric transport of the micronutrient selenium","Conference Poster","Metadata only",,,,"2019-01-29T19:43:20Z",,,,,,"yes","RSC Twitter Poster Conference","March 6-7, 2018","Twitter (online)",,,,,,,,,,,"https://twitter.com/FeinbergAri/status/970962388395716608",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933","The poster was presented on 6. March 2018 via Twitter. It won the second prize in the categorie ""Environmental - #RSCEnv"".",,,"S.l.","published",,,,,,,,,,,,,,,"2019-04-09T12:51:18Z","2019-04-09T12:51:18Z","true","1 p.","FORM",,,,
