id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.other,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isNewVersionOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"224237","20.500.11850/3","Grams, Christian M.||Lang, Simon T.K.||Keller, Julia H.",,,,"2018-03-08T15:03:34Z","2017-06-11T22:24:01Z||2017-12-18T13:56:13Z||2018-03-08T15:03:34Z","2015-11-16","2015-11-11",,"application/pdf","10.3929/ethz-a-010689209",,"0094-8276||1944-8007",,"10.1002/2015GL065764","http://hdl.handle.net/20.500.11850/109278","en","American Geophysical Union","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Predictability||Tropical cyclones||Hurricane Sandy||Rossby waves||Forecast skill||Numerical weather prediction","A quantitative assessment of the sensitivity of the downstream midlatitude flow response to extratropical transition of tropical cyclones","Journal Article","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T22:24:16Z",,"pub:170347","eth:49490","yes",,,,,,,,,,"imp59366b97811ca32333||imp593653df5cd8311329","000047284","84955184925",,"000368336800092","Geophys. Res. Lett.","21","Geophysical Research Letters","42","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854||02717","03854",,"9529","9521","Washington, DC","published",,,,,,"2017-07-15T14:34:11Z","2021-02-14T22:46:33Z","true",,"ECOL||ECIT",,"publishedVersion"
"105633","20.500.11850/3","Corbin, Joel C.||Keller, Alejandro||Lohmann, Ulrike||Burtscher, Heinz||Sierau, Berko||Mensah, Amewu A.",,,,"2017-06-11T20:14:58Z","2017-06-11T20:14:58Z","2015-11-02",,,,,,"0278-6826||1521-7388",,"10.1080/02786826.2015.1079586","http://hdl.handle.net/20.500.11850/105666","en","Taylor & Francis",,,,"Organic Emissions from a Wood Stove and a Pellet Stove Before and After Simulated Atmospheric Aging","Journal Article","Metadata only",,,"2017-06-11T20:15:48Z",,"pub:165438",,"yes",,,,,,,,,,"imp593653973248a55588","000016965",,,"000362468800001","Aerosol Sci. Tech.","11","Aerosol Science and Technology","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690",,"1050","1037","London","published",,,,,,"2017-07-13T19:28:47Z","2022-03-28T14:12:17Z","true",,"ECIT",,
"291405","20.500.11850/3","Corbin, Joel C.||Othman, Alaa||Allan, James D.||Worsnop, Douglas R.||Haskins, J.D.||Sierau, Berko||Lohmann, Ulrike||Mensah, Amewu Antoinette",,,,"2019-04-25T13:17:30Z","2017-06-11T20:33:17Z||2019-04-25T13:17:30Z","2015-11","2015-11-03","The errors inherent in the fitting and integration of the pseudo-Gaussian ion peaks in Aerodyne high-resolution aerosol mass spectrometers (HR-AMSs) have not been previously addressed as a source of imprecision for these or similar instruments. This manuscript evaluates the significance of this imprecision and proposes a method for their estimation in routine data analysis.  In the first part of this work, it is shown that peak-integration errors are expected to scale linearly with peak height for the constrained-peak-shape fits performed in the HR-AMS. An empirical analysis is undertaken to investigate the most complex source of peak-integration imprecision: the imprecision in fitted peak height, σh. It is shown that the major contributors to σh are the imprecision and bias inherent in the m/z calibration, both of which may arise due to statistical and physical non-idealities of the instrument. A quantitative estimation of these m/z-calibration imprecisions and biases show that they may vary from ion to ion, even for ions of similar m/z.  In the second part of this work, the empirical analysis is used to constrain a Monte Carlo approach for the estimation of σh and thus the peak-integration imprecision. The estimated σh for selected well-separated peaks (for which m/z-calibration imprecision and bias could be quantitatively estimated) scaled linearly with peak height as expected (i.e. as n1). In combination with the imprecision in peak-width quantification (which may be easily and directly estimated during quantification), peak-fitting imprecisions therefore dominate counting imprecisions (which scale as n0.5) at high signals. The previous HR-AMS uncertainty model therefore underestimates the overall fitting imprecision even for well-resolved peaks. We illustrate the importance of this conclusion by performing positive matrix factorization on a synthetic HR-AMS data set both with and without its inclusion.  In the third part of this work, the Monte Carlo approach is extended to the case of an arbitrary number of overlapping peaks. Here, a modification to the empirically constrained approach was needed, because the ion-specific m/z-calibration bias and imprecision can generally only be estimated for well-resolved peaks. The modification is to simply overestimate the m/z-calibration imprecision in all cases. This overestimation results in only a slight overestimate of σh, while significantly reducing the sensitivity of σh to the unknown, ion-specific m/z-calibration biases. Thus, with only the measured data and an approximate estimate of the order of magnitude of m/z-calibration biases as input, conservative and unbiased estimates of peak-integration imprecisions may be obtained for each peak in any ensemble of overlapping peaks.","application/pdf","10.3929/ethz-b-000106279",,"1867-1381||1867-8548",,"10.5194/amt-8-4615-2015","http://hdl.handle.net/20.500.11850/106279","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Peak-fitting and integration imprecision in the Aerodyne aerosol mass spectrometer: Effects of mass accuracy on location-constrained fits","Journal Article","Open access",,,"2017-06-11T20:33:57Z",,"pub:166386",,"yes",,,,,,,,,,"imp593653a3d149747289",,"84946227030",,"000365978100003","Atmos. meas. tech.","11","Atmospheric Measurement Techniques","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690",,"4636","4615","Katlenburg-Lindau","published",,,,,,"2017-07-14T20:00:21Z","2020-02-15T18:36:01Z","true","22 p.","ECIT",,"publishedVersion"
"106243","20.500.11850/3","Catto, Jennifer L.||Madonna, Erica||Joos, Hanna||Rudeva, Irina||Simmonds, Ian",,,,"2017-06-11T20:33:14Z","2017-06-11T20:33:14Z","2015-11",,,,,,"0894-8755||1520-0442",,"10.1175/JCLI-D-15-0171.1","http://hdl.handle.net/20.500.11850/106276","en","American Meteorological Society",,,,"Global relationship between fronts and warm conveyor belts and the impact on extreme precipitation","Journal Article","Metadata only",,,"2017-06-11T20:33:57Z",,"pub:166383",,"yes",,,,,,,,,,"imp593653a3bfe1277813","000490902","84946234193",,"000363766200007","J. climate","21","Journal of Climate","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854","Published online 28 October 2015.","8429","8411","Boston, MA","published",,,,,,"2017-07-17T12:17:59Z","2018-12-02T06:36:34Z","true",,"ECIT",,
"108375","20.500.11850/3","Gläser, Gregor||Wernli, Heini||Kerkweg, Astrid||Teubler, Franziska",,,,"2017-06-11T21:55:43Z","2017-06-11T21:55:43Z","2015-11",,,,,,"0148-0227||2169-897X",,"10.1002/2015JD023792","http://hdl.handle.net/20.500.11850/108408","en","American Geophysical Union",,,,"The transatlantic dust transport from North Africa to the Americas-Its characteristics and source regions","Journal Article","Metadata only",,,"2017-06-11T21:55:53Z",,"pub:169371",,"yes",,,,,,,,,,"imp593653ce0288459445","004289357","84956775680",,"000367823600012","J. geophys. res., Atmos.","21","Journal of Geophysical Research: Atmospheres","120","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854","Published online by Wiley. Published online 3 November 2015.","11252","11231","Washington, DC","published",,,,,,"2017-07-15T01:54:31Z","2022-03-28T14:23:18Z","true",,"ECIT",,
"106359","20.500.11850/3","Davies, Huw C.",,,,"2017-06-11T20:46:34Z","2017-06-11T20:46:34Z","2015-11",,,,,,"1752-0908||1752-0894",,"10.1038/ngeo2561","http://hdl.handle.net/20.500.11850/106392","en","Nature Publishing Group",,,,"Weather chains during the 2013/2014 winter and their significance for seasonal prediction","Journal Article","Metadata only",,,"2017-06-11T20:47:07Z",,"pub:166502",,"yes",,,,,,,,,,"imp593653a650d2f38639","005502522","84945897648",,,"Nat. Geosci.","11","Nature Geoscience","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854","Published online 19 October 2015.","837","833","London","published",,,,,,"2017-07-31T16:01:51Z","2022-03-28T14:14:47Z","true",,"ECIT",,
"316858","20.500.11850/3","Frenger, Ivy||Münnich, Matthias||Gruber, Nicolas||Knutti, Reto",,,,"2019-11-01T10:44:35Z","2017-06-11T21:10:19Z||2017-10-25T16:50:11Z||2019-11-01T10:44:35Z","2015-11","2015-10-23",,,,,"0148-0227||2169-9275",,"10.1002/2015JC011047","http://hdl.handle.net/20.500.11850/106886","en","American Geophysical Union",,,"Mesoscale eddies||Southern Ocean||Observations","Southern Ocean eddy phenomenology","Journal Article","Metadata only",,,"2017-06-11T21:10:47Z",,"pub:167302",,"yes",,,,,,,,,,"imp593653b02179f58077",,"84957840969",,"000367686500019","J. geophys. res. Ocean.","11","Journal of Geophysical Research: Oceans","120","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03731||03777","03731||03777",,"7449","7413","Washington, DC","published",,,,,,"2017-10-25T16:50:12Z","2022-03-29T00:11:06Z","true",,"ECIT",,
"107419","20.500.11850/3","Revell, Laura E.||Tummon, Fiona||Salawitch, Ross J.||Stenke, Andrea||Peter, Thomas",,,,"2017-06-11T21:26:50Z","2017-06-11T21:26:50Z","2015-11",,,,,,"0094-8276||1944-8007",,"10.1002/2015GL065702","http://hdl.handle.net/20.500.11850/107452","en","American Geophysical Union",,,,"The changing ozone depletion potential of N2O in a future climate","Journal Article","Metadata only",,,"2017-06-11T21:27:42Z",,"pub:168049",,"yes",,,,,,,,,,"imp593653bb40aba32137","000047284","84956950523",,"000368343200054","Geophys. Res. Lett.","22","Geophysical Research Letters","42","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517","Published online by Wiley. Published online 23 November 2015.","10055","10047","Washington, DC","published",,,,,,"2017-07-13T06:01:19Z","2023-02-06T13:07:17Z","true",,"ECIT",,
"463362","20.500.11850/3","McMahon, Rosemarie||Stauffacher, Michael||Knutti, Reto",,,,"2022-08-17T07:57:46Z","2017-06-11T20:30:39Z||2022-08-17T07:57:46Z","2015-11","2015-07-25","The reports published by the Intergovernmental Panel on Climate Change (IPCC) are comprehensive assessments of the scientific knowledge and uncertainties surrounding climate projections. They combine well-formed language with supporting graphical evidence and have the objective to inform policymakers. One of the most discussed and widely distributed visual in these reports is the graph, showing the global surface temperature evolution for the 21st century as simulated by climate models for various emission scenarios, which is part of the Summary for Policymakers (SPM) and the Working Group I contribution to the Fourth Assessment Report (AR4). It displays two types of uncertainties, namely the socio-economic scenarios and response uncertainty due to imperfect knowledge and models. Through 43 in-depth interviews this graph and caption was empirically tested with a sample of people analogous to the SPM target audience. It was found that novice readers were unable to identify the two different types of uncertainties in this graph without substantial guidance. Instead they saw a great deal of uncertainty but falsely attributed it to the climate model(s) and ignored the scenario uncertainties. Our findings demonstrate how the choice of display can directly impact a reader’s perception of the scientific message. A failure to distinguish between these two types of uncertainties could lead to an overestimate of the response uncertainties, and an underestimation of socio-economic choices. We test this assumption and identify the difficulties non-technical audiences have with this graph and how this could inevitably impede its value as a decision support tool.","application/pdf","10.3929/ethz-b-000106219",,"0165-0009||1573-1480",,"10.1007/s10584-015-1473-4","http://hdl.handle.net/20.500.11850/106219","en","Springer","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"The unseen uncertainties in climate change: reviewing comprehension of an IPCC scenario graph","Journal Article","Open access",,,"2017-06-11T20:30:53Z",,"pub:166322",,"yes",,,,,,,,,,"imp593653a29915756536","000040037","84951568661",,"000363483800002",,"2","Climatic Change","133","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","09451||03777||02351","09451||03777||02351","It was possible to publish this article open access thanks to a Swiss National Licence with the publisher.","154","141","Dordrecht","published",,,,,,"2017-07-25T10:22:27Z","2023-02-07T05:21:34Z","true",,"ECIT",,"publishedVersion"
"106393","20.500.11850/3","Kotlarski, Sven||Lüthi, Daniel||Schär, Christoph",,,,"2017-06-11T20:46:56Z","2017-06-11T20:46:56Z","2015-11",,,,,,"0899-8418||1097-0088",,"10.1002/joc.4254","http://hdl.handle.net/20.500.11850/106426","en","Wiley-Blackwell",,,"Climate change||Elevation-dependent warming||Mountain||Regional climate model||Snow","The elevation dependency of 21st century European climate change: An RCM ensemble perspective","Journal Article","Metadata only",,,"2017-06-11T20:47:07Z",,"pub:166536",,"yes",,,,,,,,,,"imp593653a72614a50557",,"84945439241",,"000363682500014","Int. j. climatol.","13","International Journal of Climatology","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360","Published online 13 January 2015.","3920","3902","Chichester","published",,,,,"true","2017-07-13T09:21:34Z","2021-02-14T13:29:48Z","true",,"ECIT",,
