id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.patent,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.version.deposit
"334928","20.500.11850/3","Bramon Mora, Bernat||Dalla Riva, Giulio V.||Stouffer, Daniel B.",,,,,"2020-02-07T17:22:59Z","2020-01-27T13:36:26Z||2020-02-07T17:22:59Z","2019-02","2019-02-06","Null models have become a crucial tool for understanding structure within incidence matrices across multiple biological contexts. For example, they have been widely used for the study of ecological and biogeographic questions, testing hypotheses regarding patterns of community assembly, species co-occurrence and biodiversity. However, to our knowledge we remain without a general and flexible approach to study the mechanisms explaining such structures. Here, we provide a method for generating ‘correlation-informed’ null models, which combine the classic concept of null models and tools from community ecology, like joint statistical modelling. Generally, this model allows us to assess whether the information encoded within any given correlation matrix is predictive for explaining structural patterns observed within an incidence matrix. To demonstrate its utility, we apply our approach to two different case studies that represent examples of common scenarios encountered in community ecology. First, we use a phylogenetically informed null model to detect a strong evolutionary fingerprint within empirically observed food webs, reflecting key differences in the impact of shared evolutionary history when shaping the interactions of predators or prey. Second, we use multiple informed null models to identify which factors determine structural patterns of species assemblages, focusing in on the study of nestedness and the influence of site size, isolation, species range and species richness. In addition to offering a versatile way to study the mechanisms shaping the structure of any incidence matrix, including those describing ecological communities, our approach can also be adapted further to test even more sophisticated hypotheses.","application/pdf","10.3929/ethz-b-000394379","1742-5689||1742-5662",,"10.1098/rsif.2018.0747","http://hdl.handle.net/20.500.11850/394379","en","Royal Society","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Null models||ecological networks||Species assemblages||structural patterns||Network motifs||nestedness","Unmasking structural patterns in incidence matrices: an application to ecological data","Journal Article","Open access",,,"2020-01-27T13:36:34Z",,,,"yes",,,,,,,,,,,,,,,,"J. R. Soc. Interface","151","Journal of the Royal Society. Interface","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09666 - Alexander, Jake (ehemalig) / Alexander, Jake (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09666 - Alexander, Jake (ehemalig) / Alexander, Jake (former)","09666","09666",,,"20180747","London","published",,,,,,,"2020-02-07T17:23:11Z","2023-02-06T18:16:30Z","true","8 p.","FORM",,"publishedVersion"
"310448","20.500.11850/3","Haber, Ariela I.||Sims, James W.||Mescher, Mark C.||De Moraes, Consuelo M.||Carr, David E.",,,,,"2019-09-23T07:20:58Z","2019-01-15T08:45:00Z||2019-01-23T17:33:13Z||2019-03-19T17:15:51Z||2019-09-23T07:20:58Z","2019-02","2018-11-23",,,,"0269-8463||1365-2435",,"10.1111/1365-2435.13246","http://hdl.handle.net/20.500.11850/315757","en","Wiley",,,"Bombus impatiens||floral rewards||floral scent||honest signal||inbreeding||Mimulus guttatus||pollination||sensory bias","A key floral scent component (β-trans-bergamotene) drives pollinator preferences independently of pollen rewards in seep monkeyflower","Journal Article","Metadata only",,,"2019-01-15T08:45:11Z",,,,"yes",,,,,,,,,,,,,,,"000458830500002","Funct. Ecol.","2","Functional Ecology","33","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03970||03939","03970||03939",,"228","218","Oxford","published",,,,,,,"2019-03-19T17:16:04Z","2023-02-06T17:40:51Z","true",,"FORM",,
"297614","20.500.11850/3","Bradford, Mark A.||McCulley, Rebecca L.||Crowther, Thomas W.||Oldfield, Emily E.||Wood, Stephen A.||Fierer, Noah",,,,,"2019-06-18T12:03:42Z","2019-02-08T20:03:27Z||2019-02-22T17:55:45Z||2019-06-18T12:03:42Z","2019-02","2019-01-14",,,,"2397-334X",,"10.1038/s41559-018-0771-4","http://hdl.handle.net/20.500.11850/324001","en","Nature Publication Group",,,,"Cross-biome patterns in soil microbial respiration predictable from evolutionary theory on thermal adaptation","Journal Article","Metadata only",,,"2019-02-08T20:03:31Z",,,,"yes",,,,,,,,,,,,,"85060078277",,"000457125600021","Nat Ecol Evol","2","Nature Ecology & Evolution","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"231","223","London","published",,,,,,"true","2019-02-22T17:55:51Z","2022-03-28T23:06:40Z","true",,"SCOPUS",,
"292061","20.500.11850/3","Vacheron, Jordan||Péchy-Tarr, Maria||Brochet, Silvia||Heiman, Clara Margot||Stojiljkovic, Marina||Maurhofer, Monika||Keel, Christoph",,,,,"2019-05-02T12:50:16Z","2019-05-02T01:12:53Z||2019-05-02T12:50:16Z","2019-01-25",,"Pseudomonas protegens are multi-talented plant-colonizing bacteria that suppress plant pathogens and stimulate plant defenses. In addition, they are capable of invading and killing agriculturally important plant pest insects that makes them promising candidates for biocontrol applications. Here we assessed the role of type VI secretion system (T6SS) components of type strain CHA0 during interaction with larvae of the cabbage pest Pieris brassicae. We show that the T6SS core apparatus and two VgrG modules, encompassing the respective T6SS spikes (VgrG1a and VgrG1b) and associated effectors (RhsA and Ghh 1), contribute significantly to insect pathogenicity of P. protegens in oral infection assays but not when bacteria are injected directly into the hemolymph. Monitoring of the colonization levels of P. protegens in the gut, hemolymph, and excrements of the insect larvae revealed that the invader relies on T6SS and VgrG1a module function to promote hemocoel invasion. A 16S metagenomic analysis demonstrated that T6SS-supported invasion by P. protegens induces significant changes in the insect gut microbiome affecting notably Enterobacteriaceae, a dominant group of the commensal gut bacteria. Our study supports the concept that pathogens deploy T6SS-based strategies to disrupt the commensal microbiota in order to promote host colonization and pathogenesis.",,,"1751-7362||1751-7370",,"10.1038/s41396-019-0353-8","http://hdl.handle.net/20.500.11850/340292","en","Nature Publishing Group",,,,"T6SS contributes to gut microbiome invasion and killing of an herbivorous pest insect by plant-beneficial Pseudomonas protegens","Journal Article","Metadata only",,,"2019-05-02T01:12:53Z",,,,"yes",,,,,,,,,,,,,"85060649608",,"000464960400016","ISME J","5","The ISME Journal","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"1329","1318","Basingstoke","published",,,,,,,"2019-05-02T12:50:25Z","2022-03-28T22:52:39Z","true",,"WOS",,
"281713","20.500.11850/3","Monchamp, Marie-Eve||Spaak, Piet||Pomati, Francesco",,,,,"2019-02-19T10:14:46Z","2019-01-26T15:32:26Z||2019-02-19T10:14:46Z","2019-01-14",,"The phylum Cyanobacteria comprises a non-photosynthetic lineage. The diversity and distribution of non-photosynthetic cyanobacteria (NCY) across aquatic environments are currently unknown, including their ecology. Here, we report about composition and phylogenetic diversity of two clades of NCY in ten lakes of the European peri-Alpine region, over the past ∼100 years. Using 16S rDNA sequences obtained from dated sediment cores, we found almost equal proportion of taxa assigned to Melainabacteria and the deepest-branching group Sericytochromatia (ML635J-21) (63 total detected taxa). The topology of our reconstructed phylogenies reflected evolutionary relationships expected from previous work, that is, a clear separation between the deepest branching Sericytochromatia, the Melainabacteria, and the photosynthetic cyanobacteria clades. While different lakes harbored distinct NCY communities, the diversity of NCY assemblages within and between lakes (alpha and beta diversity) did not significantly change over the last century. This is in contrast with what was previously reported for photosynthetic cyanobacteria. Unchanged community phylogenetic similarity over geographic distance indicated no dispersal limitation of NCY at the regional scale. Our results solicit studies linking in-lake environmental factors to the composition of these microorganisms’ communities, whose assembly appeared not to have been influenced by large-scale anthropogenic environmental changes. This is the first attempt to study the diversity and distribution of NCY taxa across temperate lakes. It provides a first step towards understanding their distribution and ecological function in pelagic aquatic habitats, where these organisms seem to be prevalent.","application/pdf","10.3929/ethz-b-000320053","1664-302X",,"10.3389/fmicb.2018.03344","http://hdl.handle.net/20.500.11850/320053","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Melainabacteria||ML635J-21||Sericytochromatia||metabarcoding||sedimentary DNA||distance-decay relationship||meta-community||Anthropocene","Long Term Diversity and Distribution of Non-photosynthetic Cyanobacteria in Peri-Alpine Lakes","Journal Article","Open access",,,"2019-01-26T15:32:27Z",,,,"yes",,,,,,,,,,,,,,,"000455629400001","Front Microbiol",,"Frontiers in Microbiology","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"3344","Lausanne","published",,,,,,"true","2019-02-19T10:14:51Z","2022-03-28T22:18:28Z","true","11 p.","WOS",,"publishedVersion"
"292064","20.500.11850/3","Fontana, Simone||Thomas, Mridul K.||Reyes, Marta||Pomati, Francesco",,,,,"2019-05-02T12:48:14Z","2019-05-01T00:36:43Z||2019-05-02T09:22:40Z||2019-05-02T12:48:14Z","2019-01-07",,,,,"1751-7362||1751-7370",,"10.1038/s41396-018-0320-9","http://hdl.handle.net/20.500.11850/340279","en","Nature Publishing Group",,,,"Light limitation increases multidimensional trait evenness in phytoplankton populations","Journal Article","Metadata only",,,"2019-05-01T00:36:44Z",,,,"yes",,,,,,,,,,,,,"85059611131",,"000464960400004","ISME J","5","The ISME Journal","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"1167","1159","Basingstoke","published",,,,,,,"2019-05-02T09:22:44Z","2021-02-15T04:28:00Z","true",,"WOS",,
"272516","20.500.11850/3","Buckley, James||Pashalidou, Foteini G.||Fischer, Martin C.||Widmer, Alex||Mescher, Mark C.||De Moraes, Consuelo M.",,,,,"2019-01-10T08:24:13Z","2019-01-10T08:02:05Z||2019-01-10T08:24:13Z","2019-01-05",,"Variation in local herbivore pressure along elevation gradients is predicted to drive variation in plant defense traits. Yet, the extent of intraspecific variation in defense investment along elevation gradients, and its effects on both herbivore preference and performance, remain relatively unexplored. Using populations of Arabidopsis halleri (Brassicaceae) occurring at different elevations in the Alps, we tested for associations between elevation, herbivore damage in the field, and constitutive chemical defense traits (glucosinolates) assayed under common-garden conditions. Additionally, we examined the feeding preferences and performance of a specialist herbivore, the butterfly Pieris brassicae, on plants from different elevations in the Alps. Although we found no effect of elevation on the overall levels of constitutive glucosinolates in leaves, relative amounts of indole glucosinolates increased significantly with elevation and were negatively correlated with herbivore damage in the field. In oviposition preference assays, P. brassicae females laid fewer eggs on plants from high-elevation populations, although larval performance was similar on populations from different elevations. Taken together, these results support the prediction that species distributed along elevation gradients exhibit genetic variation in chemical defenses, which can have consequences for interactions with herbivores in the field.","application/pdf","10.3929/ethz-b-000314722","1422-0067",,"10.3390/ijms20010174","http://hdl.handle.net/20.500.11850/314722","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Elevation gradient||Herbivore preference||GLUCOSINOLATES (BIOCHEMISTRY)||Oviposition preference||Defense||Arabidopsis halleri||Pieris brassicae","Divergence in Glucosinolate Profiles between High- and Low-Elevation Populations of <i>Arabidopsis halleri</i> Correspond to Variation in Field Herbivory and Herbivore Behavioral Preferences","Journal Article","Open access",,,"2019-01-10T08:02:11Z",,,,"yes",,,,,,,,,,"52449931",,,"85059689782",,"000459747700174","Int. j. mol. sci.","1","International Journal of Molecular Sciences","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","02350||03970||03706||03939","03706||03970||03939","This article belongs to the Special Issue Plant-Insect Interactions 2018",,"174","Basel","published",,,,,,,"2019-01-10T08:24:43Z","2023-02-06T16:44:27Z","true","20 p.; supplementary material 6 p.","FORM",,"publishedVersion"
"331720","20.500.11850/3","Tiegs, Scott D.||Robinson, Christopher T.||et al.",,,,,"2020-01-24T09:25:08Z","2020-01-22T10:57:13Z||2020-01-24T09:25:08Z","2019-01-02","2019-01-09","River ecosystems receive and process vast quantities of terrestrial organic carbon, the fate of which depends strongly on microbial activity. Variation in and controls of processing rates, however, are poorly characterized at the global scale. In response, we used a peer-sourced research network and a highly standardized carbon processing assay to conduct a global-scale field experiment in greater than 1000 river and riparian sites. We found that Earth’s biomes have distinct carbon processing signatures. Slow processing is evident across latitudes, whereas rapid rates are restricted to lower latitudes. Both the mean rate and variability decline with latitude, suggesting temperature constraints toward the poles and greater roles for other environmental drivers (e.g., nutrient loading) toward the equator. These results and data set the stage for unprecedented “next-generation biomonitoring” by establishing baselines to help quantify environmental impacts to the functioning of ecosystems at a global scale.","application/pdf","10.3929/ethz-b-000392994","2375-2548",,"10.1126/sciadv.aav0486","http://hdl.handle.net/20.500.11850/392994","en","AAAS","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/",,"Global patterns and drivers of ecosystem functioning in rivers and riparian zones","Journal Article","Open access",,,"2020-01-22T10:57:21Z",,,,"yes",,,,,,,,,,,,,,,,"Sci Adv","1","Science Advances","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"eaav0486","Washington, DC","published",,,,,,,"2020-01-24T09:25:21Z","2022-03-29T00:49:57Z","true","9 p.","BATCH",,"publishedVersion"
"316764","20.500.11850/16","Karisto, Petteri",,,,"McDonald, Bruce A.||Mikaberidze, Alexey||Del Ponte, Emerson M.","2019-11-01T07:26:31Z","2019-10-31T14:46:06Z||2019-11-01T07:24:35Z||2019-11-01T07:26:31Z","2019","2019-11-01",,"application/pdf","10.3929/ethz-b-000374357",,,,"http://hdl.handle.net/20.500.11850/374357","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Measuring and managing epidemics caused by Zymoseptoria tritici","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2019-10-31T14:46:16Z",,,,"yes",,,,,,,,,"26107",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,,,"Zurich","published",,,,,,,"2019-11-01T07:25:26Z","2020-02-15T22:17:17Z","true","219 p.","FORM",,
"316076","20.500.11850/3","Leuchtmann, Adrian||Young, Carolyn A.||Stewart, Alan V.||Simpson, Wayne R.||Hume, David E.||Scott, Barry",,,,,"2019-10-29T12:50:37Z","2019-08-29T02:14:33Z||2019-08-29T08:35:24Z||2019-10-29T12:50:37Z","2019","2019-08-15",,,,,,"10.1080/0028825X.2019.1651344","http://hdl.handle.net/20.500.11850/361207","en","Taylor & Francis",,,"Alkaloid genotype||Dichelachne micrantha||endemic New Zealand grasses||endophyte infection||Epichloe novae-zelandiae||interspecific hybrid||Poa matthewsii","Epichloe novae-zelandiae, a new endophyte from the endemic New Zealand grass Poa matthewsii","Journal Article","Metadata only",,,"2019-08-29T02:14:38Z",,,,"yes",,,,,,,,,,,,,"85070938247",,"000481367800001",,"4","New Zealand Journal of Botany","57","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","03706||08670","03706||08670",,"288","271","Melbourne","published",,,,,,,"2019-10-29T12:50:50Z","2020-02-15T22:14:49Z","true",,"WOS",,
"281444","20.500.11850/5","Stanczyk, Nina M.||De Moraes, Consuelo M.||Mescher, Mark C.",,,,,"2019-02-18T08:36:42Z","2018-12-31T03:27:05Z||2019-02-18T08:36:42Z","2019-01","2018-12-19",,,,"1746-0913||1746-0921",,"10.2217/fmb-2018-0312","http://hdl.handle.net/20.500.11850/313407","en","Future Medicine Ltd",,,"diagnostics||disease biomarkers||malaria||Plasmodium||volatiles","Can we use human odors to diagnose malaria?","Other Journal Item","Metadata only",,,"2018-12-31T03:27:05Z",,,,"yes",,,,,,,,,,,,,"85059055865",,"000453936100002","Future Microbiol","1","Future Microbiology","14","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03970||03939","03970||03939",,"9","5","London","published",,,,,,,"2019-02-18T08:36:47Z","2020-02-15T17:24:01Z","true",,"SCOPUS",,
"284873","20.500.11850/3","Jaffuel, Geoffrey||Imperiali, Nicola||Shelby, Kent||Campos-Herrera, Raquel||Geisert, Ryan||Maurhofer, Monika||Loper, Joyce||Keel, Christoph||Turlings, Ted C.J.||Hibbard, Bruce E.",,,,,"2019-03-11T13:29:47Z","2019-03-11T11:43:33Z||2019-03-11T13:29:47Z","2019","2019-02-28","Diabrotica virgifera virgifera LeConte, the western corn rootworm (WCR), is the most destructive pest of maize in North America, and has recently spread across central Europe. Its subterranean larval stages are hard to reach with pesticides and it has evolved resistance to conventional management practices. The application of beneficial soil organisms is being considered as a sustainable and environmental friendly alternative. In a previous study, the combined application in wheat fields of arbuscular mycorrhizal fungi, entomopathogenic Pseudomonas bacteria, and entomopathogenic nematodes was found to promote growth and protection against a natural pest infestation, without negative cross effects. Because of the insect-killing capacity of the bacteria and nematodes, we hypothesized that the application of these organisms would have similar or even greater beneficial effects in WCR-infested maize fields. During three consecutive years (2015–2017), we conducted trials in Missouri (USA) in which we applied the three organisms, alone or in combinations, in plots that were artificially infested with WCR and in non-infested control plots. For two of the three trials, we found that in plots treated with entomopathogenic nematodes and/or entomopathogenic Pseudomonas bacteria, roots were less damaged than the roots of plants in control plots. During one year, WCR survival was significantly lower in plots treated with Pseudomonas than in control plots, and the surviving larvae that were recovered from these plots were lighter. The bacterial and nematodes treatments also enhanced yield, assessed as total grain weight, in one of the trials. The effects of the treatments varied considerable among the three years, but they were always positive for the plants.","application/pdf","10.3929/ethz-b-000330427","2045-2322",,"10.1038/s41598-019-39753-7","http://hdl.handle.net/20.500.11850/330427","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Protecting maize from rootworm damage with the combined application of arbuscular mycorrhizal fungi, Pseudomonas bacteria and entomopathogenic nematodes","Journal Article","Open access",,,"2019-03-11T11:43:35Z",,,,"yes",,,,,,,,,,,,,"85062350571",,"000459897600061","Sci Rep","1","Scientific Reports","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,,"3127","London","published",,,,,,,"2019-03-11T13:29:52Z","2021-02-15T03:50:39Z","true","12 p.","SCOPUS",,"publishedVersion"
