id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.date.updated,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.documents,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isCompiledBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.repository,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"342508","20.500.11850/31","Kreil, Agnes Sophie","Kreil, Agnes Sophie","Kreil, Agnes Sophie",,,"2020-04-02T12:05:46Z","2020-03-26T14:56:57Z||2020-03-30T18:24:47Z||2020-04-02T11:50:57Z||2020-04-02T12:02:57Z||2020-04-02T12:05:46Z","2020","2020-03-30",,,"text/csv","10.3929/ethz-b-000406764",,,,,"http://hdl.handle.net/20.500.11850/406764","en","ETH Zurich","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Discourse analysis||SKAD||Aviation||Climate change||media analysis","Swiss news media discussing aviation and climate change, 2019",,"Dataset","Open access",,,,"2019-04-24/2019-09-26","2020-03-26T14:57:08Z",,"indefinite","292278994-08-17T07:12:55Z","NVivo","yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,,"Zurich",,,,,,,,,,,,,,,,"2020-03-30T18:25:15Z","2022-03-29T01:43:43Z","true","5.81	kB","FORM",,,,
"345756","20.500.11850/3","Schulz, Tobias||Lieberherr, Eva",,,,,"2020-04-29T14:15:26Z","2020-04-25T11:26:49Z||2020-04-29T11:18:20Z||2020-04-29T14:15:26Z","2020-01",,,,,,,"0036-7818||2235-1469",,"10.3188/szf.2020.0003","http://hdl.handle.net/20.500.11850/411769","de","Schweizerischer Forstverein",,,"Regulation||Forest policy||Policy coordination||Implementation","Regulierungen im Waldbereich im Wandel: Gefahrenabwehr, Multifunktionalität und Koordination",,"Journal Article","Metadata only",,,,,"2020-04-25T11:26:57Z",,,,,"yes",,,,,,,,,,,,,,,"Schweiz. Z. Forstwes.","1","Schweizerische Zeitschrift für Forstwesen","171","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"10","3","Zürich","published",,,,,,,,,,,,,,,"2020-04-29T11:18:30Z","2022-03-29T01:54:51Z","true",,"FORM",,,,
"344958","20.500.11850/22","Dallo, Irina||et al.",,,,,"2020-04-23T07:01:47Z","2020-04-23T04:31:07Z||2020-04-23T05:41:52Z||2020-04-23T06:08:38Z||2020-04-23T07:01:47Z","2020","2020-04-23",,,"application/pdf","10.3929/ethz-b-000411190",,,,,"http://hdl.handle.net/20.500.11850/411190","en","ETH Zurich, Transdisciplinarity Lab","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Supplementary material: What defines the success of maps and additional information on a multi-hazard platform",,"Working Paper","Open access",,,,,"2020-04-23T04:31:16Z",,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,,"Zurich","published",,,,,,,,,,"10.3929/ethz-b-000428490",,,,,"2021-02-15T10:32:38Z","2022-03-29T01:52:42Z","true","28 p.","FORM",,,"submittedVersion",
"349779","20.500.11850/3","Creutzburg, Leonard||Ohmura, Tamaki||Lieberherr, Eva",,,,,"2020-06-02T13:53:06Z","2020-05-30T03:15:55Z||2020-06-02T13:53:06Z","2020","2020-05-06",,"For multifunctional forests that seek to fulfil societal, environmental and economic demands, active forest management is key. However, like in many other western European countries, Switzerland's small-scale private forest owners increasingly do not manage their forests. By applying and adapting the Institutional Resource Regime (IRR), a framework for environmental policy analysis that considers use rights both from public policies and property rights, we analyse the situation in Switzerland. Subsequently, we propose a Swiss forest gift programme – based on the Canadian Ecological Gifts Program (EGP) – consisting of different policy instruments that would ultimately lead to a transfer of property rights from the current to new owners. In sum, we argue that our proposal would lead to more “coherence”, with regard to the IRR's sustainability dimension, and consequently to clearer responsibilities for the sustainable management of forests in Switzerland.","application/pdf","10.3929/ethz-b-000417470",,"0016-7312",,"10.5194/gh-75-69-2020","http://hdl.handle.net/20.500.11850/417470","en","Copernicus Publications","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"A gift programme for sustainable forest management? A Swiss perspective on public policies and property rights",,"Journal Article","Open access",,,,,"2020-05-30T03:16:03Z",,,,,"yes",,,,,,,,,,,,"85085117723",,,"Geogr. Helv.","2","Geographica Helvetica","75","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"80","69","Göttingen","published",,,,,,,,,,,,,,,"2020-06-02T13:53:17Z","2022-03-29T02:12:52Z","true",,"SCOPUS",,,"publishedVersion",
"460818","20.500.11850/28","Curman, Marta||Foldal, Cecilie||Deuffic, Philippe||Haltia, Emmi||Jandl, Robert||Koller, Nancy||Riedl, Marcel||Sarvašová, Zuzana||Weiss, Gerhard||Wilkes-Allemann, Jerylee||Westin, Kerstin",,,,,"2022-07-28T11:55:48Z","2020-12-12T12:57:17Z||2021-02-25T19:45:54Z||2021-04-28T09:26:00Z||2021-06-22T08:09:21Z||2021-10-21T13:04:58Z||2022-07-28T11:09:55Z||2022-07-28T11:55:48Z","2020",,,,,,,,,,"http://hdl.handle.net/20.500.11850/456100","en","European Forest Institute (EFI)",,,,"Policy Brief - Campaigning for smallholder foresters",,"Other Publication","Metadata only",,,,,"2020-12-12T12:57:30Z",,,,,"yes",,,,,,,,,,,,,,,,,"EFI Policy Briefs",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,"Joensuu","unpublished",,,,,,,,,,,,,,"true",,,,"8 p.","FORM",,,,
"360810","20.500.11850/16","Knüsel, Benedikt",,,,"Bresch, David N.||Knutti, Reto||Baumberger, Christoph||Frisch, Mathias","2020-08-24T09:05:10Z","2020-02-15T19:25:05Z||2020-02-17T08:45:05Z||2020-08-24T09:05:10Z","2020","2020-02-17",,"Recent years have seen a dramatic increase in the volumes of data that are produced, stored, and analyzed. This advent of big data has led to commercial success stories, for example in recommender systems in online shops. However, scientific research in various disciplines including environmental and climate science will likely also benefit from increasing volumes of data, new sources for data, and the increasing use of algorithmic approaches to analyze these large datasets. This thesis uses tools from philosophy of science to conceptually address epistemological questions that arise in the analysis of these increasing volumes of data in environmental science with a special focus on data-driven modeling in climate research. Data-driven models, here, are defined as models of phenomena that are built with machine learning. While epistemological analyses of machine learning exist, these have mostly been conducted for fields characterized by a lack of hierarchies of theoretical background knowledge. Such knowledge is often available in environmental science and especially in physical climate science, and it is relevant for the construction, evaluation, and use of data-driven models. This thesis investigates predictions, uncertainty, and understanding from data-driven models in environmental and climate research and engages in in-depth discussions of case studies. These three topics are discussed in three topical chapters. The first chapter addresses the term “big data”, and rationales and conditions for the use of big-data elements for predictions. Namely, it uses a framework for classifying case studies from climate research and shows that “big data” can refer to a range of different activities. Based on this classification, it shows that most case studies lie in between classical domain science and pure big data. The chapter specifies necessary conditions for the use of big data and shows that in most scientific applications, background knowledge is essential to argue for the constancy of the identified relationships. This constancy assumption is relevant both for new forms of measurements and for data-driven models. Two rationales for the use of big-data elements are identified. Namely, big-data elements can help to overcome limitations in financial, computational, or time resources, which is referred to as the rationale of efficiency. Big-data elements can also help to build models when system understanding does not allow for a more theory-guided modeling approach, which is referred to as the epistemic rationale.  The second chapter addresses the question of predictive uncertainties of data-driven models. It highlights that existing frameworks for understanding and characterizing uncertainty focus on specific locations of uncertainty, which are not informative for the predictive uncertainty of data-driven models. Hence, new approaches are needed for this task. A framework is developed and presented that focuses on the justification of the fitness-for-purpose of the models for the specific kind of prediction at hand. This framework uses argument-based tools and distinguishes between first-order and second-order epistemic uncertainty. First-order uncertainty emerges when it cannot be conclusively justified that the model is maximally fit-for-purpose. Second-order uncertainty emerges when it is unclear to what extent the fitness-for-purpose assumption and the underlying assumptions are justified. The application of the framework is illustrated by discussing a case study of data-driven projections of the impact of climate change on global soil selenium concentrations. The chapter also touches upon how the information emerging from the framework can be used in decision-making.  The third chapter addresses the question of scientific understanding. A framework is developed for assessing the fitness of a model for providing understanding of a phenomenon. For this, the framework draws from the philosophical literature on scientific understanding and focuses on the representational accuracy, the representational depth, and the graspability of a model. Then, based on the framework, the fitness of data-driven and process-based climate models for providing understanding of phenomena is compared. It is concluded that data-driven models can, under some conditions, be fit to serve as vehicles for understanding to a satisfactory extent. This is specifically the case when sufficient background knowledge is available such that the coherence of the model with background knowledge provides good reasons for the representational accuracy of the data-driven model, which can be assessed e.g. through sensitivity analyses. This point is illustrated by discussing a case study from atmospheric physics in which data-driven models are used to better understand the drivers of a specific type of clouds. The work of this thesis highlights that while big data is no panacea for scientific research, data-driven modeling offers new tools to scientists that can be very useful for a variety of questions. All three studies emphasize the importance of background knowledge for the construction and evaluation of data-driven models as this helps to obtain models that are representationally accurate. The importance of domain-specific background knowledge and the technical challenges of implementing data-driven models for complex phenomena highlight the importance of interdisciplinary work. Previous philosophical work on machine learning has stressed that the problem framing makes models theory-laden. This thesis shows that in a field like climate research, the model evaluation is strongly guided by theoretical background knowledge, which is also important for the theory-ladenness of data-driven modeling. The results of the thesis are relevant for a range of methodological questions regarding data-driven modeling and for philosophical discussions of models that go beyond data-driven models.","application/pdf","10.3929/ethz-b-000399735",,,,,"http://hdl.handle.net/20.500.11850/399735","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Epistemological Issues in Data-Driven Modeling in Climate Research",,"Doctoral Thesis","Open access",,"DDC - DDC::1 - Philosophy & psychology::100 - Philosophy||DDC - DDC::5 - Science::500 - Natural sciences",,,"2020-02-15T19:25:15Z","2020-02-17",,,,"yes",,,,,"Combining theory with Big Data? The case of uncertainty in prediction of trends in extreme weather and impacts","167215","10.13039/501100001711","SNF","NFP 75: Gesuch","26626",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","09576||03777","09576||03777",,,,"Zurich","published",,,"10.3929/ethz-b-000328717",,,,,,,,,,,,"2020-02-17T08:45:28Z","2021-02-15T16:39:11Z","true","143 p.","FORM",,,,
"367111","20.500.11850/3","Westcott, Mark||Ward, John||Surminski, Swenja||Sayers, Paul||Bresch, David N.||Claire, Bronwyn",,,,,"2020-09-10T06:38:37Z","2020-08-02T03:06:46Z||2020-09-10T06:38:37Z","2020","2020-07-01",,"This article explores how real estate investors and lenders can assess and manage the physical risks of climate change through wellestablished risk models and climate scenarios. The authors propose a methodology that real estate investors and lenders can use to improve their understanding and management of these risks. The methodology is applied to a sample of 12 real estate portfolios with a total market value in excess of £2 trillion, spread across Europe, North and South America, and Asia, investigating the impacts of climate change on losses from floods and winter storms (UK) as well as tropical cyclones (North America and the Pacific Rim). The estimated changes in risk, especially in the climate scenario most aligned with the current warming trajectory, raises important questions for investors, lenders, insurers, and policymakers as to how these new levels of risk can be managed in the most cost-effective manner.",,,,"1520-3255||2168-8435",,"10.3905/jai.2020.1.100","http://hdl.handle.net/20.500.11850/429565","en","Pageant Media",,,,"Be prepared: Exploring future climate-related risk for residential and commercial real estate portfolios",,"Journal Article","Metadata only",,,,,"2020-08-02T03:06:50Z",,,,,"yes",,,,,,,,,,,,"85088514356",,"000640092400004",,"1","The Journal of Alternative Investments","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"34","24","New York, NY","published",,,,,,,,,,,,,,,"2020-09-10T06:38:51Z","2022-03-29T03:05:43Z","true",,"SCOPUS",,,,
"413841","20.500.11850/16","Skelton, Maurice",,,,"Bresch, David N.||Dessai, Suraje||Pohl, Christian Erik||Bremer, Scott","2021-08-06T05:22:19Z","2020-07-31T09:16:16Z||2020-08-05T12:38:19Z||2020-08-06T06:42:09Z||2021-08-06T05:22:19Z","2020","2020-08-06",,"Much scholarship has argued that information on future climate change ought to be the basis for climate adaptation decisions. But how has the impressive corpus of knowledge produced by climate scientists been processed and adapted to inform adaptation decisions in practice? This doctoral thesis compares and analyses how different actors have ap-proached, grappled with, understood, generated relevance and acted upon climate science for adaptation. Drawing on surveys, semi-structured interviews, documentary materials, workshop observations, and the peer-reviewed literature, this thesis encompasses three empirical studies – on global customisations, national uses and local appropriations – as well as a reflective review ordering different social-scientific perspectives according to their underlying aims and concerns. Starting with a historiographic perspective on the origin of the concept of ‘climate’, the introduction (chapter 1) illustrates what climate science at the turn of the 21st century is, before reviewing key social-scientific scholarship on climate adaptation and climate sci-ence. Chapter 2 then describes not only the particular data and methods employed in this thesis, but also reflects how methodological considerations influence the research project more generally. Chapter 3 analyses how countries around the globe differ in their ability to customise climate models into climate projections supporting their national adaptation planning. While a surprising amount of nations have produced such information, the degree to which they are able to tailor the information to their needs and political cultures is strongly correlated with the countries’ general competence to publish climate science. Thus, while climate information is widely available, customising it for own purposes remains restricted to a few countries. Chapter 4 introduces the typology of sailors, divers, and observers to emphasise three particu-lar ways climate projections have been used on a national level. It argues that the more qualitative or quantitative use of climate information is neither correlated to climate service users’ affiliation to a sector, academia, or practice. Further, I find that many adaptation actors used information on climate futures in a qualitative way, but number-crunched cur-rent climate data. Communicating climate information, both qualitatively as well as quanti-tatively, is thus key to increase the national use of climate science. Chapter 5 analyses how, and more importantly why, four sectors vulnerable to heatwaves appropriated scientific climate knowledge differently. By drawing on the work of Eviatar Zerubavel and his cultural cognitive sociology, I find that the formative and performative dimen-sions of knowledge play a major role in appropriating climate information. One, whether concepts are shared between a sector and climate science, allowing to similarly recognise the relevance of climate knowledge. Two, the more experts enjoy a large decision scope, the more they seem to be able to integrate heatwaves into their work. The decision scope is, however, influenced by the properties with which experts work: inert matter allows a different style of adaptation than people. Chapter 6 is a reflective review paper that classifies the vast amount of research into five distinct ways social scientists study climate science and climate adaptation. The aim of this review is to draw out distinct underlying ontological and epistemological differences, which are in themselves influenced by partly competing priorities, concerns and aims. By introducing how social scientists committed to a descriptivist style are different to the amelio-rist, argumentivist, interpretivist and critical order of social science, I aim to emphasise how social science on adapting climate science is a rich but also potentially tribal field. Chapter 7 then discusses the three empirical papers and the review further, and details how the collected material on local appropriations could contribute to ongoing academic dis-cussions. It also expands on how the Youth Strike for Climate influences discussions on climate adaptation (not mitigation), and how the entry of a new societal actor offers promising new research opportunities for the study of ‘adapting climate science’.","application/pdf","10.3929/ethz-b-000429417",,,,,"http://hdl.handle.net/20.500.11850/429417","en","ETH Zurich","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Climate adaptation||use of climate science||climate projections||ENVIRONMENTAL SOCIAL SCIENCES, ENVIRONMENTAL SOCIOLOGY||adaptation to urban heatwaves||Customisation of climate science||transferm, uptake and appropriation of climate knowledge||social-scientific perspectives on climate science and adaptation","Adapting climate science",,"Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::300 - Social sciences",,,"2020-07-31T09:16:31Z","2021-08-05",,,,"yes",,,,,,,,,,"26651",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","09576||02351","09576||02351",,,,"Zurich","published",,,,,,,,,,,,,,,"2020-08-06T06:42:27Z","2023-02-06T22:19:35Z","true","169 p.","FORM",,"Global customisations, national uses, and local appropriations",,
"383648","20.500.11850/3","Schar, Daniel||Klein, Eili Y.||Laxminarayan, Ramanan||Gilbert, Marius||Van Boeckel, Thomas P.",,,,,"2021-01-08T11:23:39Z","2021-01-06T03:43:01Z||2021-01-08T11:23:39Z","2020","2020-12-14",,"Globally aquaculture contributes 8% of animal protein intake to the human diet, and per capita consumption is increasing faster than meat and dairy consumption. Reports have documented antimicrobial use in the rapidly expanding aquaculture industry, which may contribute to the rise of antimicrobial resistance, carrying potential consequences for animal-, human-, and ecosystem-health. However, quantitative antimicrobial use across a highly diversified aquaculture industry is not well characterized. Here, we estimate global trends in antimicrobial use in aquaculture in 2017 and 2030 to help target future surveillance efforts and antimicrobial stewardship policies. We estimate antimicrobial use intensity (mg kg−1) for six species groups though a systematic review of point prevalence surveys, which identified 146 species-specific antimicrobial use rates. We project antimicrobial use in each country by combining mean antimicrobial use coefficients per species group with OECD/FAO Agricultural Outlook and FAO FishStat production volumes. We estimate global antimicrobial consumption in 2017 at 10,259 tons (95% uncertainty interval [UI] 3163–44,727 tons), increasing 33% to 13,600 tons in 2030 (UI 4193–59,295). The Asia–Pacific region represents the largest share (93.8%) of global consumption, with China alone contributing 57.9% of global consumption in 2017. Antimicrobial consumption intensity per species group was: catfish, 157 mg kg−1 (UI 9–2751); trout, 103 mg kg−1 (UI 5–1951); tilapia, 59 mg kg−1 (UI 21–169); shrimp, 46 mg kg−1 (UI 10–224); salmon, 27 mg kg−1 (UI 17–41) and a pooled species group, 208 mg kg−1, (UI 70–622). All antimicrobial classes identified in the review are classified as medically important. We estimate aggregate global human, terrestrial and aquatic food animal antimicrobial use in 2030 at 236,757 tons (95% UI 145,525–421,426), of which aquaculture constitutes 5.7% but carries the highest use intensity per kilogram of biomass (164.8 mg kg−1). This analysis calls for a substantial scale-up of surveillance capacities to monitor global trends in antimicrobial use. Current evidence, while subject to considerable uncertainties, suggests that for some species groups antimicrobial use intensity surpasses consumption levels in terrestrial animals and humans. Acknowledging the fast-growing nature of aquaculture as an important source of animal nutrition globally, our findings highlight the urgent need for enhanced antimicrobial stewardship in a high-growth industry with broad links to water and ecosystem health.","application/pdf","10.3929/ethz-b-000459688",,"2045-2322",,"10.1038/s41598-020-78849-3","http://hdl.handle.net/20.500.11850/459688","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Global trends in antimicrobial use in aquaculture",,"Journal Article","Open access",,,,,"2021-01-06T03:43:07Z",,,,,"yes",,,,,,,,,,,,"85098212596",,"000600104900045","Sci Rep","1","Scientific Reports","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09673 - Van Boeckel, Thomas (ehemalig) / Van Boeckel, Thomas (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09673 - Van Boeckel, Thomas (ehemalig) / Van Boeckel, Thomas (former)","09673","09673",,,"21878","London","published",,,,,,,,,,,,,,,"2021-01-08T11:23:47Z","2023-02-06T21:14:29Z","true","9 p.","SCOPUS",,,"publishedVersion",
"314650","20.500.11850/3","Song, Lei||Lieu, Jenny||Nikas, Alexandros||Arsenopoulos, Apostolos||Vasileiou, George",,,,,"2019-10-18T12:34:51Z","2019-10-18T09:46:56Z||2019-10-18T12:34:51Z","2020-01","2019-09-23",,"China's urbanisation has caused city populations to grow rapidly, boosting continuous development and scaling up the construction industry more intensely. The building sector is thus a key area to consider for climate change mitigation efforts. This study initially seeks to explore the development of a green transition pathway for the Chinese building sector, informed by national and local low-carbon policies and strategies, with specific references to Beijing and Shanghai. Acknowledging that the barriers and impacts of these policies have not been explored in depth and in consideration of the multiplicity of stakeholder views, we then set out to collect stakeholders’ perspectives of implementation and consequential risks associated with the envisaged transition and with the policies aiming to promote this transition. These concerns are evaluated in a multiple-criteria group decision making approach. By focusing on the resulting most critical implementation barriers, we then outline five plausible socioeconomic scenarios, against which we simulate the impacts of the considered policy strategies on the low-carbon transition of the Chinese built environment as well the extent of their key possible negative consequences, by means of fuzzy cognitive maps.","application/pdf","10.3929/ethz-b-000371490",,"2214-6296",,"10.1016/j.erss.2019.101306","http://hdl.handle.net/20.500.11850/371490","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Transition||Risks||Building sector||China","Contested energy futures, conflicted rewards? Examining low-carbon transition risks and governance dynamics in China's built environment",,"Journal Article","Open access",,,,,"2019-10-18T09:47:18Z",,,,,"yes",,,,,,,,,,,,"85072552024",,"000504057300004",,,"Energy Research & Social Science","59","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"101306","Amsterdam","published",,,,,,,,,,,,,,,"2019-10-18T12:35:05Z","2023-02-06T17:45:44Z","true","16 p.","SCOPUS",,,"publishedVersion",
