id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.projectLeader,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.arxiv,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.compiles,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isCompiledBy,ethz.relation.isPartOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"427501","20.500.11850/14","Tröndle, Tim||Pfenninger, Stefan||Lilliestam, Johan",,"European Commission. Joint Research Centre",,,"2021-11-30T10:28:19Z","2021-11-29T14:16:03Z||2021-11-30T10:28:19Z","2021-01",,,,,"978-92-76-27388-2||978-92-76-27389-9","1831-9424||1018-5593",,,"http://hdl.handle.net/20.500.11850/517581","en","Publications Office of the European Union",,,,"The possibility for renewable electricity autarky in Europe",,"Book Chapter","Metadata only","Atlas of the Human Planet 2020: Open geoinformation for research, policy, and action",,,"2021-11-29T14:16:08Z",,,,"yes",,,,,,,,,,,,,,,,,,"EUR","30516","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"100","99","Luxembourg","published",,,,,,"10.2760/16432",,,,,"2021-11-30T10:28:29Z","2021-11-30T10:28:29Z","true",,"FORM",,,
"374310","20.500.11850/3","Duygan, Mert||Stauffacher, Michael||Meylan, Grégoire",,,,,"2020-11-02T11:21:31Z","2020-11-01T08:34:02Z||2020-11-02T11:21:31Z","2021-01","2020-10-22","Institutional change is crucial for the transitions of socio-technical systems. This study addresses why some actors have strong agency by uncovering the determinants of their influence on formal institutions. We focused on a recent and major policy process in Swiss waste management as the empirical case. We carried out content analysis of consultation documents, expert surveys, online questionnaire and social network analysis. The resulting data were then analysed with Qualitative Comparative Analysis (QCA) to determine the necessary and sufficient conditions associated with large influence. Results suggest that only several actors have a major influence on the policy output. Possessing material or non-material resources is found to be necessary yet not sufficient, as actors need to exhibit high activity and embeddedness in social networks or articulate a discourse rich in various concepts. By elucidating the configuration of endowments critical for actors’ influence on formal institutions, this study yields novel insights into the ingredients of strong agency. The analytical approach we present can be applied to various settings and thus can be pursued for a systematic analysis on the determinants of actors’ influence and how it varies with political or organizational context.","application/pdf","10.3929/ethz-b-000449018",,"0040-1625",,"10.1016/j.techfore.2020.120413","http://hdl.handle.net/20.500.11850/449018","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Agency||Transitions||Qualitative comparative analysis||Social network analysis||Discourse analysis||Endowments","What constitutes agency? Determinants of actors’ influence on formal institutions in Swiss waste management",,"Journal Article","Open access",,,,"2020-11-01T08:34:12Z",,,,"yes",,,,,,,,,,,,,"85093927564",,"000621378100024","Technol. Forecasting Soc. Change",,"Technological Forecasting and Social Change","162","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"120413","New York, NY","published",,,,,,,,,,,"2020-11-02T11:21:44Z","2022-03-29T03:56:19Z","true",,"SCOPUS",,"publishedVersion",
"411266","20.500.11850/5","Zimmermann, Anne B.||Stauffacher, Michael||Bornemann, Basil||da Silva-Trolliet, Tamara",,,,,"2021-07-20T11:50:44Z","2021-07-15T10:45:07Z||2021-07-20T11:50:44Z","2021","2021-03-25","Transformatives Lernen und Lehren sind wesentlich für nachhaltige Entwicklung. Was bedeutet diese Erkenntnis für die Hochschulen? Und welche Rolle spielen Emotionen und krisenhafte Erfahrungen in diesem Kontext? Eine Bilanz aus zwei Anlässen der saguf.","application/pdf","10.3929/ethz-b-000495090",,"0940-5550",,"10.14512/gaia.30.1.12","http://hdl.handle.net/20.500.11850/495090","de","Oekom Verlag","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","emotions||higher education for sustainable development||relationality||transformative learning and teaching","Transformatives Lernen als Herausforderung für die universitäre Hochschulbildung","Transformative learning: a challenge for universities","Other Journal Item","Open access",,,,"2021-07-15T10:46:45Z",,,,"yes",,,,,,,,,,,,,,,"000635206600011","Gaia","1","GAIA - Ecological Perspectives for Science and Society","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"59","57","München","published",,,,,,,,,,,"2021-07-20T11:50:50Z","2022-03-29T10:32:17Z","true",,"WOS",,"publishedVersion",
"406274","20.500.11850/3","Sharma, Upasna||Chetri, Priya||Minocha, Srishti||Roy, Akashdeep||Holker, Tanushree||Patt, Anthony||Joerin, Jonas",,,,,"2021-06-16T15:22:44Z","2021-06-05T02:25:20Z||2021-06-16T15:22:44Z","2021","2021-05-14","Phone-based short message applications (also called SMS in common parlance) as a medium of sending agricultural information to farmers is considered important in the context of a developing country as it makes information accessible to a large number of farmers economically. However, the empirical evidence on the effect of agricultural information sent through SMS on varied farm outcomes is divided. Using a randomized control trial study design, the present study focuses on a particular agricultural information viz. agri-met advisories, and a particular channel of dissemination viz. SMS to understand the role of information and the medium of information in compliance with recommended information and improvement in farm outcomes. This paper asks two main questions: i) does provision of agri-met advisory via SMS lead to greater compliance with advisory recommendations by the farmers? and ii) Do farm outcomes such as yield differ for those who received the agri-met advisory via SMS?  The study is based on six districts in Haryana divided across three agro-climatic zones focusing on the wheat crop. The results showed positive and significant impact of SMS agri-met advisories on the farmers’ compliance with advisory for the treatment group—particularly when the advisory was about agricultural cycles and processes with which they are familiar. However, for weather-related advisory, the results did not show a significant impact of SMS-based agri-met advice on the farmers’ compliance, which was unexpected. The likely reasons for such a finding could be many—including unfamiliarity of the farmers with acting on weather advice, which suggests that future research is needed on factors affecting the uptake of SMS-based agri-met advice by farmers in developing country context.","application/pdf","10.3929/ethz-b-000488360",,"2212-0963",,"10.1016/j.crm.2021.100321","http://hdl.handle.net/20.500.11850/488360","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Agri-met advisories||Phone-based short message applications||Farmers’ response to climate risk","Do phone-based short message services improve the uptake of agri-met advice by farmers? A case study in Haryana, India",,"Journal Article","Open access",,,,"2021-06-05T02:25:36Z",,,,"yes",,,,,,,,,,,,,"85106582460",,"000689657300005",,,"Climate Risk Management","33","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"100321","Amsterdam","published",,,,,,,,,,,"2021-06-16T15:22:54Z","2022-03-29T08:49:08Z","true","16 p.","SCOPUS",,"publishedVersion",
"405056","20.500.11850/3","Sauer, Inga J.||Roca, Elisabet||Villares, Míriam",,,,,"2021-06-04T13:03:28Z","2021-06-03T00:27:38Z||2021-06-04T13:03:28Z","2021","2021-05-19","Coastal cities are exposed to high risks due to climate change, as they are potentially affected by both rising sea levels and increasingly intense and frequent coastal storms. Socio-economic drivers also increase exposure to natural hazards, accelerate environmental degradation, and require adaptive governance structures to moderate negative impacts. Here, we use a social network analysis (SNA) combined with further qualitative information to identify barriers and enablers of adaptive governance in the Barcelona metropolitan area. By analyzing how climate change adaptation is mainstreamed between different administrative scales as well as different societal actors, we can determine the governance structures and external conditions that hamper or foster strategical adaptation plans from being used as operational adaptation tools. We identify a diverse set of stakeholders acting at different administrative levels (local to national), in public administration, science, civil society, and the tourism economy. The metropolitan administration acts as an important bridging organization by promoting climate change adaptation to different interest groups and by passing knowledge between actors. Nonetheless, national adaptation planning fails to take into account local experiences in coastal protection, which leads to an ineffective science policy interaction and limits adaptive management and learning opportunities. Overcoming this is difficult, however, as the effectiveness of local adaptation strategies in the Barcelona metropolitan area is very limited due to a strong centralization of power at the national level and a lack of polycentricity. Due to the high touristic pressure, the legal framework is currently oriented to primarily meet the demands of recreational use and tourism, prioritizing these aspects in daily management practice. Therefore, touristic and economic activities need to be aligned to adaptation efforts, to convert them from barriers into drivers for adaptation action. Our work strongly suggests that more effectively embedding adaptation planning and action into existing legal structures of coastal management would allow strategic adaptation plans to be an effective operational tool for local coastal governance.","application/pdf","10.3929/ethz-b-000488128",,"1381-2386||1573-1596",,"10.1007/s11027-021-09953-6","http://hdl.handle.net/20.500.11850/488128","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Adaptive governance||Coastal hazards||Climate change adaptation||Social network analysis||Stakeholders||Barcelona metropolitan area","Integrating climate change adaptation in coastal governance of the Barcelona metropolitan area",,"Journal Article","Open access",,,,"2021-06-03T00:27:42Z",,,,"yes",,,,,,,,,,,,,"85106259341",,"000652547300001","Mitig. adapt. strategies glob. chang.","4","Mitigation and Adaptation Strategies for Global Change","26","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,"16","Berlin","published",,,,,,,,,,,"2021-06-04T13:03:37Z","2022-03-29T08:27:10Z","true","27 p.","SCOPUS",,"publishedVersion",
"416639","20.500.11850/3","Wallimann-Helmer, Ivo||Bornemann, Basil||Krutli, Pius||Roser, Dominic",,,,,"2021-09-01T14:20:54Z","2021-07-24T02:33:54Z||2021-09-01T14:20:54Z","2021","2021-07-15","Empirical research on environmental justice often simplifies normative implications, and ethical investigations in these fields often lack real-world complexity. A new working group bridges these gaps.","application/pdf","10.3929/ethz-b-000497408",,"0940-5550",,"10.14512/gaia.30.2.11","http://hdl.handle.net/20.500.11850/497408","en","Oekom","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","environmental justice||environmental risk||ethics||normative theory||social psychology","Environmental justice in interdisciplinary perspective",,"Journal Article","Open access",,,,"2021-07-24T02:34:17Z",,,,"yes",,,,,,,,,,,,,,,"000672801300009","Gaia","2","GAIA - Ecological Perspectives for Science and Society","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"128","126","München","published",,,,,,,,,,,"2021-09-01T14:21:06Z","2022-03-29T11:26:10Z","true",,"WOS",,"publishedVersion",
"421297","20.500.11850/3","Wenger, Ariane||Stauffacher, Michael||Dallo, Irina",,,,,"2021-10-14T11:20:06Z","2021-09-01T12:34:34Z||2021-09-01T12:44:15Z||2021-10-14T11:20:06Z","2021","2021-08-26","Limiting global warming to 1.5 °C requires negative emission technologies (NETs), which remove carbon dioxide from the atmosphere and permanently store it to offset unavoidable emissions. Successful large-scale deployment of NETs depends not only on technical, biophysical, ecological, and economic factors, but also on public perception and acceptance. However, previous studies on this topic have been scarce. In 2019, Switzerland adopted a net zero greenhouse gas emissions by 2050 target, which will require the use of NETs. To examine the current Swiss public perception and acceptance of five different NETs, we conducted an online survey with Swiss citizens (N = 693). By using a between-subjects design, we investigated differences in public opinion, perception, and acceptance across three of the most used frames in the scientific literature — technological fix, moral hazard, and climate emergency. Results showed that the public perception and acceptance of NETs does not differ between the frames. The technological fix frame best reflected participants’ opinion, whereas participants perceived the moral hazard frame the least credible and the climate emergency frame the most unclear. Moreover, our findings confirm the public’s unfamiliarity with NETs. We found no strong opposition, as participants indicated a moderate acceptance and a neutral evaluation of all five NETs, with afforestation standing out as the most accepted and positively evaluated NET. We conclude that, in the future, the public debate on NETs should be intensified, and the public perception should be monitored regularly to inform the development of NETs.","application/pdf","10.3929/ethz-b-000503523",,"0165-0009||1573-1480",,"10.1007/s10584-021-03150-9","http://hdl.handle.net/20.500.11850/503523","en","Springer Nature","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Negative emission technologies||Net zero||Negative emissions||Public perception||Carbon dioxide removal||framing experiment","Public perception and acceptance of negative emission technologies – framing effects in Switzerland",,"Journal Article||Journal Article","Open access",,,,"2021-09-01T12:34:40Z",,,,"yes",,,,,,,,,,,"99037107",,"85113577207",,"000690972200001",,,"Climatic Change","167","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)","02351||02818","02351||02818",,,"53","s.l.","published",,,,,,,,,,,"2021-10-14T11:20:13Z","2022-03-29T14:13:00Z","true","20 p.","FORM",,"publishedVersion",
"419000","20.500.11850/3","Pärli, Rea||Fischer, Manuel||Lieberherr, Eva",,,,,"2021-09-24T05:24:02Z","2021-09-23T09:42:15Z||2021-09-24T05:24:02Z","2021","2021-05-22","This article emphasizes the importance of actor networks for the implementation of the Sustainable Development Goals (SDG), and suggests how a network perspective can contribute to our understanding of (global) sustainability governance. Actor networks are often driven by homophily, as actors tend to interact with those similar to them. Yet, not least in a context sustainability governance, heterophily of actor cooperation is claimed to be beneficial. In contrast to homophily, heterophily represents situations where actors cooperate with those that are different, and thus combine diverse sets of knowledge and competences. Based on the case of Swiss actors involved in the implementation of the SDG 6 on water in countries of the global South, we use social network analysis and qualitative interview data to study how homophily and heterophily influence actors' information exchange. According to quantitative network data, information exchange between actors is indeed influenced by homophily regarding the type of actor and the policy forums actors are participating in. Nevertheless, we also find evidence for heterophily, as actors tend to exchange information with actors with different methodological foci. Furthermore, qualitative interview data show that actors perceive heterophilous network ties as beneficial for SDG implementation.","application/pdf","10.3929/ethz-b-000506597",,,,"10.1016/j.crsust.2021.100049","http://hdl.handle.net/20.500.11850/506597","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Sustainable development goals||Network governance||Sustainability governance||Homophily||Heterophily||Water","Information exchange networks among actors for the implementation of SDGs",,"Journal Article","Open access",,,,"2021-09-23T09:42:25Z",,,,"yes",,,,,,,,,,,,,"85124426402",,,,,"Current Research in Environmental Sustainability","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,"100049","Amsterdam","published",,,,,,,,,,,"2021-09-24T05:24:12Z","2022-03-29T13:30:58Z","true","14 p.","FORM",,"publishedVersion",
"429280","20.500.11850/3","Barras, Hélène||Martius, Olivia||Nisi, Luca||Schröer, Katharina||Hering, Alessandro||Germann, Urs",,,,,"2021-12-10T08:16:00Z","2021-12-09T08:54:54Z||2021-12-10T08:16:00Z","2021","2021-12-06","In Switzerland, hail regularly occurs in multi-day hail clusters. The atmospheric conditions prior to and during multi-day hail clusters are described and contrasted to the conditions prior to and during isolated hail days. The analysis focuses on hail days that occurred between April and September 2002–2019 within 140 km of the Swiss radar network. Hail days north and south of the Alps are defined using a minimum area threshold of a radar-based hail product. Multi-day clusters are defined as 5 d windows containing 4 or 5 hail days and isolated hail days as 5 d windows containing a single hail day. The reanalysis ERA-5 is used to study the large-scale flow in combination with objectively identified cold fronts, atmospheric blocking events, and a weather type classification. Both north and south of the Alps, isolated hail days have frequency maxima in May and August–September, whereas clustered hail days occur mostly in July and August. Composites of atmospheric variables indicate a more stationary and meridionally amplified atmospheric flow both north and south of the Alps during multi-day hail clusters. On clustered hail days north of the Alps, blocks are more frequent over the North Sea, and surface fronts are located farther from Switzerland than on isolated hail days. Clustered hail days north of the Alps are also characterized by significantly higher most unstable convective available potential energy (MUCAPE) values, warmer daily maximum surface temperatures, and higher atmospheric moisture content than isolated hail days. Hence, both stationary flow conditions and anomalous amounts of moisture are necessary for multi-day hail clusters on the north side. In contrast, differences in MUCAPE on the south side between clustered hail days and isolated hail days are small. The mean sea level pressure south of the Alps is significantly deeper, the maximum temperature is colder, and local moisture is significantly lower on isolated hail days. Both north and south of the Alps, the upper-level atmospheric flow over the eastern Atlantic is meridionally more amplified 3 d prior to clustered hail days than prior to isolated days. Moreover, blocking occurs prior to more than 10 % of clustered hail days over Scandinavia, but no blocks occur prior to isolated hail days. Half of the clustered hail days south of the Alps are also clustered north of the Alps. On hail days clustering only south of the Alps, fronts are more frequently located on the Alpine ridge, and local low-level winds are stronger. The temporal clustering of hail days is coupled to specific synoptic- and local-scale flow conditions; this information may be exploited for short- to medium-range forecasts of hail in Switzerland.","application/pdf","10.3929/ethz-b-000519705",,"2698-4016||2698-4008",,"10.5194/wcd-2-1167-2021","http://hdl.handle.net/20.500.11850/519705","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Multi-day hail clusters and isolated hail days in Switzerland – large-scale flow conditions and precursors",,"Journal Article","Open access",,,,"2021-12-09T08:55:01Z",,,,"yes",,,,,,,,,,,,,,,,"Weather Clim. Dynam.","4","Weather and Climate Dynamics","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"1185","1167","Göttingen","published",,,,,,,,,,,"2021-12-10T08:16:09Z","2022-03-29T16:32:35Z","true",,"FORM",,"publishedVersion",
"423240","20.500.11850/3","Nef, Danny Philipp||Neneth, Daniel||Dini, Patteson||Abad, Carmenza Robledo||Kruetli, Pius",,,,,"2021-10-28T16:28:05Z","2021-10-27T03:02:02Z||2021-10-28T16:28:05Z","2021","2021-10-17","Understanding the causal factors of livelihood challenges and associated vulnerabilities is essential for developing viable adaptation strategies. However, clarifying which livelihood challenges can be attributed to which causal factors remains a challenge. In this paper, we used a case study in Vanuatu to show how local populations attribute subsistence challenges to underlying causes. Particularly, we are interested in whether there is a tendency to view climate change as the primary cause, and if so, why. We followed a participatory approach involving local community members and experts at all stages of the study process. For this, we used complementary research methods such as resource mapping, participant observation, and in-depth interviews with local community members and local agriculture experts. The results show that local populations are indeed inclined to attribute problems to external causes, particularly climate change. However, the results also indicate that this external attribution is not definitive. Rather, we find that over the course of participatory reflection, attribution to climate change was supplemented and even replaced by internal causal factors, such as changes in garden practices. Our findings suggest that the initial emphasis on climate change may be related to prevailing narratives that may have influenced individual perceptions of the study participants and created social desirability. If such bias is not recognized, the narratives risk being reified, with potential new insights being overlooked. As a result, local attribution may overstate or understate specific causes, such as climate change.","application/pdf","10.3929/ethz-b-000511942",,"0165-0009||1573-1480",,"10.1007/s10584-021-03221-x","http://hdl.handle.net/20.500.11850/511942","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Climate change||Local knowledge||Local perception||Local attribution||Social desirability bias||livelihood vulnerability","How local communities attribute livelihood vulnerabilities to climate change and other causes: a case study in North Vanuatu",,"Journal Article","Open access",,,,"2021-10-27T03:03:39Z",,,,"yes",,,,,,,,,,,,,"85117499290",,"000707699800001",,"3-4","Climatic Change","168","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"17","Dordrecht","published",,,,,,,,,,,"2021-10-28T16:28:31Z","2022-03-29T14:59:37Z","true","20 p.","WOS",,"publishedVersion",
"393036","20.500.11850/4","Lilliestam, Johan||Patt, Anthony||Bersalli, Germán",,,,,"2021-03-02T06:57:24Z","2020-10-13T02:49:23Z||2020-10-13T08:52:04Z||2021-03-02T06:57:24Z","2021-01","2020-09-30","In order to achieve the temperature goals of the Paris Agreement, the world must reach net‐zero carbon emissions around mid‐century, which calls for an entirely new energy system. Carbon pricing, in the shape of taxes or emissions trading schemes, is often seen as the main, or only, necessary climate policy instrument, based on theoretical expectations that this would promote innovation and diffusion of the new technologies necessary for full decarbonization. Here, we review the empirical knowledge available in academic ex‐post analyses of the effectiveness of existing, comparatively high‐price carbon pricing schemes in the European Union, New Zealand, British Columbia, and the Nordic countries. Some articles find short‐term operational effects, especially fuel switching in existing assets, but no article finds mentionable effects on technological change. Critically, all articles examining the effects on zero‐carbon investment found that existing carbon pricing scheme have had no effect at all. We conclude that the effectiveness of carbon pricing in stimulating innovation and zero‐carbon investment remains a theoretical argument. So far, there is no empirical evidence of its effectiveness in promoting the technological change necessary for full decarbonization.  This article is categorized under:  Climate Economics > Economics of Mitigation","application/pdf","10.3929/ethz-b-000445564",,"1757-7780||1757-7799",,"10.1002/wcc.681","http://hdl.handle.net/20.500.11850/445564","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","carbon pricing||climate policy||decarbonization||technological change","The effect of carbon pricing on technological change for full energy decarbonization: A review of empirical ex‐post evidence",,"Review Article","Open access",,,,"2020-10-13T02:49:28Z",,,,"yes",,,,"The transition to a renewable electricity system and its interactions with other policy aims","715132","10.13039/501100000780","EC","H2020",,,,,"85091732821",,"000573699100001",,"1","WIREs Climate Change","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"e681","Hoboken, NJ","published",,,,,,,,,,,"2021-03-02T06:57:33Z","2022-03-29T05:31:55Z","true","21 p.","WOS",,"publishedVersion",
