id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.internal,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"255394","20.500.11850/14","Ejderyan, Olivier||Ruef, Franziska||Stauffacher, Michael",,"Manzella, Adele||Allansdottir, Agnes||Pellizzone, Anna",,,"2018-09-28T06:57:21Z","2018-09-27T12:39:04Z||2018-09-28T06:57:21Z",,"2019","2018-07-24",,,,"978-3-319-78285-0||978-3-319-78286-7",,,"10.1007/978-3-319-78286-7_15","http://hdl.handle.net/20.500.11850/292081","en","Springer International Publishing",,,"Switzerland||Social acceptance||Perception||Public engagement","Geothermal Energy in Switzerland: Highlighting the Role of Context",,"Book Chapter","Metadata only","Geothermal Energy and Society",,"2018-09-27T12:39:06Z",,,,,,"yes",,,,,,,,,,,,,,,,,"Lecture Notes in Energy","67","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02282 - SCCER-SoE / SCCER-SoE","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351||02282","02351",,"257","239","Cham","published",,,,,,,,,,,,"2018-09-28T06:57:24Z","2021-02-15T01:54:56Z","true",,"FORM",,,,
"323055","20.500.11850/14","Hanger-Kopp, Susanne||Nikas, Alexandros||Lieu, Jenny",,"Hanger-Kopp, Susanne||Lieu, Jenny||Nikas, Alexandros",,,"2019-12-05T16:57:10Z","2019-12-05T14:34:18Z||2019-12-05T16:57:10Z",,"2019","2019-02-21",,,,"978-0-429-45878-1",,,,"http://hdl.handle.net/20.500.11850/383104","en","Routledge",,,,"Framing risks and uncertainties associated with low-carbon pathways",,"Book Chapter","Metadata only","Narratives of Low-Carbon Transitions: Understanding Risks and Uncertainties",,"2019-12-05T14:34:26Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"21","10","London","published",,,,,,,"10.4324/9780429458781||10.3929/ethz-b-000383102",,,,"false","2019-12-05T16:57:31Z","2019-12-05T16:57:31Z","true",,"FORM",,,,
"292467","20.500.11850/14","Patt, Anthony",,"Doukas, Haris||Flamos, Alexandros||Lieu, Jenny",,,"2019-05-07T07:42:12Z","2019-05-04T00:51:01Z||2019-05-07T07:42:12Z",,"2019","2018",,"application/pdf","10.3929/ethz-b-000340560","978-3-030-03151-0||978-3-030-03152-7",,,"10.1007/978-3-030-03152-7","http://hdl.handle.net/20.500.11850/340560","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Foreword",,"Book Chapter","Open access","Understanding Risks and Uncertainties in Energy and Climate Policy",,"2019-05-04T00:51:05Z",,,,,,"yes",,,,,,,,,,,,"85064367356",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.",,"09451",,,"vii","v","Cham","published",,,,,,,,,,,,"2019-05-07T07:42:20Z","2021-02-15T04:29:38Z","true",,"SCOPUS",,,"publishedVersion",
"323057","20.500.11850/14","Lieu, Jenny||Hanger-Kopp, Susanne||van der Gaast, Wytze||Taylor, Richard||Dearnley, Ed",,"Hanger-Kopp, Susanne||Lieu, Jenny||Nikas, Alexandros",,,"2019-12-05T17:02:40Z","2019-12-05T14:37:55Z||2019-12-05T17:02:40Z",,"2019","2019-02-21",,,,"978-0-429-45878-1",,,,"http://hdl.handle.net/20.500.11850/383108","en","Routledge",,,,"Transition pathways, risks, and uncertainties",,"Book Chapter","Metadata only","Narratives of Low-Carbon Transitions: Understanding Risks and Uncertainties",,"2019-12-05T14:38:04Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"267","247","London","published",,,,,,,"10.4324/9780429458781||10.3929/ethz-b-000383102",,,,"false","2019-12-05T17:02:52Z","2019-12-05T17:02:52Z","true",,"FORM",,,,
"295071","20.500.11850/3","Hansmann, Ralph||Jödicke, Almut||Brändle, Urs||Guhl, Doris||Frischknecht, Peter",,,,,"2019-05-29T09:51:37Z","2017-12-06T05:45:18Z||2017-12-15T17:29:56Z||2018-08-31T12:41:49Z||2018-10-31T15:45:44Z||2018-12-20T15:52:26Z||2019-05-29T09:51:37Z",,"2019","2017-11-27",,,,,,,"10.1080/03075079.2017.1405255","http://hdl.handle.net/20.500.11850/217934","en","Routledge",,,"Bologna reform||qualifications||key skills||sustainability||environmental sciences","How the Bologna reform influenced learning outcomes: analysis of perceived qualifications and professional requirements of environmental sciences graduates",,"Journal Article","Metadata only",,,"2017-12-06T05:45:24Z",,,,,,"yes",,,,,,,,,,,,"85035102794",,"000469002500008",,"6","Studies in Higher Education","44","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"1022","1004","Abingdon","published",,,,,,,,,,,,"2019-05-29T09:51:46Z","2019-05-29T09:51:46Z","true",,"SCOPUS",,,,
"340649","20.500.11850/8","Quatrini, Simone",,,,,"2020-03-18T15:57:04Z","2020-01-23T08:31:58Z||2020-03-18T15:57:04Z",,"2019",,,,,"978-92-5-131684-9",,,,"http://hdl.handle.net/20.500.11850/393324","en","Food and Agriculture Organization of the United Nations",,,"Sustainable soil management||SDG financing||Sustainable investment||Impact rating||Assurance||Scaling||Enabling environment||Integrated assessment","Challenges and opportunities to scale up the application of sustainability guidelines and voluntary standards",,"Conference Paper","Metadata only","Proceedings of the Global Symposium on Soil Erosion 2019 (GSER19)",,"2020-01-23T08:32:07Z",,,,,,"yes","Global Symposium on Soil Erosion (GSER19)","May 15-17, 2019","Rome, Italy",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"608","604","Rome","published",,,,,,,,,,,,"2020-03-18T15:57:18Z","2020-03-18T15:57:18Z","true",,"FORM",,,,
"335735","20.500.11850/3","Tessema, Yibekal Abebe||Joerin, Jonas||Patt, Anthony",,,,,"2020-02-12T12:28:02Z","2020-01-30T06:55:35Z||2020-02-12T12:28:02Z",,"2019","2018-09-20","In order to design effective adaptation policies for the agricultural sector, it is important to understand what adjustments farmers actually make in order to cope with climate change. Many studies have compiled lists of such adjustments, especially in the developing country context. There is reason to believe, however, that such studies have suffered from particularly two types of methodological flaws, with the result of over-attributing the importance of climate change, relative to other factors leading farmers to alter their behavior. Firstly, studies in the past often do not consider non-climatic drivers in their analysis and their style of enquiry is also prone to response bias, particularly social desirability bias. In this study, we introduced a new methodological approach that addresses these potential flaws. We applied this new method side-by-side with the more established ones, in a household survey undertaken in Ethiopia. Our new method reveals a list of climate adaptations that is somewhat shorter than previous studies have found. We found that in the study area, crop switching, crop diversification and changing planting date are the adjustments that are primarily motivated by climate change than other drivers. The commonly used approach in studies in the past, the direct enquiry method, identified fertilizer application as the most important adaptation response. Other methods including our suggested new approach, however, indicate that this and other farm-level adjustments, while compatible with climate change, have actually very little to do with it, and instead are primarily motivated by new market and technological opportunities. Our findings could allow for more effective and efficient sets of policies to help farmers best adjust to new threats and opportunities.","application/pdf","10.3929/ethz-b-000303152",,"2212-0963","http://hdl.handle.net/20.500.11850/394844||http://hdl.handle.net/20.500.11850/303152","10.1016/j.crm.2018.09.003","http://hdl.handle.net/20.500.11850/303152||http://hdl.handle.net/20.500.11850/395670","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Climate change||Adaptation||Farm-adjustment||Multivariate probit model||Social desirability bias||Ethiopia","Climate change as a motivating factor for farm-adjustments: Rethinking the link",,"Journal Article","Open access",,,"2018-11-12T15:12:09Z",,,,,,"yes",,,,,,,,,,,,"85054453408",,"000460938500013",,,"Climate Risk Management","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"145","136","Amsterdam","published",,,,,,,,,,,,"2020-01-30T06:55:45Z","2020-02-12T12:28:13Z","true",,"FORM",,,"publishedVersion",
"315323","20.500.11850/10","Metz, Florence",,,,,"2019-10-24T10:28:05Z","2019-10-14T14:16:06Z||2019-10-24T10:28:05Z",,"2019",,,,,,,,,"http://hdl.handle.net/20.500.11850/370425","en",,,,,"Contaminants of Emerging Concern Limits to the EU’s compound- by-compound approach",,"Other Conference Item","Metadata only",,,"2019-10-14T14:16:15Z",,,,,,"yes","Rethinking the governance of European Water protection","January 8-9, 2019","Leipzig, Germany",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"unpublished",,,,,,,,,,,,"2019-10-24T10:28:18Z","2019-10-24T10:28:18Z","true",,"FORM","Presentation",,,
"347536","20.500.11850/21","Golding, Brian||Mittermaier, Marion||Ross, Claire||Ebert, Beth||Panchuk, Shannon||Scolobig, Anna||Johnston, David",,,,,"2020-05-14T08:22:25Z","2018-09-24T11:56:04Z||2018-09-25T08:23:28Z||2018-09-25T08:27:07Z||2020-05-14T08:20:44Z||2020-05-14T08:22:25Z",,"2019",,,,,,,,,"http://hdl.handle.net/20.500.11850/291288","en","United Nations Office for Disaster Risk Reduction (UNDRR)",,,,"A value chain approach to optimizing early warning systems",,"Report","Metadata only","Global Assessment Report on Disaster Risk Reduction (GAR 2019). Contributing Paper",,"2018-09-24T11:56:07Z",,,,,,"yes",,,,,,,,,,,,,"https://www.undrr.org/publication/value-chain-approach-optimising-early-warning-systems",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.",,"09451",,"Contributing Paper to GAR 2019.",,,"s.l.","published",,,,,,,,,,,,"2020-05-14T08:21:03Z","2020-05-14T08:22:35Z","true","30 p.","FORM",,,,
"299543","20.500.11850/5","Ejderyan, Olivier||Schneider, Flurina||Bornemann, Basil||Kläy, Andreas",,,,,"2019-07-02T09:22:27Z","2019-06-28T07:15:46Z||2019-07-02T09:22:27Z",,"2019-01","2019-01-01","Social sciences and humanities play important roles in sustainability-oriented transformative research. A saguf workshop revealed what these roles can look like.","application/pdf","10.3929/ethz-b-000350284",,"0940-5550",,"10.14512/gaia.28.2.15","http://hdl.handle.net/20.500.11850/350284","de","Oekom Verlag","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","2030 Agenda||critique||normativity||SDGs||social sciences and humanities||transformation","How social sciences and humanities can contribute to transformative science",,"Other Journal Item","Open access",,,"2019-06-28T07:15:52Z",,,,,,"yes",,,,,,,,,,,,,,"000471198200014","Gaia","2","GAIA - Ecological Perspectives for Science and Society","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"162","160","München","published",,,,,,,,,,,,"2019-07-02T09:22:36Z","2022-03-28T23:11:50Z","true",,"WOS",,,"publishedVersion",
"305062","20.500.11850/3","Janker, Judith||Fuchs, Kathrin||Krutli, Pius",,,,,"2019-08-14T11:31:26Z","2019-08-14T02:16:54Z||2019-08-14T11:31:26Z",,"2019",,,,,,"1663-7852||1663-7909",,,"http://hdl.handle.net/20.500.11850/358304","de","Agroscope",,,"Sustainability||Media analysis||Sustainable agriculture||Social dimension","Soziale Nachhaltigkeit in der Landwirtschaft: eine Medienanalyse",,"Journal Article","Metadata only",,,"2019-08-14T02:16:57Z",,,,,,"yes",,,,,,,,,,,,,"https://www.agrarforschungschweiz.ch/aktuelles_heft_10de.php?id_artikel=2485","000478709400005","Agrarforsch. Schweiz","7-8","Agrarforschung Schweiz","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"289","282","Posieux","published",,,,,,,,,,,,"2019-08-14T11:31:35Z","2022-03-28T23:28:26Z","true",,"WOS",,,,
"298270","20.500.11850/3","Gredig, Simon||Lieberherr, Eva",,,,,"2019-06-21T15:12:08Z","2019-06-21T13:42:40Z||2019-06-21T15:12:08Z",,"2019-01",,,,,,"0036-7818||2235-1469",,"10.3188/szf.2019.0040","http://hdl.handle.net/20.500.11850/349084","de","Schweizerischer Forstverein",,,,"Wird die Waldausbildung an der ETH den Ansprüchen der Arbeitgeber gerecht?","La formation forestière de l'EPF de Zurich répond-elle aux exigences des employeurs?","Journal Article","Metadata only",,,"2019-06-21T13:42:46Z",,,,,,"yes",,,,,,,,,,,,,,,"Schweiz. Z. Forstwes.","1","Schweizerische Zeitschrift für Forstwesen","170","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"43","40","Zürich","published",,,,,,,,,,,,"2019-06-21T15:12:16Z","2022-03-28T23:08:11Z","true",,"FORM",,,,
"298518","20.500.11850/3","Mathys, Nadine||Pärli, Rea||Fischer, Manuel||Lieberherr, Eva",,,,,"2019-06-24T15:43:15Z","2019-06-21T13:39:01Z||2019-06-24T15:43:15Z",,"2019",,,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/349081","de","SVGW",,,,"Eine globale Schweizer Wasserpolitik. Internationale Verhandlungen zum Nachhaltigkeitsziel 6 und dessen Umsetzung im Ausland",,"Journal Article","Metadata only",,,"2019-06-21T13:39:07Z",,,,,,"yes",,,,,,,,,,,,,,,,"5","Aqua & Gas","99","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"28","24","Zürich","published",,,,,,,,,,,,"2019-06-24T15:43:24Z","2022-03-28T23:08:53Z","true",,"FORM",,,,
"299386","20.500.11850/3","Kulonen, Aino||Adler, Carolina||Bracher, Christoph||Von Dach, Susanne W.",,,,,"2019-07-01T10:14:58Z","2019-06-28T07:14:19Z||2019-07-01T10:14:58Z",,"2019","2019-01-01","By committing to the 2030 Agenda, countries have promised to work towards sustainable development through the Sustainable Development Goals (SDGs), pledging to leave no one behind. Yet, there is a risk of exclusion for those living in remote regions or those who fall through the cracks. Data collection methodologies and review schemes that account for SDGs at sub-national and regional levels need to be developed, which would facilitate decision-making and allow the growth of development agendas that are better aligned to the targets. However, so far little guidance is available for countries to account for spatial considerations.","application/pdf","10.3929/ethz-b-000350274",,"0940-5550",,"10.14512/gaia.28.2.5","http://hdl.handle.net/20.500.11850/350274","en","Oekom","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","2030 Agenda||disaggregated data||localization||monitoring||mountains||SDGs||sustainable development","Spatial context matters in monitoring and reporting on Sustainable Development Goals Reflections based on research in mountain regions",,"Journal Article","Open access",,,"2019-06-28T07:14:22Z",,,,,,"yes",,,,,,,,,,,,,,"000471198200004","Gaia","2","GAIA - Ecological Perspectives for Science and Society","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"94","90","Munich","published",,,,,,,,,,,,"2019-07-01T10:15:09Z","2022-03-28T23:11:22Z","true",,"WOS",,,"publishedVersion",
"291971","20.500.11850/3","Volken, Sandra||Wong-Parodi, Gabrielle||Trutnevyte, Evelina",,,,,"2019-04-30T15:57:33Z","2017-11-22T08:57:33Z||2017-12-18T17:56:18Z||2018-08-31T13:04:39Z||2018-10-31T15:55:36Z||2018-12-20T16:10:16Z||2019-04-30T15:57:33Z",,"2019","2017-10-31",,,,,"1366-9877||1466-4461",,"10.1080/13669877.2017.1391320","http://hdl.handle.net/20.500.11850/211941","en","Routledge",,,"Technology acceptance||public preferences||energy technology risks||risk communication","Public awareness and perception of environmental, health and safety risks to electricity generation: an explorative interview study in Switzerland",,"Journal Article","Metadata only",,,"2017-11-22T08:57:49Z",,,,,,"yes",,,,,"Risk governance of electricity portfolios (RIGOROuS): Cross-technology and spatial tradeoffs of multiple risks","160563","10.13039/501100001711","SNF","Ambizione Energie",,,"85032818454",,"000466585500003","J. Risk Res.","4","Journal of Risk Research","22","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"447","432","London","published",,,,,,,,,,,,"2019-04-30T15:57:36Z","2022-03-28T22:52:31Z","true",,"SCOPUS",,,,
"292456","20.500.11850/21","Antha, Marisa||Béziat, Pauline||Chautems, Marc||Curcio, Bianca||De Commarmond, Sheril||Dine, Mariette||Djamil, Djani||Dodin, Vanesia||Frenzel, Ole||Furrer, Cédric||Hess, Ramon||Hornung, Fiona||Kaiser, Lars||Kehdi, Christy||Kessler, Milena||Köppel, Lotta||Lucas, Natasha||Manzolini, Giulia||Minder, Tobias||Monthy, Maria||Moulinie, Ellie||Ogale, Emmanuel||Pajet, Shamira||Port-Louis, Amanda||Rommelspacher, Matthias||Sinon, Sandra||Souyana, Brian||Theilmann, Johanna||Vidot, Annie||von Rothkirch, Juanita||Wahl, Simon||Wehrli, Clarissa||Yasumatsu, Rikushi",,"Krütli, Pius||Nef, Danny||Zumwald, Marius||Haupt, Mélanie||Harlay, Jérôme||Stauffacher, Michael",,,"2019-05-07T06:21:54Z","2019-05-06T11:38:59Z||2019-05-07T06:04:58Z||2019-05-07T06:21:54Z",,"2019",,,"application/pdf",,,,,,"http://hdl.handle.net/20.500.11850/340816","en","ETH Zurich, USYS TdLab",,,,"Waste Management in the Seychelles - Pathways for Systemic Change. Appendix",,"Report","Metadata only",,,"2019-05-06T11:39:06Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","03732||02351","03732||02351",,,,"Zurich","unpublished",,,,,,,,,,,,"2019-05-07T06:22:08Z","2022-03-28T22:53:53Z","true","84 p.","FORM",,"USYS TdLab Transdisciplinary Case Study 2018",,
