id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isReferencedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"107126","20.500.11850/10","Berndt, Reinhard",,,"2017-06-11T21:19:20Z","2017-06-11T21:19:20Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107159","de",,,,,"Die Pucciniosiraceae - symptomatisch für den Stand der Rostpilzforschung","Other Conference Item","Metadata only",,,"2017-06-11T21:19:57Z",,"pub:167591",,"yes","Kerner-von-Marilaun-Workshop 2015","August 31 - September 3, 2015","Graz",,,,,,,"imp593653b61aee875750",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,,,,"unpublished",,,"2017-07-15T09:19:28Z","2018-11-02T20:37:54Z","true",,"ECIT",,,
"107133","20.500.11850/41","Fior, Simone",,,"2017-06-11T21:19:23Z","2017-06-11T21:19:23Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107166","en",,,,,"Altitudinal adaptation drives divergence in two species of carnation: genetic architecture of the response to the environment as revealed by genome data","Presentation","Metadata only",,,"2017-06-11T21:19:57Z",,"pub:167598",,"yes","EMBO Meeting - Mechanisms of Plant Speciation","June 9-13, 2015","Stockholm, Sweden",,,,,,,"imp593653b6255e858254",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Talk.",,,,"unpublished",,,"2017-07-26T05:48:33Z","2018-11-02T20:38:02Z","true",,"ECIT",,,
"107132","20.500.11850/10","Fior, Simone",,,"2017-06-11T21:19:23Z","2017-06-11T21:19:23Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107165","en","ETH Zurich",,,,"Exploring the genomics of altitudinal adaptation in carnation","Other Conference Item","Metadata only",,,"2017-06-11T21:19:57Z",,"pub:167597",,"yes","GDC Symposium","September 8, 2015","ETH Zurich, Zurich",,,,,,,"imp593653b623e9326351",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Talk.",,,"Zurich","unpublished",,,"2017-07-26T05:58:08Z","2018-11-02T20:38:01Z","true",,"ECIT",,,
"107135","20.500.11850/10","Fior, Simone",,,"2017-06-11T21:19:24Z","2017-06-11T21:19:24Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107168","en",,,,,"Genomic patterns reveals genes involved in altitudinal adaptation in carnation (Dianthus)","Other Conference Item","Metadata only",,,"2017-06-11T21:19:57Z",,"pub:167600",,"yes","Seminar","February 10, 2015","ISE – CNR Institute, Pallanza, Italy",,,,,,,"imp593653b628a0150006",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Talk.",,,,"unpublished",,,"2017-07-26T05:58:06Z","2018-11-02T20:38:04Z","true",,"ECIT",,,
"107147","20.500.11850/41","Küffer, Christoph",,,"2017-06-11T21:19:28Z","2017-06-11T21:19:28Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107180","en",,,,,"Sprachbilder in der Biologie: die Sicht eines Wissenschaftlers","Presentation","Metadata only",,,"2017-06-11T21:19:57Z",,"pub:167612",,"yes","TA-Swiss Workshop “Synthetische Biologie”","19.03.2015","Berne, Switzerland",,,,,,,"imp593653b63be8082870",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Vortrag.",,,,"unpublished",,,"2017-07-17T12:05:19Z","2020-02-14T15:57:41Z","true",,"ECIT",,,
"107141","20.500.11850/10","Küffer, Christoph",,,"2017-06-11T21:19:26Z","2017-06-11T21:19:26Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107174","en","BAFU KBNL WSL Forum Biodiversität",,,,"Neue Leitbilder im Naturschutz","Other Conference Item","Metadata only",,,"2017-06-11T21:19:57Z",,"pub:167606",,"yes","Forum Früherkennung BAFU-WSL-KBNL-Forum Biodiversität","October 29, 2015","Biel, Switzerland",,,,,,,"imp593653b63249087495",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,,,"Biel","published",,,"2017-07-18T09:53:52Z","2018-11-02T20:38:11Z","true",,"ECIT",,,
"107144","20.500.11850/10","Küffer, Christoph",,,"2017-06-11T21:19:27Z","2017-06-11T21:19:27Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107177","de","Heidelberg Center for the Environment (HCE), Universität Heidelberg",,,,"Im Anthropozän macht eine Wissenschaft der Ökologie ohne Sozial- und Geisteswissenschaften keinen Sinn mehr","Other Conference Item","Metadata only",,,"2017-06-11T21:19:57Z",,"pub:167609",,"yes","Öffentliche Vortragsreihe ""Heidelberger Brücke"": Mensch, Klima, Umwelt","Wintersemester 2015/2016","Heidelberg, Germany",,,,,,,"imp593653b63742987003",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Lecture on 30 November 2015.",,,"Heildelberg","unpublished",,,"2017-07-17T12:05:17Z","2018-11-02T20:38:14Z","true",,"ECIT",,,
"100239","20.500.11850/3","Rajagopalan, Ramya||Wielgoss, Sébastien||Lippert, Gerardo||Velicer, Gregory J.||Kroos, Lee",,,"2017-06-11T17:05:06Z","2017-06-11T17:05:06Z","2015-01-01",,,,,,"0021-9193||1098-5530",,"10.1128/JB.02542-14","http://hdl.handle.net/20.500.11850/100272","en","American Society for Microbiology",,,,"devI is an evolutionarily young negative regulator of Myxococcus xanthus development","Journal Article","Metadata only",,,"2017-06-11T17:05:20Z",,"pub:157198",,"yes",,,,,,,,,,"imp5936531e7e34398437","000006455",,"84924717658",,,"Int. j. bacteriol.","7","International Journal of Bacteriology","197","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939","Received 2 December 2014, Accepted 16 January 2015, Accepted manuscript posted online 2 February 2015.","1262","1249","Washington D.C.","published",,,"2017-07-15T21:17:31Z","2021-02-14T12:53:15Z","true",,"ECIT",,,
"95530","20.500.11850/3","Fronhofer, Emanuel A.||Poethke, Hans J.||Dieckmann, Ulf",,,"2017-06-11T15:09:22Z","2017-06-11T15:09:22Z","2015-01",,,,,,"0022-5193||1095-8541",,"10.1016/j.jtbi.2014.10.024","http://hdl.handle.net/20.500.11850/95563","en","Elsevier",,,"Competition kernel||Distance-dependent dispersal costs||Maternal effects||Individual-based model||Genetic algorithm","Evolution of dispersal distance","Journal Article","Metadata only",,,"2017-06-11T15:09:47Z",,"pub:149908",,"yes",,,,,,,,,,"imp593652c1ec68495435","000986147",,,,,"J Theor Biol",,"Journal of Theoretical Biology","365","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Received 29 May 2014, Revised 22 October 2014, Accepted 23 October 2014, Available online 5 November 2014.","279","270","Amsterdam","published",,,"2017-07-19T13:16:46Z","2020-02-14T14:47:54Z","true",,"ECIT","Maternal investment leads to bimodal dispersal kernels",,
"110871","20.500.11850/3","Bloesch, Jürg||Hauff, Michael von||Mainzer, Klaus||Mohan, S.V.||Renn, Ortwin||Risse, Verena||Song, Yonghui||Takeuchi, Kazuhiko||Wilderer, Peter A.",,,"2017-06-11T23:21:58Z","2017-06-11T23:21:58Z","2015",,,,,,"1895-6912",,,"http://hdl.handle.net/20.500.11850/110904","en","Politechnika Lubelska",,,"Sustainable development||Resilence||Adaptive cycle||Economy||Society||Ecosystems||Rozwój zrównoważony||Resilencja||Cykl adaptacyjny||Ekonomia||Społeczeństwo||Ekosystemy","Sustainable development integrated in the concept of resilence","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172196",,"yes",,,,,,,,,,"imp593653fc8742a93502",,,,,,,"1","Problemy Ekorozwoju","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Also published as: Zrównoważony rozwój a koncepcja resilencji.","14","7","Lublin","published",,,"2017-07-20T15:04:06Z","2018-11-02T21:43:29Z","true",,"ECIT",,,
"204687","20.500.11850/16","Lendenmann, Mark H.",,"McDonald, Bruce||Croll, Daniel","2017-12-19T15:54:03Z","2017-06-11T19:42:22Z||2017-12-19T15:54:03Z","2015","2015",,"application/pdf","10.3929/ethz-a-010531564",,,,,"http://hdl.handle.net/20.500.11850/104928","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","ZYMOSEPTORIA TRITICI, SEPTORIA-BLATTDÜRRE (PHYTOPATHOLOGIE)||FUNGAL PHYSIOLOGY + LICHEN PHYSIOLOGY||GENE MAPS + GENETIC MAPPING + CHROMOSOME MAPPING (MICROBIAL GENETICS)||PESTICIDE RESISTANCE + PESTICIDE EFFICIENCY (CROP PROTECTION)||PILZPHYSIOLOGIE + FLECHTENPHYSIOLOGIE||MYCOMICROTHELIA + MYCOSPHAERELLA (MYCOLOGY)||FUNGAL GENETICS (MYCOLOGY)||MYCOMICROTHELIA + MYCOSPHAERELLA (MYKOLOGIE)||SEPTORIA (MYCOLOGY)||GENKARTEN + GENKARTIERUNG + CHROMOSOMENKARTIERUNG (MIKROBIELLE GENETIK)||ZYMOSEPTORIA TRITICI, SEPTORIA LEAF BLOTCH (PLANT PATHOLOGY)||PILZGENETIK (MYKOLOGIE)||SEPTORIA (MYKOLOGIE)||PESTIZID-RESISTENZ + PESTIZID-WIRKSAMKEIT (PFLANZENSCHUTZ)","QTL Mapping of Important Agricultural and Life History Traits in the Plant Pathogenic Fungus Zymoseptoria tritici","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::5 - Science::570 - Life sciences","2017-06-11T19:42:42Z",,"pub:164216","eth:48128","yes",,,,,,,,,"22827","imp59366b7e01eea70564||imp5936538811e4382026","010531564",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","02350||02720||03516","03516",,,,"Zürich","published",,,"2017-08-02T10:34:18Z","2021-02-14T21:29:35Z","true","1 Band","ECOL||ECIT",,,
"105349","20.500.11850/14","Hartikainen, Hanna L.||Okamura, Beth","Okamura, Beth||Gruhl, Alexander||Bartholomew, Jerri L.",,"2017-06-11T20:00:56Z","2017-06-11T20:00:56Z","2015",,,,,"978-3-319-14752-9||978-3-319-14753-6",,,"10.1007/978-3-319-14753-6_11","http://hdl.handle.net/20.500.11850/105382","en","Springer International Publishing",,,"Phylactolaemates||Colonial hosts||Covert infections||Virulence strategies||Parasitic castration||Vertical transmission||Tetracapsuloides bryosalmonae||PKD||Buddenbrockia plumatellae","Ecology and evolution Of malacosporean-bryozoan interactions","Book Chapter","Metadata only","Myxozoan Evolution, Ecology and Development",,"2017-06-11T20:01:40Z",,"pub:164996",,"yes",,,,,,,,,,"imp59365391697e175070","010459916",,"84943779413",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"216","201","Cham","published",,,"2017-07-14T20:11:16Z","2018-11-02T20:12:17Z","true",,"ECIT",,,
"110880","20.500.11850/3","Frainer, André||Moretti, Marcelo S.||Xu, Wenjing||Gessner, Mark O.",,,"2017-06-11T23:22:04Z","2017-06-11T23:22:04Z","2015",,,,,,"0012-9658||1939-9170",,"10.1890/14-1151.1","http://hdl.handle.net/20.500.11850/110913","en","Wiley",,,"Biodiversity and ecosystem functioning||Detritus breakdown||Ergosterol fungal biomass||Functional diversity||Functional plant litter traits||Nitrogen immobilization||Phosphorus dynamics","No evidence for leaf-trait dissimilarity effects on litter decomposition, fungal decomposers, and nutrient dynamics","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172208",,"yes",,,,,,,,,,"imp593653fcb481a42415","000000129",,,,,"Ecol.","2","Ecology","96","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","First published 1 February 2015.","561","550","Hoboken, NJ","published",,,"2017-07-18T13:52:31Z","2020-02-14T16:19:29Z","true",,"ECIT",,,
"251609","20.500.11850/9","Mayerhofer, J.||Eckhardt, S.||Grabenweger, Giselher||Widmer, G.||Leuchtmann, Adrian||Enkerli, Jürg",,,"2018-09-04T09:13:23Z","2017-06-11T21:19:25Z||2018-09-04T09:13:23Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107171","en","Swiss Microbial Ecology Community",,,,"Metarhizium brunneum was effectively used for biological control of Agriotes obscurus in pot experiments: an ideal setup to study non-target effects on soil microorganisms","Conference Poster","Metadata only",,,"2017-06-11T21:19:57Z",,"pub:167603",,"yes","6th Swiss Microbial Ecology Meeting (SME 2015)","September 10-12, 2015","Ascona, Switzerland",,,,,,,"imp593653b62d5ee15580",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,,,"Ascona","unpublished",,,"2018-09-04T09:13:26Z","2018-09-04T09:13:26Z","true",,"ECIT",,,
"107275","20.500.11850/21","Grønsberg, Idun M.||Gillund, Frøydis||Nordgård, Lise||Iversen, Marianne||Husby, Jan||Hilbeck, Angelika||Myhr, Anne I.",,,"2017-06-11T21:22:16Z","2017-06-11T21:22:16Z","2015",,,,,,,,"10.13140/RG.2.1.4831.3684","http://hdl.handle.net/20.500.11850/107308","en","Tromsø, Norway",,,,"Environmental risks of fungus resistant oilseed rape","Report","Metadata only",,,"2017-06-11T21:22:32Z",,"pub:167883",,"yes",,,,,,,,,,"imp593653b8a567049097",,,,,,,"01","Biosafety Report","2015","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,,,"GenØk-Centre for Biosafety","published",,,"2017-07-18T15:05:55Z","2018-11-02T20:40:29Z","true",,"ECIT",,,
"256421","20.500.11850/3","Schilder, Jos||Tellenbach, Christoph||Möst, Markus||Spaak, Piet||van Hardenbroek, M.||Wooller, Matthew J.||Heiri, Oliver",,,"2018-10-04T14:54:25Z","2017-06-11T18:23:42Z||2018-10-04T14:54:25Z","2015","2015-06-23","The stable isotopic composition of fossil resting eggs (ephippia) of Daphnia spp. is being used to reconstruct past environmental conditions in lake ecosystems. However, the underlying assumption that the stable isotopic composition of the ephippia reflects the stable isotopic composition of the parent Daphnia, of their diet and of the environmental water have yet to be confirmed in a controlled experimental setting. We performed experiments with Daphnia pulicaria cultures, which included a control treatment conducted at 12 °C in filtered lake water and with a diet of fresh algae and three treatments in which we manipulated the stable carbon isotopic composition (δ13C value) of the algae, stable oxygen isotopic composition (δ18O value) of the water and the water temperature, respectively. The stable nitrogen isotopic composition (δ15N value) of the algae was similar for all treatments. At 12 °C, differences in algal δ13C values and in δ18O values of water were reflected in those of Daphnia. The differences between ephippia and Daphnia stable isotope ratios were similar in the different treatments (δ13C: +0.2 ± 0.4 ‰ (standard deviation); δ15N: −1.6 ± 0.4 ‰; δ18O: −0.9 ± 0.4 ‰), indicating that changes in dietary δ13C values and in δ18O values of water are passed on to these fossilizing structures. A higher water temperature (20 °C) resulted in lower δ13C values in Daphnia and ephippia than in the other treatments with the same food source and in a minor change in the difference between δ13C values of ephippia and Daphnia (to −1.3 ± 0.3 ‰). This may have been due to microbial processes or increased algal respiration rates in the experimental containers, which may not affect Daphnia in natural environments. There was no significant difference in the offset between δ18O and δ15N values of ephippia and Daphnia between the 12 and 20 °C treatments, but the δ18O values of Daphnia and ephippia were on average 1.2 ‰ lower at 20 °C than at 12 °C. We conclude that the stable isotopic composition of Daphnia ephippia provides information on that of the parent Daphnia and of the food and water they were exposed to, with small offsets between Daphnia and ephippia relative to variations in Daphnia stable isotopic composition reported from downcore studies. However, our experiments also indicate that temperature may have a minor influence on the δ13C, δ15N and δ18O values of Daphnia body tissue and ephippia. This aspect deserves attention in further controlled experiments.","application/pdf","10.3929/ethz-b-000102546",,"1726-4170||1726-4170",,"10.5194/bg-12-3819-2015","http://hdl.handle.net/20.500.11850/102546","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"The stable isotopic composition of Daphnia ephippia reflects changes in delta C-13 and delta O-18 values of food and water","Journal Article","Open access",,,"2017-06-11T18:24:04Z",,"pub:160686",,"yes",,,,,,,,,,"imp593653531606f23187","006289717",,,,"000357119000011",,"12","Biogeosciences","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"3830","3819","Göttingen","published",,,"2017-07-13T07:40:05Z","2021-02-15T01:59:18Z","true",,"ECIT",,"publishedVersion",
"107276","20.500.11850/8","Gillund, F.||Myhr, A.||Hilbeck, A.","Dumitras, Diana E.||Jitea, Ionel M.||Aerts, Stef",,"2017-06-11T21:22:17Z","2017-06-11T21:22:17Z","2015",,,,,"978-90-8686-264-1||978-90-8686-813-1",,,"10.3920/978-90-8686-813-1_7","http://hdl.handle.net/20.500.11850/107309","en","Wageningen Academic Publishers",,,"Agricultural biotechnologies||Participation||Sustainability assessment","Stakeholders' perception on sustainability of genetically modified potato","Conference Paper","Metadata only","Know your food : food ethics and innovation ; EurSafe 2015, Cluj-Napoca, Romania, 28 - 30 May 2015",,"2017-06-11T21:22:32Z",,"pub:167884",,"yes","12th Congress of the European Society for Agricultural and Food Ethics (EurSafe 2015)","May 28-30, 2015","Cluj-Napoca, Romania",,,,,,,"imp593653b8aaa7d69149","010575256",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Published online 1 June 2015.","60","55","Wageningen","published",,,"2017-07-19T10:51:38Z","2018-11-02T20:40:31Z","true",,"ECIT",,,
