id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"228687","20.500.11850/5","Aeschbach, Nicole||Frischknecht, Peter||Stauffacher, Michael",,,"2018-04-04T11:25:30Z","2018-02-24T01:53:43Z||2018-04-04T11:25:30Z","2017",,"Wie betreibt man Umweltforschung und wie bildet man Umweltwissenschaftler(innen) aus? Die Universität Heidelberg setzt auf ein breites Netzwerk mit vielfältigem Lehrangebot in diversen Fakultäten und in interdisziplinären Formaten für Studierende aller Fächer; die ETH Zürich hat ein eigenständiges Departement mit eigenen Studiengängen für Umweltnatur- und Agrarwissenschaften. Beide Ansätze haben ihre Stärken und Schwächen.","application/pdf","10.3929/ethz-b-000243987",,"0940-5550",,"10.14512/gaia.26.4.12","http://hdl.handle.net/20.500.11850/243987","de","Oekom","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","environmental sciences||institutional setting||interdisciplinarity||research||teaching","Umweltwissenschaften an der Universität Heidelberg und der ETH Zürich - zwei unterschiedliche Modelle",,"Other Journal Item","Open access",,,,"2018-02-24T01:53:44Z",,,,,,"yes",,,,,,,,,,,,,,"000424714900010","Gaia","4","GAIA - Ecological Perspectives for Science and Society","26","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"351","349","München","published",,,,,,,,"2018-04-04T11:25:39Z","2021-02-14T23:06:53Z","true",,"WOS",,,"publishedVersion",
"197668","20.500.11850/14","Baumberger, Christoph||Brun, Georg","Grimm, Stephen R.||Baumberger, Christoph||Ammon, Sabine",,"2017-11-24T08:32:15Z","2017-06-12T14:40:47Z||2017-11-24T08:32:15Z","2017",,,,,"978-1-138-92193-1||1-138-92193-9||978-1-315-68611-0",,,,"http://hdl.handle.net/20.500.11850/121802","en","Routledge-Taylor & Francis",,,,"Dimensions of Objectual Understanding",,"Book Chapter","Metadata only","Explaining Understanding: New Perspectives from Epistemology and Philosophy of Science",,,"2017-06-12T14:44:42Z",,,,"pub:184060",,"yes",,,,,,,,,,"imp593654ce5c3e089526","010740247",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,"189","165","New York, NY","published",,,,,,,,"2017-07-15T06:20:58Z","2017-11-24T08:32:21Z","true",,"ECIT",,,,
"236029","20.500.11850/10","Wilkes-Allemann, Jerylee||Pütz, Marco||Hanewinkel, Marc",,,"2018-05-23T08:55:02Z","2018-01-03T09:20:27Z||2018-05-23T08:55:02Z","2017",,,,,"978-3-902762-88-7",,,,"http://hdl.handle.net/20.500.11850/225082","en","Forstliche Versuchs- und Forschungsanstalt (FVA) Baden-Württemberg",,,,"Governance of forest recreation: the challenge of managing and planning forest recreation in urban forest areas",,"Other Conference Item","Metadata only","125th IUFRO Anniversary Congress - Book of Abstracts (IUFRO 2017)",,,"2018-01-03T09:20:28Z",,,,,,"yes","125th IUFRO Anniversary Congress","September 18-22, 2017","Freiburg, Germany",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"151","151","Freiburg im Breisgau","published",,,,,,,,"2018-05-23T08:55:06Z","2018-11-07T09:28:53Z","true",,"FORM",,,,
"248634","20.500.11850/22","Komendantova, Nadejda||Irshaid, Jenan||Marashdeh, Leena||Al-Salaymeh, Ahmed||Ekenberg, Love||Linnerooth-Bayer, Joanne",,,"2018-08-15T07:47:47Z","2018-08-15T07:47:47Z","2017",,,"application/pdf","10.3929/ethz-b-000213934",,,"http://hdl.handle.net/20.500.11850/213934||http://hdl.handle.net/20.500.11850/125804",,"http://hdl.handle.net/20.500.11850/282620","en","Bonn International Center for Conversion","Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported","http://creativecommons.org/licenses/by-nc-nd/3.0/",,"Country Fact Sheet Jordan: Energy and Development at a glance 2017: Background Paper",,"Working Paper","Open access",,,,"2017-06-12T18:17:12Z",,,,"pub:188443",,"no",,,,,,,,,,"imp59365516200c049621",,,,,,,"MENA-SELECT Working Paper",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"Bonn","published",,,,,,,,"2018-08-15T07:47:57Z","2021-02-15T01:16:53Z","true","65 p.","FORM||ECIT",,,"publishedVersion",
"251911","20.500.11850/3","Widmer, Alexander||Ingold, Karin||Lieberherr, Eva",,,"2018-09-06T07:00:48Z","2017-10-19T15:24:42Z||2017-11-06T10:17:31Z||2018-08-16T12:36:08Z||2018-09-05T09:14:00Z||2018-09-06T07:00:48Z","2017",,,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/198436","de","SVGW",,,,"Regionalisierung: Die Akzeptanz unterschiedlicher Organisationsformen für eine regionale Wasserversorgung",,"Journal Article","Metadata only",,,,"2017-10-19T15:24:42Z",,,,,,"yes",,,,,,,,,,,,,,,,"2","Aqua & Gas","97","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"45","40","Zürich","published",,,,,,,,"2018-09-06T07:00:57Z","2020-02-15T14:46:02Z","true",,"FORM",,,,
"255941","20.500.11850/14","Whitehead, Ian||Hansmann, Ralph||Lohrberg, Frank||Živojinović, Ivana||Bernasconi, Andreas||Jones, Nerys","Pearlmutter, David||Calfapietra, Carlo||Samson, Roeland||O’Brien, Liz||Krajter Ostoić, Silvija||Sanesi, Giovanni||Del Amo, Rocío A.",,"2018-10-02T15:57:50Z","2018-10-02T15:41:20Z||2018-10-02T15:57:50Z","2017",,,,,"978-3-319-50279-3||978-3-319-50280-9",,,"10.1007/978-3-319-50280-9","http://hdl.handle.net/20.500.11850/292949","en","Springer International Publishing",,,"Partnerships||Third Sector||urban forestry","The Role of Partnerships and the Third Sector in the Development and Delivery of Urban Forestry and Green Infrastructure",,"Book Chapter","Metadata only","The Urban Forest: Cultivating Green Infrastructure for People and the Environment",,,"2018-10-02T15:41:31Z",,,,,,"yes",,,,,,,,,,,,,,,,,"Future City","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"282","259","Cham","published",,,,,,,,"2018-10-02T15:57:53Z","2018-10-02T15:57:53Z","true",,"FORM",,,,
"121401","20.500.11850/3","Bórquez, Roxana||Aldunce, Paulina||Adler, Carolina",,,"2017-06-12T14:01:20Z","2017-06-12T14:01:20Z","2017-01",,,,,,"1862-4065||1862-4057",,"10.1007/s11625-016-0400-6","http://hdl.handle.net/20.500.11850/121434","en","Springer",,,"Co-production||Resilience||Climate change||Transdisciplinarity||Drought||Chile","Resilience to climate change: From theory to practice through co-production of knowledge in Chile",,"Journal Article","Metadata only",,,,"2017-06-12T14:03:56Z",,,,"pub:183532",,"yes",,,,,,,,,,"imp593654c691afe59523","005283015","84989908049",,"000393593200011","Sustain Sci","1","Sustainability Science","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351","Published online 3 October 2016.","176","163","Tokyo","published",,,,,,,,"2017-07-13T18:42:08Z","2018-11-03T00:26:25Z","true",,"ECIT",,,,
"245252","20.500.11850/28","Booth, Laura||Scolobig, Anna||Marx, Sina||Schueller, Lynn||Amaratunga, Dilanthi||Haigh, Richard||Cedervall-Lauta, Kristian||Grandjean, Gilles",,,"2018-07-25T06:49:28Z","2017-11-21T15:13:12Z||2018-07-25T06:47:23Z||2018-07-25T06:48:33Z||2018-07-25T06:49:28Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/211623","en","Enhancing Synergies for disaster PRevention in the EurOpean Union (ESPREssO); Analisi e Monitoraggio del Rischio Ambientale SCARL (AMRA)",,,,"Stakeholder Engagement Plan: Overview of Tools & Activities",,"Other Publication","Metadata only",,,,"2017-11-21T15:13:15Z",,,,,,"yes",,,,"Enhancing Synergies for disaster PRevention in the EurOpean Union","700342","10.13039/501100007352","SBFI","H2020",,,,,"http://www.espressoproject.eu/dissemination-results/deliverables.html",,,"D1.1",,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"s.l.; Napoli","published",,,,,,,,"2018-07-25T06:47:30Z","2018-07-25T06:49:32Z","true","80 p.","FORM",,"Deliverable 1.1. of the ESPREssO project Enhancing Synergies for disaster Prevention in the EurOpean Union, H2020 Programme",,
"210321","20.500.11850/3","Komendantova, Nadejda||Yazdanpanah, Masoud",,,"2018-01-16T16:58:26Z","2017-06-12T17:59:24Z||2018-01-16T16:45:31Z||2018-01-16T16:58:26Z","2017",,,,,,"2345-5772||2345-6760",,,"http://hdl.handle.net/20.500.11850/125200","en","Amin Padash",,,"Concentrated solar power||Willingness to use renewable energy sources||Human factors of energy transition||Energy policy in Iran and Morocco","Impacts of Human Factors on Willingness to Use Renewable  Energy Sources in  Iran and Morocco",,"Journal Article","Metadata only",,,,"2017-06-12T17:59:30Z",,,,"pub:187781",,"yes",,,,,,,,,,"imp5936550bf268b91497",,,"http://www.eeer.ir/article_47240.html",,,"2","Environmental Energy and Economics International Research","1","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"152","141","Tehran","published",,,,,,,,"2017-07-18T18:45:52Z","2018-01-16T16:58:29Z","true",,"ECIT",,,,
"191864","20.500.11850/12","Steinmann, Kathrin||Lieberherr, Eva||Zimmermann, Willi",,,"2017-11-04T12:58:00Z","2017-10-19T19:35:41Z||2017-11-04T12:58:00Z","2017",,,,,"978-3-03751-902-8||3-03751-902-9",,,,"http://hdl.handle.net/20.500.11850/198563","de","Dike",,,,"Waldpolitik der Schweiz - ein Lehrbuch",,"Monograph","Metadata only",,,,"2017-10-19T19:35:42Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,"Zürich","published",,,,,,,,"2017-11-04T12:58:05Z","2020-02-15T08:48:48Z","true","153 S.","FORM",,,,
"222510","20.500.11850/10","Schweizer, Rémi",,,"2018-03-01T10:22:33Z","2017-12-01T13:20:55Z||2018-03-01T10:21:16Z||2018-03-01T10:22:33Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/216295","en",,,,,"Citizen-consumers’ and food decision-making processes in Switzerland: often called upon, rarely influential?",,"Other Conference Item","Metadata only",,,,"2017-12-01T13:20:56Z",,,,,,"yes","Conference Food Utopias in Switzerland","June 7, 2017","Neuchatel, Switzerland",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","Conference lecture on 7 June 2017",,,,"unpublished",,,,,,,,"2018-03-01T10:21:18Z","2018-03-01T10:22:35Z","true",,"FORM",,,,
"226554","20.500.11850/14","Baumberger, Christoph","Berr, Karsten",,"2018-03-21T13:09:10Z","2017-11-23T19:19:18Z||2018-03-21T13:09:10Z","2017",,,,,"978-3-658-14972-7||978-3-658-14973-4",,,"10.1007/978-3-658-14973-4","http://hdl.handle.net/20.500.11850/213286","de","Springer",,,"Architektur||Stadtplanung||Planerische Praxis||Architektursoziologie||Ethische Vernatwortung","Ethischer, ästhetischer und architektonischer Wert",,"Book Chapter","Metadata only","Architektur- und Planungsethik. Zugänge, Perspektiven, Standpunkte",,,"2017-11-23T19:19:19Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,"174","159","Wiesbaden","published",,,,,,,,"2018-04-01T10:15:51Z","2018-11-06T16:22:30Z","true",,"FORM",,"Zur Verteidigung des moderaten Moralismus",,
"240907","20.500.11850/10","Wilkes-Allemann, Jerylee||Ludvig, Alice",,,"2018-06-25T15:10:30Z","2018-01-03T09:18:34Z||2018-06-25T15:10:30Z","2017",,,,,"978-3-902762-88-7",,,,"http://hdl.handle.net/20.500.11850/225079","en","Forstliche Versuchs- und Forschungsanstalt (FVA) Baden-Württemberg",,,"Social Innovation||forest recreation||Switzerland","Social Innovation: key for forest recreation infrastructure provisioning?",,"Other Conference Item","Metadata only","125th IUFRO Anniversary Congress - Book of Abstracts",,,"2018-01-03T09:18:37Z",,,,,,"yes","125th IUFRO Anniversary Congress","September 18-22, 2017","Freiburg, Germany",,,,,,,,,,"http://iufro2017.com/downloads/",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"94","94","Baden-Württemberg","published",,,,,,,,"2018-06-25T15:10:33Z","2018-06-25T15:10:33Z","true",,"FORM",,,,
"202034","20.500.11850/21","Bresch, David N.||Luna, Dario||Young, Simon||Mahul, Olivier||Adam, Bianca||Signer, Benedikt||Abel, Simeon||Bacchini, Roberto D.||Poulter, Richard||White, Emily","Himmelfarb, Anne",,"2017-12-11T08:38:18Z","2017-12-11T08:23:08Z||2017-12-11T08:38:18Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/219554","en","World Bank Group",,,,"Sovereign Climate and Disaster Risk Pooling",,"Report","Metadata only",,,,"2017-12-11T08:23:09Z",,,,,,"yes",,,,,,,,,,,,,"http://hdl.handle.net/10986/28311",,,,"World Bank Technical Contribution to the G20",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,,"Washington, DC","published",,,,,,,,"2017-12-11T08:38:21Z","2017-12-11T08:38:21Z","true","84 p.","FORM",,"Joining Forces To Manage Climate And Disaster Risks. Sovereign Climate And Disaster Risk Pooling Mechanisms",,
"249133","20.500.11850/10","Lieberherr, Eva||Hansson, Lisa||Leiren, Merethe||Schmid, Jonas",,,"2018-08-20T09:54:36Z","2018-01-16T16:01:32Z||2018-08-20T09:54:36Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/229729","en",,,,,"Contracting-out and accountability adaptation:  Insights from the transport sector in Switzerland, Norway and Sweden",,"Other Conference Item","Metadata only",,,,"2018-01-16T16:01:33Z",,,,,,"yes","2017 Annual Congress of the Swiss Political Science Association (SPSA)","January 11-12, 2017","St. Gallen, Switzerland",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","Conference lecture on 11 January 2017.",,,,"unpublished",,,,,,,,"2018-08-20T09:54:39Z","2020-02-15T14:28:19Z","true",,"FORM",,,,
"198755","20.500.11850/3","Baumberger, Christoph||Knutti, Reto||Hirsch Hadorn, Gertrude",,,"2017-11-29T09:52:57Z","2017-06-12T18:04:20Z||2017-06-26T08:08:09Z||2017-06-26T08:12:48Z||2017-06-26T08:18:42Z||2017-06-26T09:40:23Z||2017-06-26T09:41:52Z||2017-11-15T14:37:10Z||2017-11-28T14:32:15Z||2017-11-23T19:16:56Z||2017-11-28T14:28:57Z||2017-11-29T09:52:57Z","2017-01","2017-01-12","Climate model projections are used to inform policy decisions and constitute a major focus of climate research. Confidence in climate projections relies on the adequacy of climate models for those projections. The question of how to argue for the adequacy of models for climate projections has not gotten sufficient attention in the climate modeling community. The most common way to evaluate a climate model is to assess in a quantitative way degrees of ‘model fit’; that is, how well model results fit observation-based data (empirical accuracy) and agree with other models or model versions (robustness). However, such assessments are largely silent about what those degrees of fit imply for a model's adequacy for projecting future climate. We provide a conceptual framework for discussing the evaluation of the adequacy of models for climate projections. Drawing on literature from philosophy of science and climate science, we discuss the potential and limits of inferences from model fit. We suggest that support of a model by background knowledge is an additional consideration that can be appealed to in arguments for a model's adequacy for long-term projections, and that this should explicitly be spelled out. Empirical accuracy, robustness and support by background knowledge neither individually nor collectively constitute sufficient conditions in a strict sense for a model's adequacy for long-term projections. However, they provide reasons that can be strengthened by additional information and thus contribute to a complex non-deductive argument for the adequacy of a climate model or a family of models for long-term climate projections.","application/pdf","10.3929/ethz-b-000125398",,"1757-7780||1757-7799","http://hdl.handle.net/20.500.11850/125398||http://hdl.handle.net/20.500.11850/213284","10.1002/wcc.454","http://hdl.handle.net/20.500.11850/215008","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Building confidence in climate model projections: an analysis of inferences from fit",,"Journal Article","Open access",,,,"2017-06-12T18:04:26Z",,,,"pub:187999",,"yes",,,,,,,,,,"imp5936550f8315068160",,"85018214663",,"000399906300004",,"3","WIREs Climate Change","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","03777||08804","03777||08804",,,"e454","Malden, MA","published",,,,,,,,"2017-11-29T09:48:55Z","2021-02-14T20:56:13Z","true","20 p.","ECIT||FORM",,,"publishedVersion",
