id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.internal,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.urn,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"380699","20.500.11850/3","Baumgartner, Simon||Barthel, Matti||Drake, Travis William||Bauters, Marijn||Makelele, Isaac Ahanamungu||Mugula, John Kalume||Summerauer, Laura||Gallarotti, Nora||Cizungu Ntaboba, Landry||Van Oost, Kristof||Boeckx, Pascal||Doetterl, Sebastian||Werner, Roland Anton||Six, Johan",,,,"2020-12-18T13:27:38Z","2020-12-17T16:52:40Z||2020-12-18T13:27:38Z","2020",,"Soil respiration is an important carbon flux and key process determining the net ecosystem production of terrestrial ecosystems. To address the lack of quantification and understanding of seasonality in soil respiration of tropical forests in the Congo Basin, soil CO2 fluxes and potential controlling factors were measured annually in two dominant forest types (lowland and montane) of the Congo Basin over 2 years at varying temporal resolution. Soil CO2 fluxes from the Congo Basin resulted in 3.45 ± 1.14 and 3.13 ± 1.22 µmol CO2 m−2 s−1 for lowland and montane forests, respectively. Soil CO2 fluxes in montane forest soils showed a clear seasonality with decreasing flux rates during the dry season. Montane forest soil CO2 fluxes were positively correlated with soil moisture, while CO2 fluxes in the lowland forest were not. Smaller differences of δ13C values of leaf litter, soil organic carbon (SOC), and soil CO2 indicated that SOC in lowland forests is more decomposed than in montane forests, suggesting that respiration is controlled by C availability rather than environmental factors. In general, C in montane forests was more enriched in 13C throughout the whole cascade of carbon intake via photosynthesis, litterfall, SOC, and soil CO2 compared to lowland forests, pointing to a more open system. Even though soil CO2 fluxes are similarly high in lowland and montane forests of the Congo Basin, the drivers of them seem to be different, i.e., soil moisture for montane forest and C availability for lowland forest.","application/pdf","10.3929/ethz-b-000456954",,"1726-4170||1726-4170",,"10.5194/bg-17-6207-2020","http://hdl.handle.net/20.500.11850/456954","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Seasonality, drivers, and isotopic composition of soil CO2 fluxes from tropical forests of the Congo Basin","Journal Article","Open access",,,"2020-12-17T16:52:48Z",,,,"yes",,,,,,,,,,,,"85097591608",,,"000599338300003",,"23","Biogeosciences","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","03982||03648||03868||09646||03982","03648||03868||09646||03982",,"6218","6207","Göttingen","published",,,,,,,,,,,,"2020-12-18T13:27:47Z","2022-03-29T04:37:12Z","true",,"FORM",,,"publishedVersion"
"334849","20.500.11850/3","Schweizer, Daniella||Brancalion, Pedro H. S.",,,,"2020-02-07T11:40:10Z","2020-02-01T06:45:20Z||2020-02-07T11:40:10Z","2020-01","2019-10-11",,,,,"1061-2971||1526-100X",,"10.1111/rec.13064","http://hdl.handle.net/20.500.11850/396474","en","Wiley",,,"Adaptive management||Biodiversity conservation||Evolutionary relations||Janzen Connell hypothesis||Seedling performance||Tropical forest restoration","Rescue tree monocultures! A phylogenetic ecology approach to guide the choice of seedlings for enrichment planting in tropical monoculture plantations","Journal Article","Metadata only",,,"2020-02-01T06:45:25Z",,,,"yes",,,,,,,,,,,,"85074839747",,,"000508553900019","Restor. Ecol.","1","Restoration Ecology","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723||02722","03723",,"172","166","Malden, MA","published",,,,,,,,,,,,"2020-02-07T11:40:34Z","2022-03-29T00:55:49Z","true",,"WOS",,,
"340364","20.500.11850/3","Thrippleton, Timothy||Hülsmann, Lisa||Cailleret, Maxime||Bugmann, Harald",,,,"2020-03-16T13:09:54Z","2019-12-12T13:11:45Z||2019-12-12T14:18:24Z||2020-03-16T13:09:54Z","2020-01","2019-05-15",,,,,"1432-9840||1435-0629",,"10.1007/s10021-019-00397-3","http://hdl.handle.net/20.500.11850/385101","en","Springer",,,"dynamic vegetation model||tree mortality||mortality models||forest dynamics||climate change||environmental gradient||Pinus sylvestris","Projecting Forest Dynamics Across Europe: Potentials and Pitfalls of Empirical Mortality Algorithms","Journal Article","Metadata only",,,"2019-12-12T13:11:54Z",,,,"yes",,,,"Advanced Tree MOrtality MOdeling (ATMO^2)","163250","10.13039/501100001711","SNF","Projekte Lebenswissenschaften",,,,"85066036386",,,"000515864600014",,"1","Ecosystems","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"203","188","New York, NY","published",,,,,,,,,,,,"2020-03-16T13:10:06Z","2022-03-29T01:20:24Z","true",,"FORM",,,
"399474","20.500.11850/16","Nussbaumer, Anita",,,"Rigling, Andreas||Bugmann, Harald||Gessler, Arthur||Vacchiano, Giorgio||Waldner, Peter","2021-04-28T07:22:10Z","2021-04-27T11:47:07Z||2021-04-28T07:22:10Z","2020","2021-04-28",,"application/pdf","10.3929/ethz-b-000480828",,,,,"http://hdl.handle.net/20.500.11850/480828","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","masting||Fagus sylvatica L.||Quercus robur||Quercus petraea||Picea abies (L.) Karst||Pinus sylvestris L.||Resource dynamics||Weather cues||environmental veto||fruit abortion","Mast behaviour in European forest tree species: triggers, inhibitors, and resource dynamics mechanisms","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::580 - Botanical sciences","2021-04-27T11:47:16Z",,,,"yes",,,,,,,,,"27275",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,,,"Zurich","published",,,,,,,,,,,,"2021-04-28T07:22:21Z","2022-03-29T06:49:39Z","true","210 p.","FORM",,,
"408506","20.500.11850/19","Wiedemeier, Hanna-Sophie",,,"Doetterl, Sebastian||Wasner, Daniel","2021-07-05T05:06:51Z","2021-02-16T13:27:09Z||2021-07-02T13:39:20Z||2021-07-05T05:06:51Z","2020","2021-07-05",,"application/pdf",,,,,,"http://hdl.handle.net/20.500.11850/469736","de","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Einfluss von Geologie, Landnutzungstyp und Topographie auf pH-Wert, Phosphor- und Aluminiumverfügbarkeit in tropischen Böden","Bachelor Thesis","Closed access",,,"2021-02-16T13:27:19Z",,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","09646","09646",,,,"Zurich","published",,,,,,,,,,,,"2021-07-05T05:06:58Z","2023-02-06T22:10:48Z","true","73 p.","FORM",,,
"369310","20.500.11850/3","Saladin, Bianca||Pellissier, Loïc||Graham, Catherine H.||Nobis, Michael P.||Salamin, Nicolas||Zimmermann, Niklaus E.",,,,"2020-09-25T09:43:34Z","2020-09-25T02:52:38Z||2020-09-25T09:43:34Z","2020","2020-09-16","Scientific understanding of biodiversity dynamics, resulting from past climate oscillations and projections of future changes in biodiversity, has advanced over the past decade. Little is known about how these responses, past or future, are spatially connected. Analyzing the spatial variability in biodiversity provides insight into how climate change affects the accumulation of diversity across space. Here, we evaluate the spatial variation of phylogenetic diversity of European seed plants among neighboring sites and assess the effects of past rapid climate changes during the Quaternary on these patterns. Our work shows a marked homogenization in phylogenetic diversity across Central and Northern Europe linked to high climate change velocity and large distances to refugia. Our results suggest that the future projected loss in evolutionary heritage may be even more dramatic, as homogenization in response to rapid climate change has occurred among sites across large landscapes, leaving a legacy that has lasted for millennia.","application/pdf","10.3929/ethz-b-000442472",,"2041-1723",,"10.1038/s41467-020-18343-6","http://hdl.handle.net/20.500.11850/442472","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Rapid climate change results in long-lasting spatial homogenization of phylogenetic diversity","Journal Article","Open access",,,"2020-09-25T02:52:55Z",,,,"yes",,,,,,,,,,,,"85091128430",,,"000573778500009","Nat Commun","1","Nature Communications","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553||02722","09553",,,"4663","London","published",,,,,,,,,,,,"2020-09-25T09:43:44Z","2023-02-06T20:28:51Z","true","8 p.","SCOPUS",,,"publishedVersion"
"371924","20.500.11850/16","Grünig, Marc",,,"Pellissier, Loïc||Mazzi, Dominique||Calanca, Pierluigi||Bacher, Sven","2020-10-15T06:12:50Z","2020-10-14T13:34:34Z||2020-10-14T14:36:48Z||2020-10-15T06:12:50Z","2020","2020-10-15",,"application/pdf","10.3929/ethz-b-000445976",,,,,"http://hdl.handle.net/20.500.11850/445976","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Spatial and temporal modelling of insect pests and their host plants under climate change","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::500 - Natural sciences","2020-10-14T13:34:57Z",,,,"yes",,,,,,,,,"26895",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,,,"Zurich","published",,,,,,,,,,,,"2020-10-15T06:13:05Z","2023-02-06T20:31:48Z","true","186 p.","FORM",,,
"370041","20.500.11850/31","Kleinschroth, Fritz||Winton, R. Scott||Calamita, Elisa||Niggemann, Fabian||Botter, Martina||Wehrli, Bernhard||Ghazoul, Jaboury","Kleinschroth, Fritz",,,"2020-09-30T06:45:54Z","2020-06-15T12:13:00Z||2020-06-15T13:14:41Z||2020-08-13T08:46:10Z||2020-08-13T09:04:28Z||2020-08-13T09:54:44Z||2020-08-13T10:56:25Z||2020-09-02T06:08:13Z||2020-09-30T06:45:54Z","2020","2020-06-15",,"application/zip||application/dbase||application/x-shapefile||text/csv||text/plain","10.3929/ethz-b-000420432",,,,,"http://hdl.handle.net/20.500.11850/420432","en","ETH Zurich","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Data from: Living with floating vegetation invasions","Dataset","Open access",,,"2020-06-15T12:13:09Z","2020-08-13","indefinite","292278994-08-17T07:12:55Z","yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","02350||03723||03328||02722","03723||03328",,,,"Zurich",,,,,,,,,,"10.3929/ethz-b-000431282",,,"2020-06-15T13:14:52Z","2023-02-06T20:29:37Z","true","86.15 kB","FORM",,,
"375400","20.500.11850/3","Rouholahnejad Freund, Elham||Zappa, Massimiliano||Kirchner, James W.",,,,"2020-11-10T14:25:58Z","2020-11-10T03:58:45Z||2020-11-10T14:25:58Z","2020","2020-10-28","Evapotranspiration (ET) influences land–climate interactions, regulates the hydrological cycle, and contributes to the Earth's energy balance. Due to its feedback to large-scale hydrological processes and its impact on atmospheric dynamics, ET is one of the drivers of droughts and heatwaves. Existing land surface models differ substantially, both in their estimates of current ET fluxes and in their projections of how ET will evolve in the future. Any bias in estimated ET fluxes will affect the partitioning between sensible and latent heat and thus alter model predictions of temperature and precipitation. One potential source of bias is the so-called “aggregation bias” that arises whenever nonlinear processes, such as those that regulate ET fluxes, are modeled using averages of heterogeneous inputs. Here we demonstrate a general mathematical approach to quantifying and correcting for this aggregation bias, using the GLEAM land evaporation model as a relatively simple example. We demonstrate that this aggregation bias can lead to substantial overestimates in ET fluxes in a typical large-scale land surface model when sub-grid heterogeneities in land surface properties are averaged out. Using Switzerland as a test case, we examine the scale dependence of this aggregation bias and show that it can lead to an average overestimation of daily ET fluxes by as much as 10 % across the whole country (calculated as the median of the daily bias over the growing season). We show how our approach can be used to identify the dominant drivers of aggregation bias and to estimate sub-grid closure relationships that can correct for aggregation biases in ET estimates, without explicitly representing sub-grid heterogeneities in large-scale land surface models.","application/pdf","10.3929/ethz-b-000450412",,"1027-5606||1607-7938",,"10.5194/hess-24-5015-2020","http://hdl.handle.net/20.500.11850/450412","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Averaging over spatiotemporal heterogeneity substantially biases evapotranspiration rates in a mechanistic large-scale land evaporation model","Journal Article","Open access",,,"2020-11-10T03:58:50Z",,,,"yes",,,,,,,,,,,,"85095127389",,,"000586841300001","Hydrol. Earth Syst. Sci.","10","Hydrology and Earth System Sciences","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"5025","5015","Göttingen","published",,,,,,,,,,,,"2020-11-10T14:26:19Z","2023-02-06T20:59:42Z","true",,"SCOPUS",,,"publishedVersion"
"374296","20.500.11850/3","Kafash, Anooshe||Ashrafi, Sohrab||Yousefi, Masoud||Rastegar‑Pouyani, Eskandar||Rajabizadeh, Mahdi||Ahmadzadeh, Faraham||Grünig, Marc||Pellissier, Loïc",,,,"2020-11-02T10:58:54Z","2020-11-01T08:33:35Z||2020-11-02T10:58:54Z","2020","2020-10-23","Spatial gradients of species richness can be shaped by the interplay between historical and ecological factors. They might interact in particularly complex ways in heterogeneous mountainous landscapes with strong climatic and geological contrasts. We mapped the distribution of 171 lizard species to investigate species richness patterns for all species (171), diurnal species (101), and nocturnal species (70) separately. We related species richness with the historical (past climate change, mountain uplifting) and ecological variables (climate, topography and vegetation). We found that assemblages in the Western Zagros Mountains, north eastern and north western parts of Central Iranian Plateau have the highest number of lizard species. Among the investigated variables, annual mean temperature explained the largest variance for all species (10%) and nocturnal species (31%). For diurnal species, temperature change velocity shows strongest explained variance in observed richness pattern (26%). Together, our results reveal that areas with annual temperature of 15–20 °C, which receive 400–600 mm precipitation and experienced moderate level of climate change since the Last Glacial Maximum (LGM) have highest number of species. Documented patterns of our study provide a baseline for understanding the potential effect of ongoing climate change on lizard diversity in Iran.","application/pdf","10.3929/ethz-b-000449015",,"2045-2322",,"10.1038/s41598-020-74867-3","http://hdl.handle.net/20.500.11850/449015","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Reptile species richness associated to ecological and historical variables in Iran","Journal Article","Open access",,,"2020-11-01T08:33:41Z",,,,"yes",,,,,,,,,,,,"85093970614",,,"000586489900009","Sci Rep","1","Scientific Reports","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553||02722","09553",,,"18167","London","published",,,,,,,,,,,,"2020-11-02T10:59:04Z","2023-02-06T20:40:56Z","true","11 p.","SCOPUS",,,"publishedVersion"
