id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"278768","20.500.11850/10","Leonarduzzi, Elena",,,,,,"2019-01-31T15:04:17Z","2019-01-15T15:55:55Z||2019-01-31T15:04:17Z","2018",,,,,,,,,"http://hdl.handle.net/20.500.11850/316094","en",,,,,"Resolution matters: numerical analysis of the effect of subgrid heterogeneities with a physically based hydrological model",,"Other Conference Item","Metadata only","Abstract Volume 16th Swiss Geoscience Meeting (2018)",,"2019-01-15T15:56:01Z",,,,,"yes","16th Swiss Geoscience Meeting (SGM 2018)","November 30 - December 1, 2018","Berne, Switzerland",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster Abstract",,"14.10",,"published",,,,,,,,,,,,,"2019-01-31T15:04:27Z","2020-02-15T16:53:33Z","true",,"FORM",,,,
"278689","20.500.11850/10","Lüthi, C.||Spuhler, Dorothee",,,,,,"2019-01-31T12:40:34Z","2018-12-21T14:43:53Z||2019-01-31T12:40:34Z","2018",,,,,,,,,"http://hdl.handle.net/20.500.11850/313066","en",,,,,"Pre-selecting appropriate sanitation system options as an input into urban sanitation planning.",,"Other Conference Item","Metadata only",,,"2018-12-21T14:43:54Z",,,,,"yes","41st WEDC international conference 2018","July 9-13, 2018","Nakuru, Kenya",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,,,,"unpublished",,,,,,,,,,,,,"2019-01-31T12:40:41Z","2019-01-31T12:40:41Z","true",,"FORM",,,,
"285840","20.500.11850/10","Paschalis, Athanasios||Fatichi, Simone||Pappas, Christoforos",,,,,,"2019-03-18T07:18:36Z","2019-01-21T15:51:21Z||2019-03-18T07:18:36Z","2018",,,"application/pdf","10.3929/ethz-b-000318228",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/318228","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Global stability of T/ET under present and future climate.",,"Other Conference Item","Open access",,,"2019-01-21T15:51:23Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster abstract. Poster presented on 10 April 2018.",,"EGU2018-7231","Göttingen","published",,,,,,,,,,,,,"2019-03-18T07:18:47Z","2020-02-15T17:52:17Z","true","1 p.","FORM",,,"publishedVersion",
"285841","20.500.11850/10","Fatichi, Simone||Pappas, Christoforos",,,,,,"2019-03-18T07:26:42Z","2019-01-21T15:43:40Z||2019-03-18T07:26:42Z","2018",,,"application/pdf","10.3929/ethz-b-000318213",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/318213","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"How variable is the long-term transpiration-to-evapotranspiration ratio?",,"Other Conference Item","Open access",,,"2019-01-21T15:43:46Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Conference lecture on 13 April 2018.",,"EGU2018-5100","Göttingen","published",,,,,,,,,,,,,"2019-03-18T07:27:00Z","2020-02-15T17:52:18Z","true","1 p.","FORM",,,"publishedVersion",
"285842","20.500.11850/10","Fatichi, Simone",,,,,,"2019-03-18T07:30:32Z","2019-01-21T15:40:49Z||2019-03-18T07:30:32Z","2018",,,"application/pdf","10.3929/ethz-b-000318209",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/318209","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"On the value of ecosystem manipulation experiments for testing mechanistic models",,"Other Conference Item","Open access",,,"2019-01-21T15:40:55Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Conference lecture on 13 April 2018.",,"EGU2018-5120","Göttingen","published",,,,,,,,,,,,,"2019-03-18T07:30:47Z","2020-02-15T17:52:20Z","true","1 p.","FORM",,,"publishedVersion",
"285712","20.500.11850/10","Bertoni, Federica||Giuliani, Matteo||Castelletti, Andrea",,,,,,"2019-03-15T14:48:39Z","2019-01-30T16:33:03Z||2019-03-15T14:48:39Z","2018",,,"application/pdf","10.3929/ethz-b-000321622",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/321622","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"An inverse nested approach to optimize planning and operation of water reservoir systems",,"Other Conference Item","Open access",,,"2019-01-30T16:33:11Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster abstract. Poster presented on 11 April 2018.",,"EGU2018-9076","Göttingen","published",,,,,,,,,,,,,"2019-03-15T14:48:46Z","2020-02-15T17:52:01Z","true","1 p.","FORM",,,"publishedVersion",
"254428","20.500.11850/16","Costa, Anna",,,,,"Molnar, Peter||Burlando, Paolo||Lane, Stuart N.||Piégay, Hervé","2018-09-21T05:47:23Z","2018-09-21T01:24:48Z||2018-09-21T05:47:23Z","2018","2018-09-21",,"application/pdf","10.3929/ethz-b-000290956",,,,,"http://hdl.handle.net/20.500.11850/290956","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Sediment transport||Suspended sediment||Bedload||Modelling||Erosion||Glacier erosion||Hydroclimatic control||Impacts of warmer climate on sediment regime||Hydropower||Flow regulation||Hydropower Reservoirs||River network||Bedload modelling||Alpine catchment||Basin-scale modelling||Anthropogenic impacts","Basin-scale sediment dynamics of an alpine catchment: understanding the impacts of hydroclimatic forcing and hydropower",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering||DDC - DDC::5 - Science::560 - Paleontology, paleozoology","2018-09-21T01:24:49Z",,,,,"yes",,,,"SEDFATE: Sediment fate in a changing watershed during the Anthropocene","147689","10.13039/501100001711","SNF","Sinergia","25087",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,,"Zurich","published",,,,,,,,,,,,,"2018-09-21T05:47:30Z","2020-02-15T15:07:52Z","true","178 p.","FORM",,,,
"232287","20.500.11850/16","Joerg, Hannah",,,,,"Hajnsek, Irena||Ferro-Famil, Laurent||Moreira, Allberto||Vereecken, Harry","2018-04-24T09:57:25Z","2018-04-20T12:40:36Z||2018-04-20T13:15:33Z||2018-04-24T09:53:42Z||2018-04-24T09:57:25Z","2018",,"Monitoring the temporal variation of soil and plant parameters of agricultural crops is of high interest. Since Synthetic Aperture Radar (SAR) measurements are sensitive to dielectric and geometric properties of the observed scattering scenario, they provide key observables for monitoring the temporal variation of biophysical parameters. However, the scattering mechanisms occurring in agricultural vegetation in dependency of biophysical parameters are highly complex and simultaneous dynamics of the soil and the vegetation are difficult to differentiate.   By utilizing several horizontally separated SAR acquisitions, SAR Tomography, as demonstrated for forest volumes, is a powerful tool able to estimate vertical profiles of the backscattered power and to resolve and interpret scattering mechanisms along height. The fact that tomographic SAR techniques are, in principle, independent of scattering models makes their application very promising towards a better understanding of the highly dimensional scattering scenarios of agricultural vegetation. Challenges are however the high vertical resolution required in order to be sensitive to the low plant heights, and the possibly present anisotropic propagation effects of the vegetation volume limiting the application of state-of-the art tomographic ground and volume separation algorithms.   The Crop Experiment (CROPEX) campaign in 2014, which plays a key role in this PhD thesis, fills the gap in the availability of fully polarimetric multi-frequency and tomographic SAR data over agricultural crops providing high vertical resolution capability and covering different dates of the phenological cycle. The main objective of the campaign is to foster the physical understanding of the influence that changes in soil and plant parameters have on the ground and volume scattering component as a function of crop type, polarization and frequency.   The interpretation of changes on the ground and in the volume from vertical backscatter profiles is limited and can only be quantified by separating the ground and volume scattering components. Without posing model assumptions to the vegetation volume, this separation becomes ill-posed. In the thesis, this is addressed by applying a separation algorithm which overcomes this ambiguity by integrating the a priori knowledge of the ground height as a given parameter and is able to provide robust estimates of the multi-baseline volume coherences and the ground and volume powers. The biggest novelty of this work is the quantitative analysis of the distinct ground and volume powers for agricultural scattering scenarios, particularly taking into account their temporal variation as a function of varying soil and plant parameters. The temporal variation of the estimated powers provides an unambiguous quantification of scattering changes on the ground and in the vegetation. Since the center of mass of the vertical backscatter profiles correspond - at least at the first order - to the interferometric phase center that can be estimated by means of only two acquired tracks, its analysis gives an understanding of the potential of a reduced observation scenario. In conjunction with in-situ measured soil and plant parameters, the sensitivity of the tomographic parameters across different frequencies, X-, C- and L-band, to dielectric (e.g. dynamics of the water content) and geometric (e.g. alignments of plant components) changes is demonstrated.   The experimental results in this thesis underline the importance of the three-dimensional information. With the separation in height, the conclusions drawn on the changes of the incoherent scattering signature provide a basis for future research including the coherent ground and volume signatures. Scattering models based on the coherent polarimetric signature might provide promising opportunities towards the inversion of biophysical parameters.","application/pdf","10.3929/ethz-b-000259515",,,,,"http://hdl.handle.net/20.500.11850/259515","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Remote sensing + Fernmessung + Fernerkundung (Geodäsie)||Synthetic aperture radar, SAR + high resolution radar (Radar engineering)||Radarsignarverarbeitung (Radartechnik)||Radar signal processing (Radar engineering)||Thomography (Investigation method, physics)||Agricultural ecology","Multi-Frequency Polarimetric SAR Tomography for the 3-D Characterization and Monitoring of Agricultural Crops",,"Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2018-04-20T12:40:37Z",,,,,"yes",,,,,,,,,"24817",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,,,"Zurich","published",,,,,,,,,,,,,"2018-04-20T13:15:43Z","2021-02-14T23:24:34Z","true",,"FORM",,,,
"358740","20.500.11850/16","Desmond, Peter",,,,,"Morgenroth, Eberhard||Vrouwenvelder, Johannes S.||Casey, Eoin||Derlon, Nicolas","2020-08-03T04:43:42Z","2018-10-17T18:51:04Z||2018-10-18T06:35:27Z||2018-10-18T06:43:45Z||2020-08-03T04:43:42Z","2018","2018-10-18",,"application/pdf","10.3929/ethz-b-000296862",,,,,"http://hdl.handle.net/20.500.11850/296862","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","biofilm||Membrane filtration||EPS||water","Linking Hydraulic Resistance to the Physical Structure of Membrane Biofilms",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences||DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering||DDC - DDC::6 - Technology, medicine and applied sciences::600 - Technology (applied sciences)","2018-10-17T18:51:06Z","2020-07-31",,,,"yes",,,,,,,,,"25134",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,,,"Zurich","published",,,,,,,,,,,,,"2018-10-18T06:43:59Z","2020-08-03T04:43:58Z","true","151 p.","FORM",,,,
"339380","20.500.11850/16","Stössel, Franziska",,,,,"Hellweg, Stefanie||Schulin, Rainer||Thoma, Gregory J.||Antón Vallejo, María A.","2020-03-09T07:57:59Z","2019-03-07T23:40:21Z||2019-03-08T20:39:36Z||2019-03-11T06:32:50Z||2020-03-09T07:57:59Z","2018","2019-03-11",,"application/pdf","10.3929/ethz-b-000329916","978-3-906916-52-1",,,,"http://hdl.handle.net/20.500.11850/329916","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Life Cycle Assessment of Agricultural Production: Inventories and Impact of Land Use on Soil Degradation",,"Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2019-03-07T23:40:32Z","2020-03-07",,,,"yes",,,,,,,,,"25029",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,,,"Zurich","published",,,,,,,,,,,,,"2019-03-11T06:33:51Z","2021-02-15T08:36:44Z","true","360 p.","FORM",,,,
"288787","20.500.11850/3","Mauchle, Arnold||Brögli, Michael||Balmer, Hans||Blumensaat, Frank",,,,,,"2019-04-03T14:48:31Z","2018-12-21T14:39:11Z||2019-01-04T17:20:37Z||2019-01-04T17:22:00Z||2019-01-04T17:23:24Z||2019-03-26T14:46:08Z||2019-04-03T14:45:49Z||2019-04-03T14:48:31Z","2018","2018-10-01",,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/313060","de","Schweizerischer Verein des Gas- und Wasserfaches",,,,"Integrierte Simulation von Kanalnetz und Ara",,"Journal Article","Metadata only",,,"2018-12-21T14:39:12Z",,,,,"yes",,,,,,,,,,,,,"https://www.aquaetgas.ch/wasser/abwasser/20181001_integrierte-simulation-von-kanalnetz-und-ara/",,,"10","Aqua & Gas","2018","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,"29","22","Zürich","published",,,,,,,,,,,,"false","2019-04-03T14:46:07Z","2019-04-03T14:48:45Z","true",,"FORM",,"Modellbasierte Beurteilung von Bewirtschaftungsstrategien an einem Praxisbeispiel",,
"288786","20.500.11850/3","Beutler, Philipp||Kianfar, Bahareh||Blumensaat, Frank||Maurer, Max",,,,,,"2019-04-03T14:52:24Z","2018-12-21T14:35:53Z||2019-01-04T17:30:45Z||2019-01-04T17:31:49Z||2019-04-03T14:52:24Z","2018","2018-09-27",,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/313057","de","Schweizerischer Verein des Gas- und Wasserfaches",,,,"Klimawandel und Starkregen",,"Journal Article","Metadata only",,,"2018-12-21T14:36:07Z",,,,,"yes",,,,,,,,,,,,,"https://www.aquaetgas.ch/wasser/abwasser/20180927_ag10_klimawandel-und-starkregen/",,,"10","Aqua & Gas","2018","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,"20","14","Zürich","published",,,,,,,,,,,,"false","2019-04-03T14:52:44Z","2019-04-03T14:52:44Z","true",,"FORM",,"Führt der Klimawandel zu veränderten Starkregen in der Schweiz?",,
"288792","20.500.11850/3","Derlon, Nicolas||Morgenroth, Eberhard||Pronk, Wouter",,,,,,"2019-04-03T15:34:18Z","2018-12-21T15:11:23Z||2019-01-04T17:53:30Z||2019-04-03T15:34:18Z","2018",,,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/313082","fr","Schweizerischer Verein des Gas- und Wasserfaches",,,,"Membranes d'ultrafiltration. La présence de biofilms: un avantage pour stabiliser le flux et augmenter la qualité du perméat.",,"Journal Article","Metadata only",,,"2018-12-21T15:11:25Z",,,,,"yes",,,,,,,,,,,,,"https://www.aquaetgas.ch/fr/eau/eau-potable/ag2018-05_fa_derlon/",,,"3","Aqua & Gas","2018","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"35","30","Zürich","published",,,,,,,,,,,,"false","2019-04-03T15:34:41Z","2019-04-03T15:34:41Z","true",,"FORM",,,,
"288791","20.500.11850/3","Derlon, Nicolas||Layer, Manuel||Morgenroth, Eberhard||Adler, Aline||Gelb, Arnaud||Holliger, Christof",,,,,,"2019-04-03T15:23:59Z","2018-12-21T15:09:20Z||2019-01-04T17:50:25Z||2019-04-03T15:23:59Z","2018",,,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/313080","fr","Schweizerischer Verein des Gas- und Wasserfaches",,,,"Boues granulaires aérobies","Boues granulaires aérobies pour le traitement des eaux usées","Journal Article","Metadata only",,,"2018-12-21T15:09:25Z",,,,,"yes",,,,,,,,,,,,,"https://www.aquaetgas.ch/fr/eau/eaux-us%C3%A9es/ag2018_01_fa_derlon/",,,"1","Aqua & Gas","2018","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"1","14","Zürich","published",,,,,,,,,,,,"false","2019-04-03T15:24:07Z","2019-04-03T15:24:07Z","true",,"FORM",,"État de l'art de la recherche actuelle et future",,
"288790","20.500.11850/3","Maurer, Max",,,,,,"2019-04-03T15:07:35Z","2018-12-21T14:41:23Z||2019-01-04T17:44:38Z||2019-04-03T15:03:35Z||2019-04-03T15:07:35Z","2018",,,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/313063","de","Schweizerischer Verein des Gas- und Wasserfaches",,,,"Young Professionals - Die Zukunft gestalten",,"Journal Article","Metadata only",,,"2018-12-21T14:41:32Z",,,,,"yes",,,,,,,,,,,,,"https://www.aquaetgas.ch/wasser/abwasser/20180926_ag10_young-professionals_die-zukunft-gestalten/",,,"10","Aqua & Gas","2018","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,"33","30","Zürich","published",,,,,,,,,,,,"false","2019-04-03T15:07:50Z","2019-04-03T15:07:50Z","true",,"FORM",,,,
