id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.identifier.arxiv,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"103096","20.500.11850/3","Wang, Jing||Bahk, Yeon Kyoung||Chen, Sheng-Chieh||Pui, David Y.H.",,,"2017-06-11T18:42:34Z","2017-06-11T18:42:34Z","2015-11",,,,,,"0008-6223",,"10.1016/j.carbon.2015.05.079","http://hdl.handle.net/20.500.11850/103129","en","Elsevier",,,,"Characteristics of airborne fractal-like agglomerates of carbon nanotubes","Journal Article","Metadata only",,,"2017-06-11T18:42:59Z",,"pub:161325",,"yes",,,,,,"imp59365360c9dc571456","000002952",,,"000360292100046",,,"Carbon","93","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887","Received 7 April 2015, Accepted 22 May 2015, Published online 26 May 2015.","450","441","Amsterdam","published",,,,,,,,"2017-07-20T13:26:48Z","2021-02-14T13:10:33Z","true",,"ECIT",,,
"107459","20.500.11850/3","Giuliani, Matteo||Pianosi, Francesca||Castelletti, Andrea",,,"2017-06-11T21:27:16Z","2017-06-11T21:27:16Z","2015-11",,,,,,"0043-1397||1944-7973",,"10.1002/2015WR017044","http://hdl.handle.net/20.500.11850/107492","en","Wiley",,,,"Making the most of data: An information selection and assessment framework to improve water systems operations","Journal Article","Metadata only",,,"2017-06-11T21:27:42Z",,"pub:168092",,"yes",,,,,,"imp593653bc2f75f18584","000004612","84947756297",,"000368420000023","Water Resour. Res.","11","Water Resources Research","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online 19 November 2015.","9093","9073","Malden, MA","published",,,,,,,,"2017-07-20T13:04:51Z","2021-02-14T13:36:29Z","true",,"ECIT",,,
"103500","20.500.11850/3","Eggimann, Sven||Truffer, Bernhard||Maurer, Maurer",,,"2017-06-11T18:56:03Z","2017-06-11T18:56:03Z","2015-11",,,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2015.07.004","http://hdl.handle.net/20.500.11850/103533","en","Elsevier",,,"Sustainable network infrastructure planning||Geographic information system||Sewer modelling||Algorithmic network generation||Wastewater infrastructure||Degree of centralisation","To connect or not to connect? Modelling the optimal degree of centralisation for wastewater infrastructures","Journal Article","Metadata only",,,"2017-06-11T18:56:27Z",,"pub:161781",,"yes",,,,,,"imp59365369bdaf359552","000037404","84939539475",,,"Water Res.",,"Water Research","84","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989","Published online 17 July 2015.","231","218","Amsterdam","published",,,,,,,,"2017-07-12T18:58:13Z","2022-03-28T14:02:54Z","true",,"ECIT",,,
"106209","20.500.11850/3","Wagner, Jamile||Weissbrodt, David G.||Manguin, Vincent||Da Costa, Rejane H.R.||Morgenroth, Eberhard||Derlon, Nicolas",,,"2017-06-11T20:32:53Z","2017-06-11T20:32:53Z","2015-11",,,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2015.08.030","http://hdl.handle.net/20.500.11850/106242","en","Elsevier",,,"Aerobic granules||Particulate organic substrate||Selection pressure||Simultaneous fill-and-draw operation","Effect of particulate organic substrate on aerobic granulation and operating conditions of sequencing batch reactors","Journal Article","Metadata only",,,"2017-06-11T20:33:57Z",,"pub:166348",,"yes",,,,,,"imp593653a31c4d477374","000037404","84940031797",,"000363355700017","Water Res.",,"Water Research","85","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832","Published online 20 August 2015.","166","158","Amsterdam","published",,,,,,,,"2017-07-18T12:20:24Z","2022-03-28T14:14:20Z","true",,"ECIT",,,
"104617","20.500.11850/3","Chomiak, A.||Traber, Jacqueline||Morgenroth, Eberhard||Derlon, Nicolas",,,"2017-06-11T19:31:34Z","2017-06-11T19:31:34Z","2015-11",,,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2015.08.009","http://hdl.handle.net/20.500.11850/104650","en","Elsevier",,,"Biofilm||Foulant||Gravity Driven Membrane (low pressure)||Ultrafiltration||Permeate quality||Substrate degradation","Biofilm increases permeate quality by organic carbon degradation in low pressure ultrafiltration","Journal Article","Metadata only",,,"2017-06-11T19:31:43Z",,"pub:163789",,"yes",,,,,,"imp593653822d69387347","000037404","84941902816",,"000363355700054","Water Res.",,"Water Research","85","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832","Received 20 April 2015, Revised 16 July 2015, Accepted 3 August 2015, Available online 6 August 2015.","520","512","Amsterdam","published",,,,,,,,"2017-07-15T10:40:21Z","2022-03-28T14:07:50Z","true",,"ECIT",,,
"103914","20.500.11850/3","Habermacher, Jonathan||Benetti, Antonio D.||Derlon, Nicolas||Morgenroth, Eberhard",,,"2017-06-11T19:11:52Z","2017-06-11T19:11:52Z","2015-11",,,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2015.08.002","http://hdl.handle.net/20.500.11850/103947","en","Elsevier",,,"Side-stream reactor||Endogenous decay||Starvation||Solid retention time||EPS||Exoenzymes","The effect of different aeration conditions in activated sludge - Side-stream system on sludge production, sludge degradation rates, active biomass and extracellular polymeric substances","Journal Article","Metadata only",,,"2017-06-11T19:12:06Z",,"pub:162493",,"yes",,,,,,"imp593653739ce2d52806","000037404","84939644915",,"000363355700006","Water Res.",,"Water Research","85","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"56","46","Amsterdam","published",,,,,,,,"2017-07-13T13:59:38Z","2022-03-28T14:04:36Z","true",,"ECIT",,,
"107974","20.500.11850/3","Mašić, Alma||Santos, Ana T.L.||Etter, Bastian||Udert, Kai M.||Villez, Kris",,,"2017-06-11T21:41:55Z","2017-06-11T21:41:55Z","2015-11",,,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2015.08.031","http://hdl.handle.net/20.500.11850/108007","en","Elsevier",,,"Nitrification||Online nitrite measurement||Principal component regression||Source-separated urine||UV spectrophotometry","Estimation of nitrite in source-separated nitrified urine with UV spectrophotometry","Journal Article","Metadata only",,,"2017-06-11T21:42:07Z",,"pub:168781",,"yes",,,,,,"imp593653c69d89653059","000037404",,,,"Water Res.",,"Water Research","85","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"255","244","Amsterdam","published",,,,,,,,"2017-07-14T13:10:47Z","2022-03-28T14:21:48Z","true",,"ECIT",,,
"106867","20.500.11850/3","Brem, Benjamin T.||Durdina, Lukas||Siegerist, Frithjof||Beyerle, Peter||Bruderer, Kevin||Rindlisbacher, Theo||Rocci-Denis, Sara||Andac, M.G.||Zelina, Joseph||Penanhoat, Olivier||Wang, Jing",,,"2017-06-11T21:10:28Z","2017-06-11T21:10:28Z","2015-11",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.5b04167","http://hdl.handle.net/20.500.11850/106900","en","American Chemical Society",,,,"Effects of Fuel Aromatic Content on Nonvolatile Particulate Emissions of an In-Production Aircraft Gas Turbine","Journal Article","Metadata only",,,"2017-06-11T21:10:47Z",,"pub:167316",,"yes",,,,,,"imp593653b0792a326073","000033453","84947293269",,"000365151200008","Environ. Sci. Technol.","22","Environmental Science & Technology","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887","Published online 23 October 2015.","13157","13149","Washington, DC","published",,,,,,,,"2017-07-13T15:25:05Z","2023-02-06T13:06:11Z","true",,"ECIT",,,
"106783","20.500.11850/3","Barry, Michael T.||Rusconi, Roberto||Guasto, Jeffrey S.||Stocker, Roman",,,"2017-06-11T20:58:29Z","2017-06-11T20:58:29Z","2015-11",,,,,,"1742-5689||1742-5662",,"10.1098/rsif.2015.0791","http://hdl.handle.net/20.500.11850/106816","en","Royal Society",,,"Phytoplankton suspensions||Jeffery orbits||Elongation||Motility||Ocean patchiness||Hydrodynamics","Shear-induced orientational dynamics and spatial heterogeneity in suspensions of motile phytoplankton","Journal Article","Metadata only",,,"2017-06-11T20:58:39Z",,"pub:167226",,"yes",,,,,,"imp593653aea862655173","004815764","84948687098",,"000363987900011","J. R. Soc. Interface","112","Journal of the Royal Society. Interface","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467","Published online 4 November 2015.",,"20150791","London","published",,,,,,,,"2017-07-15T03:07:57Z","2023-02-06T13:06:01Z","true","13 p.","ECIT",,,
"107054","20.500.11850/3","Rosenbaum, Ralph K.||Meijer, Arjen||Demou, Evangelia||Hellweg, Stefanie||Jolliet, Olivier||Lam, Nicholas L.||Margni, Manuele||McKone, Thomas E.",,,"2017-06-11T21:16:43Z","2017-06-11T21:16:43Z","2015-11",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.5b00890","http://hdl.handle.net/20.500.11850/107087","en","American Chemical Society",,,,"Indoor Air Pollutant Exposure for Life Cycle Assessment: Regional Health Impact Factors for Households","Journal Article","Metadata only",,,"2017-06-11T21:17:13Z",,"pub:167516",,"yes",,,,,,"imp593653b4b0bc534733","000033453","84946615977",,"000364355300026","Environ. Sci. Technol.","21","Environmental Science & Technology","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732","Published online 7 October 2015.","12831","12823","Washington, DC","published",,,,,,,,"2017-07-18T18:26:42Z","2023-02-06T13:06:35Z","true",,"ECIT",,,
"108073","20.500.11850/3","Sanjuan-Ferrer, Maria J.||Hajnsek, Irena||Papathanassiou, Konstantinos P.||Moreira, Alberto",,,"2017-06-11T21:45:00Z","2017-06-11T21:45:00Z","2015-11",,,,,,"0196-2892||1558-0644",,"10.1109/TGRS.2015.2438173","http://hdl.handle.net/20.500.11850/108106","en","IEEE",,,"Coherent scatterers (CSs)||Likelihood ratio test||Signal processing||Synthetic aperture radar (SAR)||Target detection","A New Detection Algorithm for Coherent Scatterers in SAR Data","Journal Article","Metadata only",,,"2017-06-11T21:45:10Z",,"pub:168889",,"yes",,,,,,"imp593653c8886e310862","000008169",,,,"IEEE Trans. Geosci. Remote Sens","11","IEEE Transactions on Geoscience and Remote Sensing","53","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849","Published online 17 June 2015.","6307","6293","New York, NY","published",,,,,,,,"2017-07-12T16:10:17Z","2023-02-06T13:08:21Z","true",,"ECIT",,,
"463418","20.500.11850/3","Schlagenhauf, Lukas||Kuo, Yu-Ying||Bahk, Yeon Kyoung||Nüesch, Frank||Wang, Jing",,,"2022-08-17T09:19:45Z","2017-06-11T21:16:17Z||2022-08-17T09:19:45Z","2015-11","2015-11-13","Carbon nanotubes (CNTs) as fillers in nanocomposites have attracted significant attention, and one of the applications is to use the CNTs as flame retardants. For such nanocomposites, possible release of CNTs at elevated temperatures after decomposition of the polymer matrix poses potential health threats. We investigated the airborne particle release from a decomposing multi-walled carbon nanotube (MWCNT)/epoxy nanocomposite in order to measure a possible release of MWCNTs. An experimental set-up was established that allows decomposing the samples in a furnace by exposure to increasing temperatures at a constant heating rate and under ambient air or nitrogen atmosphere. The particle analysis was performed by aerosol measurement devices and by transmission electron microscopy (TEM) of collected particles. Further, by the application of a thermal denuder, it was also possible to measure non-volatile particles only. Characterization of the tested samples and the decomposition kinetics were determined by the usage of thermogravimetric analysis (TGA). The particle release of different samples was investigated, of a neat epoxy, nanocomposites with 0.1 and 1 wt% MWCNTs, and nanocomposites with functionalized MWCNTs. The results showed that the added MWCNTs had little effect on the decomposition kinetics of the investigated samples, but the weight of the remaining residues after decomposition was influenced significantly. The measurements with decomposition in different atmospheres showed a release of a higher number of particles at temperatures below 300 °C when air was used. Analysis of collected particles by TEM revealed that no detectable amount of MWCNTs was released, but micrometer-sized fibrous particles were collected.","application/pdf","10.3929/ethz-b-000107047",,"1388-0764||1572-896X",,"10.1007/s11051-015-3245-5","http://hdl.handle.net/20.500.11850/107047","en","Springer","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Nanocomposite||Carbon nanotubes||Thermal decomposition||Particle release||Environmental and health effects||Exposure","Decomposition and particle release of a carbon nanotube/epoxy nanocomposite at elevated temperatures","Journal Article","Open access",,,"2017-06-11T21:17:13Z",,"pub:167475",,"yes",,,,,,"imp593653b3bc6b566683","004123650","84946913092",,"000370145400003","J. nanopart. res.","11","Journal of Nanoparticle Research","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887","It was possible to publish this article open access thanks to a Swiss National Licence with the publisher.",,"440","Dordrecht","published",,,,,,,,"2017-07-18T12:20:15Z","2023-02-07T05:22:10Z","true","11 p.","ECIT",,,"publishedVersion"
