id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"267435","20.500.11850/16","Laureni, Michele",,,"Morgenroth, Eberhard||Joss, Adriano||van Loosdrecht, Mark C. M.||Lackner, Susanne","2018-12-04T10:38:59Z","2017-11-30T18:11:27Z||2017-12-01T06:08:27Z||2018-12-04T10:38:59Z","2017","2017-11-30",,"application/pdf","10.3929/ethz-b-000216041",,,,,"http://hdl.handle.net/20.500.11850/216041","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Autotrophic Nitrogen Removal from Municipal Wastewater Based on Anammox","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering","2017-11-30T18:11:28Z","2018-11-30",,,,,"yes",,,,,,,,,"24183",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,,,"Zurich","published",,,,,,"2017-12-01T06:08:38Z","2022-03-28T21:52:25Z","true","176 p.","FORM",,
"241581","20.500.11850/10","Heeren, Niko||Hellweg, Stefanie",,,,"2018-06-29T10:43:10Z","2018-04-24T15:48:21Z||2018-06-13T16:06:51Z||2018-06-29T10:43:10Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/260369","en","S.n.",,,,"Mitigation potentials for environmental impacts of construction material flows","Other Conference Item","Metadata only",,,"2018-04-24T15:48:25Z",,,,,,"yes","9th biennial conference of the International Society for Industrial Ecology (ISIE) and the 25th annual conference of the International Symposium on Sustainable Systems and Technology (ISSST) Joint Conference","June 25-29, 2017","Chicago, IL, USA",,,,,,,,,,"http://programme.exordo.com/isie2017/delegates/presentation/692/",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02604 - Inst. für Bau- & Infrastrukturmanagement / Inst. Construction&Infrastructure Manag.::03972 - Habert, Guillaume / Habert, Guillaume||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02604 - Inst. für Bau- & Infrastrukturmanagement / Inst. Construction&Infrastructure Manag.::03972 - Habert, Guillaume / Habert, Guillaume","03732||03972||02655","03732||03972",,,,"S.l.","published",,,,,,"2018-06-13T16:06:56Z","2022-03-28T20:33:01Z","true",,"FORM",,
"249151","20.500.11850/9","Wang, Lu||Kinzelbach, Wolfgang||Yao, Huaixian||Hagmann, Andreas||Li, Ning||Steiner, Jakob",,,,"2018-08-20T11:09:42Z","2017-12-19T10:18:49Z||2018-08-20T11:09:42Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/222595","en","American Geophysical Union",,,,"Analysis of energy requirement in the irrigation sector and its application in groundwater over-pumping control at a local scale – A case study in the North China Plain","Conference Poster","Metadata only",,,"2017-12-19T10:18:50Z",,,,,,"yes","AGU Fall Meeting 2017","December 11-15, 2017","New Orleans, LA, USA",,,,,,,,,,"https://agu.confex.com/agu/fm17/meetingapp.cgi/Paper/231404",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster presented on 12 December 2017.",,"H23J-1806","S.l.","published",,,,,,"2018-08-20T11:09:46Z","2022-03-28T21:03:44Z","true","1 p.","FORM",,
"204298","20.500.11850/3","Blumensaat, Frank||Ebi, Christian||Dicht, Simon||Rieckermann, Jörg||Maurer, Max",,,,"2017-12-18T17:28:01Z","2017-12-18T15:05:17Z||2017-12-18T17:28:01Z","2017",,,,,,"1866-0029",,,"http://hdl.handle.net/20.500.11850/222269","de","Gesellschaft zur Förderung der Abwassertechnik",,,,"Langzeitüberwachung der Raum-Zeit-Dynamik in Entwässerungssystemen mittels Niedrigenergiefunk","Journal Article","Metadata only",,,"2017-12-18T15:05:17Z",,,,,,"yes",,,,,,,,,,,,,,,"KA, Wasserwirtsch. Abwasser Abfall","7","KA: Korrespondenz Abwasser Abfall","64","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,"603","594","Hennef","published",,,,,,"2017-12-18T17:28:03Z","2022-03-28T18:41:06Z","true",,"FORM",,
"239205","20.500.11850/10","Fishman, Tomer||Okuoka, Keijiro||Sugimoto, Kenji||Tanikawa, Hiroki||Heeren, Niko||Graedel, Thomas",,,,"2018-06-13T14:48:03Z","2018-04-24T15:56:09Z||2018-06-13T14:48:03Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/260370","en","S.n.",,,,"A look on the bright side of material stocks: formation of a global material stock database of the built environment using nighttime satellite imagery","Other Conference Item","Metadata only",,,"2018-04-24T15:56:13Z",,,,,,"yes","9th biennial conference of the International Society for Industrial Ecology (ISIE) and the 25th annual conference of the International Symposium on Sustainable Systems and Technology (ISSST) Joint Conference","June 25-29, 2017","Chicago, IL, USA",,,,,,,,,,"http://programme.exordo.com/isie2017/delegates/presentation/575/",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02604 - Inst. für Bau- & Infrastrukturmanagement / Inst. Construction&Infrastructure Manag.::03972 - Habert, Guillaume / Habert, Guillaume||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02604 - Inst. für Bau- & Infrastrukturmanagement / Inst. Construction&Infrastructure Manag.::03972 - Habert, Guillaume / Habert, Guillaume","03732||03972||02655","03732||03972",,,,"S.l.","published",,,,,,"2018-06-13T14:48:11Z","2022-03-28T20:26:56Z","true",,"FORM",,
"242408","20.500.11850/3","Pathiraja, Sahani||Anghileri, Daniela||Burlando, Paolo||Sharma, Ashish||Marshall, Lucy Amanda||Moradkhani, Hamid",,,,"2018-07-06T09:27:48Z","2017-12-14T13:59:52Z||2017-12-18T10:01:27Z||2018-01-08T12:45:06Z||2018-07-06T09:27:48Z","2017","2017-03",,,,,"0309-1708||1872-9657",,"10.1016/j.advwatres.2017.12.006","http://hdl.handle.net/20.500.11850/221112","en","Elsevier",,,,"Insights on the impact of systematic model errors on data assimilation performance in changing catchments","Journal Article","Metadata only",,,"2017-12-14T13:59:53Z",,,,,,"yes",,,,,,,,,,,,"85044675974",,"000425980200017","Adv. Water Resour.",,"Advances in Water Resources","113","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"222","202","Amsterdam","published",,,,,,"2018-07-06T09:27:51Z","2022-03-28T20:36:32Z","true",,"FORM",,
"254637","20.500.11850/10","Froemelt, Andreas||Walker, Christie||Dürrenmatt, David||Hellweg, Stefanie",,,,"2018-09-24T11:07:30Z","2018-09-21T13:04:16Z||2018-09-24T10:48:07Z||2018-09-24T11:05:32Z||2018-09-24T11:07:30Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/291085","en","International Society for Industrial Ecology (ISIE) and International Symposium on Sustainable Systems and Technology (ISSST)",,,,"About Shoes, Cucumbers, Beer and Cars: A Bottom-Up Household Consumption LCA-Model","Other Conference Item","Metadata only","Conference Programme of the ISIE-ISSST 2017: Science in Support of Sustainable and Resilient Communities",,"2018-09-21T13:04:20Z",,,,,,"yes","ISIE-ISSST Joint Conference on Science in Support of Sustainable and Resilient Communities 2017","June 25-29, 2017","Chicago, IL, USA",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,,,"s.l.","published",,,,,,"2018-09-24T10:48:25Z","2022-03-28T21:21:41Z","true",,"FORM",,
"279158","20.500.11850/16","Buri, Pascal",,,"Burlando, Paolo||Pellicciotti, Francesca||Immerzeel, Walter||Kirkbride, Martin||Steffen, Konrad","2019-02-01T09:47:53Z","2018-01-10T07:26:41Z||2018-01-10T08:00:22Z||2019-02-01T09:47:53Z","2017","2018-01-10",,"application/pdf","10.3929/ethz-b-000226961",,,,,"http://hdl.handle.net/20.500.11850/226961","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Glaciology||Glacier||Debris||Energy-balance||Numerical modelling||Himalayas||Nepal||Langtang||Debris-covered glacier","Understanding the role of ice cliffs on ablation patterns and mass balance of debris-covered glaciers in a Himalayan catchment","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2018-01-10T07:26:42Z","2019-01-10",,,,,"yes",,,,"Understanding Contrasts in High Mountain Hydrology in Asia (UNCOMUN)","146761","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)","24731",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,,"Zurich","published",,,,,,"2018-01-10T08:01:21Z","2022-03-28T22:12:50Z","true","294 p.","FORM",,
"203350","20.500.11850/9","Leonarduzzi, Elena||Molnar, Peter||McArdell, Brian W.",,"Mikoš, Matjaž",,"2017-12-14T15:35:16Z","2017-12-14T13:28:39Z||2017-12-14T15:35:16Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/221087","en","Fakulteta za gradbeništvo in geodezijo Univerze v Ljubljani",,,,"Predictive performance of rainfall thresholds for shallow landslides in Switzerland","Conference Poster","Metadata only","Landslide Research and Risk Reduction for Advancing Culture of Living with Natural Hazards: WLF4 Local Proceedings with Programme",,"2017-12-14T13:28:40Z",,,,,,"yes","4th World Landslide Forum","May 29 - June 2, 2017","Ljubljana, Slovenia",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"220","Ljubljana","published",,,,,,"2017-12-14T15:35:18Z","2022-03-28T18:39:20Z","true","1 p.","FORM",,
"393474","20.500.11850/3","Kander, Astrid||Warde, Paul||Teives Henriques, Sofia||Nielsen, Hana||Kulionis, Viktoras||Hagen, Sven",,,,"2021-03-04T11:03:26Z","2021-03-04T06:53:04Z||2021-03-04T11:03:26Z","2017","2017-04-20","Previous research suggests that there is an inverted U-shape curve for energy intensity in the long-run for Western Europe with a peak in the early 20th century. This paper tests the hypothesis that the increase of German and British energy intensity was an effect from the concentration of heavy industrial production to these countries, although the consumption of a significant share of these goods took place elsewhere. We use an entirely new database that we have constructed (TEG: Trade, Energy, Growth) to test whether these countries exported more energy-demanding goods than they imported, thus providing other countries with means to industrialize and to consume cheap-energy demanding goods.  We find that the U-shape curve is greatly diminished but does not disappear. The pronounced inverted U-curve in German energy intensity without trade adjustments is reduced when we account for energy embodied in the traded commodities. For Britain the shape of the curve is also flattened during the second half of the 19th century, before falling from WWI onwards. These consumption-based accounts are strongly influenced by the trade in metal goods and fuels, facilitating industrialization elsewhere.","application/pdf","10.3929/ethz-b-000472855",,"0921-8009",,"10.1016/j.ecolecon.2017.03.042","http://hdl.handle.net/20.500.11850/472855","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","EKC||Energy history||Europe||Industrialization||Core||Periphery||International trade||Energy embodied in trade||Unbalanced exchange","International Trade and Energy Intensity During European Industrialization, 1870–1935","Journal Article","Open access",,,"2021-03-04T06:53:12Z",,,,,,"no",,,,,,,,,,,,,,,,,"Ecological Economics","139","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"44","33","Amsterdam","published",,,,,,"2021-03-04T11:03:41Z","2022-03-29T05:37:14Z","true",,"FORM",,"publishedVersion"
"260310","20.500.11850/16","Senn, Anna-Caterina",,,"Hering, Janet||Voegelin, Andreas||Hug, Stephan J.||Kaegi, Ralf||Behrends, Thilo","2018-10-26T06:56:24Z","2017-10-25T15:13:43Z||2017-10-26T05:21:25Z||2018-10-26T06:56:24Z","2017","2017-10-26",,"application/pdf","10.3929/ethz-b-000200605",,,,,"http://hdl.handle.net/20.500.11850/200605","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Iron(III) Precipitates formed by Iron(II) Oxidation in Natural Waters: Structure, Transformation, and Arsenate Uptake","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2017-10-25T15:13:44Z","2018-10-26",,,,,"yes",,,,,,,,,"24352",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03761 - Hering, Janet (emeritus) / Hering, Janet (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03761||03832","03832",,,,"Zurich","published",,,,,,"2017-10-26T05:21:45Z","2018-10-26T06:56:55Z","true","216 p.","FORM",,
"130342","20.500.11850/5","Pfister, Stephan||Boulay, Anne-Marie||Berger, Markus||Hadjikakou, Michalis||Motoshita, Masaharu||Hess, Tim||Ridoutt, Brad||Weinzettel, Jan||Scherer, Laura||Döll, Petra||Manzardo, Alessandro||Núñez, Montserrat||Verones, Francesca||Humbert, Sebastien||Harding, Kevin||Benini, Lorenzo||Oki, Taikan||Finkbeiner, Matthias||Henderson, Andrew",,,,"2017-06-12T20:49:23Z","2017-06-12T20:49:23Z","2017-01",,,,,,"1470-160X||1872-7034",,"10.1016/j.ecolind.2016.07.051","http://hdl.handle.net/20.500.11850/130375","en","Elsevier",,,"Water footprint||Life cycle assessment||Environmental product declaration||Virtual water||Green water||Blue water||Grey water","Understanding the LCA and ISO water footprint: A response to Hoekstra (2016) ""A critique on the water-scarcity weighted water footprint in LCA""","Other Journal Item","Metadata only",,,"2017-06-12T20:50:08Z",,,,"pub:193381",,"yes",,,,,,,,,,"imp5936556736f0218741","010848261","84983535407",,"000398426200036",,,"Ecological Indicators","72","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732","Published online 27 August 2016.","359","352","Amsterdam","published",,,,,,"2017-07-12T15:18:44Z","2023-02-06T13:44:04Z","true",,"ECIT",,
"213990","20.500.11850/3","Jang, Hongchul||Rusconi, Roberto||Stocker, Roman",,,,"2018-01-25T08:19:50Z","2017-10-12T13:40:17Z||2017-10-13T05:51:43Z||2018-01-25T08:19:50Z","2017","2017-03-03","Bacteria often adhere to surfaces, where they form communities known as biofilms. Recently, it has been shown that biofilm formation initiates with the microscopically heterogeneous deposition of a skeleton of extracellular polymeric substances (EPS) by individual cells crawling on the surface, followed by growth of the biofilm into a surface-covering continuum. Here we report microfluidic experiments with Pseudomonas aeruginosa biofilms showing that their “hidden” heterogeneity can affect the later dynamics of their disruption. Using controlled air bubbles as a model for mechanical insult, we demonstrate that biofilm disruption is strongly dependent on biofilm age, and that disruption to early-stage biofilms can take the shape of a semi-regular pattern of ~15 µm diameter holes from which bacteria have been removed. We explain hole formation in terms of the rupture and retreat of the thin liquid layer created by the long bubble, which scrapes bacteria off the surface and rearranges their distribution. We find that the resulting pattern correlates with the spatial distribution of EPS: holes form where there is less EPS, whereas regions with more EPS act as strongholds against the scraping liquid front. These results show that heterogeneity in the microscale EPS skeleton of biofilms has profound consequences for later dynamics, including disruption. Because few attached cells suffice to regrow a biofilm, these results point to the importance of considering microscale heterogeneity when designing and assessing the effectiveness of biofilm removal strategies by mechanical forces.","application/pdf","10.3929/ethz-b-000195168",,"2055-5008",,"10.1038/s41522-017-0014-5","http://hdl.handle.net/20.500.11850/195168","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Biofilms||Water microbiology","Biofilm disruption by an air bubble reveals heterogeneous age-dependent detachment patterns dictated by initial extracellular matrix distribution","Journal Article","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::660 - Chemical engineering","2017-10-12T13:40:18Z",,,,,,"yes",,,,,,,,,,,,,,"000412921100001","npj Biofilms Microbiomes",,"npj Biofilms and Microbiomes","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467||09467",,,"6","London","published",,,,,,"2017-10-13T05:51:49Z","2023-02-06T15:07:12Z","true","7 p.","FORM",,"publishedVersion"
